id,name,target,scope,target_number,effect,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13
94112,叠加降低命中buff2回合-等级12,0,0,0,2,14112,2,1,0,0,0,0,0,0,0,0,0,0
94201,受到伤害加深buff2回合-等级1,1,8,2,2,14201,2,1,0,0,0,0,0,0,0,0,0,0
94202,受到伤害加深buff2回合-等级2,1,8,2,2,14202,2,1,0,0,0,0,0,0,0,0,0,0
94203,受到伤害加深buff2回合-等级3,1,8,2,2,14203,2,1,0,0,0,0,0,0,0,0,0,0
94204,受到伤害加深buff2回合-等级4,1,8,2,2,14204,2,1,0,0,0,0,0,0,0,0,0,0
95001,神器-裂魂-2人-等级1,1,8,2,1,5,1644,1,3,0,0,0,0,0,0,0,0,0
95002,神器-裂魂-2人-等级2,1,8,2,1,5,2492,1,3,0,0,0,0,0,0,0,0,0
95003,神器-裂魂-2人-等级3,1,8,2,1,5,3439,1,3,0,0,0,0,0,0,0,0,0
95004,神器-裂魂-2人-等级4,1,8,2,1,5,4888,1,3,0,0,0,0,0,0,0,0,0
95005,神器-裂魂-3人-等级5,1,8,3,1,5,7241,1,3,0,0,0,0,0,0,0,0,0
95006,神器-裂魂-3人-等级6,1,8,3,1,5,10902,1,3,0,0,0,0,0,0,0,0,0
95007,神器-裂魂-3人-等级7,1,8,3,1,5,16274,1,3,0,0,0,0,0,0,0,0,0
95008,神器-裂魂-3人-等级8,1,8,3,1,5,23759,1,3,0,0,0,0,0,0,0,0,0
95009,神器-裂魂-4人-等级9,1,8,4,1,5,33760,1,3,0,0,0,0,0,0,0,0,0
95010,神器-裂魂-4人-等级10,1,8,4,1,5,46682,1,3,0,0,0,0,0,0,0,0,0
95011,神器-裂魂-4人-等级11,1,8,4,1,5,62925,1,3,0,0,0,0,0,0,0,0,0
95012,神器-裂魂-4人-等级12,1,8,4,1,5,82894,1,3,0,0,0,0,0,0,0,0,0
95101,临时提升控制力（确保为真实控制）,3,1,1,14,7,1000000,0,0,0,0,0,0,0,0,0,0,0
95201,附加晕眩2回合,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0
95301,增加攻击力2回合-等级1,2,8,2,10,1,500,1,0,0,0,0,0,0,0,0,0,0
95302,增加攻击力2回合-等级2,2,8,2,10,1,1000,1,0,0,0,0,0,0,0,0,0,0
95303,增加攻击力2回合-等级3,2,8,2,10,1,1500,1,0,0,0,0,0,0,0,0,0,0
95304,增加攻击力2回合-等级4,2,8,2,10,1,2000,1,0,0,0,0,0,0,0,0,0,0
100001,全体攻击+10%选择,2,8,5,10,1,1000,1,0,0,0,0,0,0,0,0,0,0
100002,全体暴击率+10%选择,2,8,5,10,5,1000,0,0,0,0,0,0,0,0,0,0,0
100003,全体速度+10%选择,2,8,5,10,4,1000,1,0,0,0,0,0,0,0,0,0,0
100004,全体暴击伤害+10%选择,2,8,5,10,6,1000,0,0,0,0,0,0,0,0,0,0,0
100005,全体防御+10%选择,2,8,5,10,3,1000,1,0,0,0,0,0,0,0,0,0,0
100006,全体闪避+5%选择,2,8,5,10,12,500,0,0,0,0,0,0,0,0,0,0,0
100007,全体效果抵抗+10%选择,2,8,5,10,8,1000,0,0,0,0,0,0,0,0,0,0,0
100008,全体抗暴+10%选择,2,8,5,10,9,1000,0,0,0,0,0,0,0,0,0,0,0
100009,全体治疗效果+10%选择,2,8,5,10,13,1000,0,0,0,0,0,0,0,0,0,0,0
100010,治疗友方全体，回复生命值上限的10%，使用后当场使用后消失,2,8,5,11,1000,205,1,0,0,0,0,0,0,0,0,0,0
