id,dec,str
1479,STR_UI_BagTypePage_2,装备
1480,STR_UI_BagTypePage_3,魂石
1481,STR_UI_BagTypePage_4,道具
1482,STR_UI_BagTypeCellPage_1,消耗品
1483,STR_UI_BagTypeCellPage_2,经验
1484,STR_UI_BagTypeCellPage_3,门票
1485,STR_UI_BagTypeCellPage_4,神器材料
1486,STR_UI_BagTypeCellPage_5,英雄碎片
1487,STR_UI_GoodsDetailsTips,道具详情
1488,STR_UI_EquipDetailsTips,装备属性
1489,STR_UI_campAddAttTips,加成种族：
1490,STR_UI_userHaveGoodsnum,持有数量：
1491,STR_UI_thinkGetGoodsid,选择你想要获得的道具
1492,STR_UI_HeroNumAttainNumMax,英雄数量达到上限
1493,STR_UI_GoodsNumInsufficient,数量不足，合成失败
1494,STR_UI_BattleMapType_1,竞技场
1495,STR_UI_BattleMapType_2,赏金任务
1496,STR_UI_BattleMapType_3,铸时星域
1497,STR_UI_BattleMapType_4,试炼之塔
1498,STR_UI_BattleMapType_5,地牢
1499,STR_UI_BattleMapType_6,万华境
1500,STR_UI_BattleTeams,编队
1501,STR_UI_BattleHeroCannotVoid,上阵人员不能为空
1502,STR_UI_BattleRepetitionTems,已存在相同的编队
1503,STR_UI_BattleSaveNeedFiveHero,请选择5个英雄
1504,STR_UI_BattleCanButNeedCampHero,该玩法只能上阵指定种族英雄
1505,STR_UI_BattleMercenaryOnOnceNum,只能上阵一名佣兵
1506,STR_UI_BattleWeekUserMercenary,本周已经使用过佣兵
1507,STR_UI_BattleTeamsHaveHeroType,队伍中已包含此类英雄
1508,STR_UI_BattleOnceResonanceHero,连接英雄只能上阵其中一个
1509,STR_UI_BattleTeamsNumMax,队伍人数已达上限
1510,STR_UI_Save_Succeed,保存成功
1511,STR_UI_CanNotDismissHero,没有可遣散的英雄
1512,STR_UI_HeroNumInsufficient,队伍中英雄数量低于5人时，无法使用该功能。
1513,STR_UI_HeroSelectNumMax,一次最多选择10个英雄
1514,STR_UI_AddConsumeIntensify,添加材料进行强化
1515,STR_UI_QualityReachMax,品阶已是最高
1516,STR_UI_ChangeName,更改名称
1517,STR_UI_ChangeFunc,更改
1518,STR_UI_ValidTimeNum,有效时间：
1519,STR_UI_ActivationLater,激活后：
1520,STR_UI_ChangeSignature,更改签名
1521,STR_UI_World,世界
1522,STR_UI_Union,公会
1523,STR_UI_AndPlayerChating,和%s聊天中..
1524,STR_UI_Monday,星期一
1525,STR_UI_Tuesday,星期二
1526,STR_UI_Wednesday,星期三
1527,STR_UI_Thursday,星期四
1528,STR_UI_Friday,星期五
1529,STR_UI_Saturday,星期六
1530,STR_UI_Sunday,星期日
1531,STR_UI_Yesterday,昨天
1532,STR_UI_SuperValueGet,超值基金获取
1533,STR_UI_LimitTimeGet,限时礼包获取
1534,STR_UI_summonPoint,招募积分:
1535,STR_UIPUBLIC_TIME_YD,%d月%d日
1536,STR_UI_TimeReckonOver,时间截止
1537,STR_UI_calculateActivityEnd,距离活动结束:
1538,STR_UI_calculateActivityShow,距离展示结束:
1539,STR_UI_AfterWhatDay,%d天后
1540,STR_UI_RefreshTime,刷新时间:
1541,STR_UI_RefreshTime_DH,%d天%d小时后刷新
1542,STR_UI_RefreshTime_HS,%d:%d:%d后刷新
1543,STR_UI_PriceFree,免费
1544,STR_UI_NeedVipLevel,达到贵族%d
1545,STR_UI_equipChangeSucceed,更换装备成功
1546,STR_UI_equipUnloadSucceed,装备卸载成功
1547,STR_UI_equipUpSucceed,装备进阶成功
1548,STR_UI_dataAllSelect,已全选
1549,STR_UI_equipIsMaxNotAdd,装备已满，无法继续添加
1550,STR_UI_intensifyExpAdd,强化经验
1551,STR_UI_notFindIntensifyGoods,没有强化材料
1552,STR_UI_expMaxNotAdd,经验已满，无法继续添加
1553,STR_UI_NoIntensify,未强化
1554,STR_UI_IntensifyLevelMax,(最大)
1555,STR_UI_EquipSate,装备状态
1556,STR_UI_CurIntensifyLevel,强化等级
1557,STR_UI_IntensifyLevelOpenLock,强化至%d级解锁
1558,STR_UI_OnEquipActivation,装备激活后
1559,STR_UI_EquipSkillDesc,专属装备技能：%s
1560,STR_UI_intensify,强化
1561,STR_UI_HeroExclusiveEquipment,%s的专属装备
1562,STR_UI_HeroExclusiveEquipmentOpenLock,【+%d解锁】%s
1563,STR_UI_HeroMaxLevel,最大等级
1564,STR_UI_FightAttTypeName_Att,伤害量
1565,STR_UI_FightAttTypeName_def,承受伤害量
1566,STR_UI_FightAttTypeName_heal,治疗量
1567,STR_UI_Time_dayAndHour,天%d时
1568,STR_UI_Time_HourAndMine,时%d分
1569,STR_UI_Time_MineAndSecond,分%d秒
1570,STR_UI_Time_SurplusTime,剩余时间
1571,STR_UI_Time_ShowTime,展示时间
1572,STR_UI_buyCountNum,可购买:  %d次
1573,STR_UI_FreeBuy,免费购买
1574,STR_UI_Buy,购买
1575,STR_UI_AlreadyBuy,已购买
1576,STR_UIPUBLIC_TIME_HMS,%d时%d分%d秒
1577,STR_UI_goodsCannot,物品不足
1578,STR_UI_CommoditySale,%d折
1579,STR_UI_PlayerLimitBuy,个人限购:
1580,STR_UI_ShopGoodsAllserverNum,全服剩余:
1581,STR_UI_ForeignHeroLeave_HM,该英雄还有%d时%d分可以离开
1582,STR_UI_ForeignHeroLeave_MS,该英雄还有%d分%d秒可以离开
1583,STR_UI_ForeignHeroLeave_S,该英雄还有%d秒可以离开
1584,STR_UI_ForeignHero_resting,当前英雄正在休息中!!
1585,STR_UI_ForeignHeroHelpTo,当前英雄正在帮助
1586,STR_UI_FoundationBraveFund,%s元勇者基金
1587,STR_UI_FoundationSupremacyFund,%s元至尊基金
1588,STR_UI_FoundationSevenDesc,7日累计获得资源(总价值                )
1589,STR_UI_FoundationBuyHint_1,购买[1]勇者基金[0]需[1]激活普通月卡[0]才可购买，是否前往激活？
1590,STR_UI_FoundationBuyHint_2,购买[1]至尊基金[0]需[1]激活超值月卡[0]才可购买，是否前往激活？
1591,STR_UI_onActivation,已激活
1592,STR_UI_onActivationGet,激活可领取
1593,STR_UI_FriendListDelPlayer,是否将该玩家从黑名单列表中移除?
1594,STR_UI_FriendListDelToPlayer,是否将对方加入黑名单，将解除好友关系，不再收到对方聊天及好友申请消息
1595,STR_UI_FriendIfDelPlayer,是否从好友列表中删除该好友
1596,STR_UI_userNotReachLevel,领主等级未达到10级
1597,STR_UI_PlayerOff_line,当前玩家不在线
1598,STR_UI_FriendDelete,移除
1599,STR_UI_FriendBlacklist,拉黑
1600,STR_UI_HeroBorrowListVoid,当前没有借出去的英雄
1601,STR_UI_HeroBorrowApplyListVoid,当前没有收到申请消息
1602,STR_UI_LoanApplication,租借申请
1603,STR_UI_OnBorrowHero,已借出英雄
1604,STR_UI_FriendMercenary,好友佣兵
1605,STR_UI_Proposer,申请人:
1606,STR_UI_HasBorrowed,已借给玩家:
1607,STR_UI_IsAssisting,正在协助
1608,STR_UI_ExecuteTheTask,执行任务
1609,STR_UI_LentToPlayer,已借给玩家:
1610,STR_UI_MercenaryOwner,拥有者:
1611,STR_UI_noneGetAndGive,没有可领取和赠送的
1612,STR_UI_timeReachAllGiveBack,%d分钟后统一归还
1613,STR_UI_borrowHeroListVoid,暂时没有租借好友的佣兵
1614,STR_UI_DayAgo,%d天前
1615,STR_UI_HourAgo,%d小时前
1616,STR_UI_SecondAgo,%d秒前
1617,STR_UI_MinuteAgo,%d分钟前
1618,STR_UI_ServerAreaClothing,%d区
1619,STR_UI_ServerUnknownAreaClothing,未知服务器
1620,STR_UI_todayGiveNumMax,今日赠送达到上限
1621,STR_UI_ServiceAgreement,服务协议
1622,STR_UI_PrivacyPolicy,隐私政策
1623,STR_UI_HourAgoEnd,%d小时结束
1624,STR_UI_GetTimes,领取时间:
1625,STR_UI_getNoNameFlag,第
1626,STR_UI_PurchasePrice,抢购价
1627,STR_UI_LimitPurchasePrice,限时抢购价
1628,STR_UI_BagBoxNumReachMax,背包格子已达到上限
1629,STR_UI_AllStageAccomplish,所有阶段已经全部完成
1630,STR_UI_StageNumIndex,第%d阶段
1631,STR_UI_eliteHeroNum,%d名精英英雄
1632,STR_UI_HeroBoxOptional,英雄选择箱
1633,STR_UI_timeOverDesc,结束时间:
1634,STR_UI_timeMineDesc,分
1635,STR_UI_timeDayDesc,天
1636,STR_UI_timehourDesc,小时
1637,STR_UI_timeSecondDesc,秒
1638,STR_UI_BuyFightCntDesc,这是您今天第%d次购买挑战券
1639,STR_UI_FightNumberIndex,第%d场
1640,STR_UI_PleaseRefreshSlowly,刷新频率过快，请稍后再试
1641,STR_UI_ticketsGoodsNeedErr,门票不足
1642,STR_UI_PleaseSelectOnBatHero,请选择上阵英雄
1643,STR_UI_NextTeams,下一队
1644,STR_UI_TeamsIncludeRepetitionTypeHero,%s队伍中已包含此类英雄
1645,STR_UI_TeamsIncludeRepetitionIDHero,%s队伍中已经包含该英雄
1646,STR_UI_TimeUnlimited,无限制
1647,STR_UI_CollectAllHighReward,已收集完所有钻石宝箱奖励
1648,STR_UI_CollectAllLowReward,已收集完所有黄金宝箱奖励
1649,STR_UI_Misty_NotSight,前面一片迷雾，看不见有什么
1650,STR_UI_RoadCannotGoto,无法前往
1651,STR_UI_FightEnd,战斗结束
1652,STR_UI_SensitiveTipsWordHint,标题中不能包含敏感词！
1653,STR_UI_SensitiveDataWordHint,邮件内容中不能包含敏感词
1654,STR_UI_UnionLevelWithoutNeed,公会等级未达到要求
1655,STR_UI_UnionActiveValueInsufficient,公会活跃值不足
1656,STR_UI_UnionFightTimeLimit,退出公会后24小时内不能参与挑战
1657,STR_UI_FightCountUseUp,今日挑战次数已用完
1658,STR_UI_UnionFightStart,挑战
1659,STR_UI_CountUseUp,今日次数用完
1660,STR_UI_TimeDisappear,%s后消失
1661,STR_UI_NoActivity,暂无活动
1662,STR_UI_NextLevelOpenLock,下级解锁:
1663,STR_UI_UnionNoticeVoid,【军团长】暂未编辑公会宣告！
1664,STR_UI_notComeingRankList,未进入排名
1665,STR_UI_ActivityEnd,活动结束
1666,STR_UI_notComeingWeekOpen,不能进入，周%s开启
1667,STR_UI_chapterInfoTips,关卡信息
1668,STR_UI_todayFightCountNumMax,今日挑战次数已达上限
1669,STR_UI_AdventureBadge,冒险徽章
1670,STR_UI_ExerciseBadge,试炼徽章
1671,STR_UI_ChapterIndex,%d章
1672,STR_UI_Adventure,冒险
1673,STR_UI_Exercise,试练
1674,STR_UI_ActivateBadge,激活%s徽章
1675,STR_UI_ExtraGetLevelAward,可领取关卡额外奖励
1676,STR_UI_OnAccumulate,已累积
1677,STR_UI_ExtraGetAward,可领额外奖励
1678,STR_UI_BadgeLevelGetMoreAward,提升徽章等级可获得额外奖励
1679,STR_UI_BadgeLevelInfo,%s徽章 %d级
1680,STR_UI_BadgeLevelUpGetDesc,提升到%d级可得
1681,STR_UI_BadgePassLevelOpenLockHint,通关冒险关卡 %02d - %02d 解锁四族高塔任务
1682,STR_UI_TakeTurns,轮
1683,STR_UI_FinishAllTakeTurns,已完成全部轮数
1684,STR_UI_NoGet,未领取
1685,STR_UI_BuySueperGiftHint,请先购买超值好礼特权
1686,STR_UI_VipLevelNeedCannot,贵族等级不足
1687,STR_UI_DiamondIsInsufficient,钻石不足
1688,STR_UI_LimitGift,限时礼包
1689,STR_UI_LoginGameHint_1,开始获取网络数据
1690,STR_UI_LoginGameHint_2,检测是否有更新内容
1691,STR_UI_LoginGameHint_3,发现更新内容
1692,STR_UI_LoginGameHint_4,更新中: %s
1693,STR_UI_LoginGameHint_5,更新失败，检查网络是否正常，正在尝试重新更新。
1694,STR_UI_LoginGameHint_6,更新成功
1695,STR_UI_LoginGameHint_7,正在获取服务器列表
1696,STR_UI_LoginGameHint_8,输入您的登录帐号
1697,STR_UI_LoginGameHint_9,登录SDK
1698,STR_UI_LoginGameHint_10,更新完成，正在加载资源
1699,STR_UI_LoginGameHint_11,服务器列表获取失败，检查您的网络，重新尝试获取中
1700,STR_UI_LoginGameHint_12,服务器列表为空，重新尝试获取中
1701,STR_UI_LoginGameHint_13,服务器列表解析失败，重新尝试获取中
1702,STR_UI_LoginGameHint_14,服务器维护中
1703,STR_UI_LoginGameHint_15,检测版本号:
1704,STR_UI_LoginGameHint_16,SDK初始化成功
1705,STR_UI_LoginGameHint_17,登录成功，正在获取服务器列表
1706,STR_UI_LoginGameHint_18,获取服务器列表数据
1707,STR_UI_LoginGameHint_19,正在进入游戏服务器
1708,STR_UI_LoginGameHint_20,正在创建游戏服务器连接
1709,STR_UI_LoginGameHint_21,游戏服务器连接成功
1710,STR_UI_Mail_DeleteAllMail,确定删除所有已读邮件？
1711,STR_UI_Mail_Addresser,发件人：%s
1712,STR_UI_Maze_NeedGoods,黎明之力不足，无法使用
1713,STR_UI_Maze_HeroStateSafety,所有英雄生命值和能量已满，无需使用
1714,STR_UI_Maze_GoodsUseSucceed,黎明之力使用成功
1715,STR_UI_Maze_CardGoodsListVoid,目前没有收集到任何遗物
1716,STR_UI_Maze_refresh,地牢已刷新
1717,STR_UI_JumpChapter,前往关卡
1718,STR_UI_JumpTower,前往试炼之塔
1719,STR_UI_perpetualTime,永久
1720,STR_UI_passLevelGetGoods,通关对应主线章节可领取（当前%d章）
1721,STR_UI_passTowerGetGoods,通关试炼之塔对应层数可领取（当前%d层）
1722,STR_UI_MonthCard,月卡
1723,STR_UIPUBLIC_Today_GET,今日已领取
1724,STR_UI_public_pointValue,积分
1725,STR_UI_privateChat,私聊
1726,STR_UI_MissionUP,可晋升
1727,STR_UI_YouCanReceive,可领奖
1728,STR_UI_SustainDay,持续%d天
1729,STR_UI_SurplusDay,剩余%d天
1730,STR_UI_AwardReceived,奖励已领取
1731,STR_UI_DurationTimes,持续时间
1732,STR_UI_VipAddedBonus,贵族%d额外奖励
1733,STR_UI_Public_number,%d个
1734,STR_UI_Public_finish,完成
1735,STR_UI_ServerCloseLink,该服务器无法连接，请重新登录
1736,STR_UI_BoxValueMax,槽位开启达到上限
1737,STR_UI_ImmediatelyUnlock,可立即解锁
1738,STR_UI_CorrespondingReward,对应的奖励
1739,STR_UI_RewardForBar,悬赏栏
1740,STR_UI_RewardForBarMissionDesc,级可接受的任务品质
1741,STR_UI_public_timecnt,次
1742,STR_UI_userLevelNeed,战队等级达到%d级
1743,STR_UI_CompleteTheTeamBounty,完成            团队赏金
1744,STR_UI_curMissionVoid,当前无任务可刷新
1745,STR_UI_timeVanish_day,%d天后消失
1746,STR_UI_timeVanish_hour,%d小时后消失
1747,STR_UI_timeVanish_minute,%d分钟后消失
1748,STR_UI_dispatchHeroConditionHint,派遣英雄不满足条件
1749,STR_UI_needNumber,需要%d个
1750,STR_UI_HeroExecuteMission,英雄正在任务中
1751,STR_UI_SelectHeroMercenaryChange,已选中己方英雄，请切换至佣兵进行选择
1752,STR_UI_onBattleHeroIsMax,上阵英雄已满
1753,STR_UI_GetRewardFromTheTask,（%s可以从每日任务和每周任务宝箱中获取）
1754,STR_UI_GotoMazeFightBoss,（前往地牢击败BOSS即可获得%s）
1755,STR_UI_GainReputation,获取声望
1756,STR_UI_GetMedal,获取勋章
1757,STR_UIHero_openlock,已解锁
1758,STR_UI_PlayerLeadAllServerPlayer,您领先于[1]全服%s%%的玩家
1759,STR_UI_notChangeHint,没有变化
1760,STR_UI_ServerDistrictNumber,%d区-%s
1761,STR_UI_getServerListError,获取服务器列表失败，请稍后再试。
1762,STR_UI_selectHeroIsOnSelect,选中了当前已经被选中过了的英雄
1763,STR_UI_activateNewFetter,已激活新羁绊
1764,STR_UI_FetterScheduleAdd,羁绊进度增加
1765,STR_UI_RefreshStoreItems,刷新商店物品
1766,STR_UI_ShopPageTypeGroceries,杂货
1767,STR_UI_ShopPageTypeDismiss,遣退
1768,STR_UI_ShopPageTypeAthletics,竞技
1769,STR_UI_DataDayHourAgoRefresh,%d天%d小时后刷新
1770,STR_UI_PlayerCannotAddUnion,你目前没有公会
1771,STR_UI_GoodsDescTips,物品详情
1772,STR_UI_EquipProperties,装备属性
1773,STR_UI_EquipCampAddAtt,【%s】属性英雄穿戴后，装备属性提升30%%
1774,STR_UI_ItemInformation,道具信息
1775,STR_UI_SoulStoneInformation,魂石信息
1776,STR_UI_TheTreasureChestContent,宝箱内容
1777,STR_UI_NumUnitsTenThousand,万
1778,STR_UI_HighSummon,高级招募
1779,STR_UI_FriendshiphSummon,友情招募
1780,STR_UI_CampSummon,阵营招募
1781,STR_UI_FreedomSummon,自选招募
1782,STR_UI_SummonBoxAward,召唤宝箱奖励
1783,STR_UI_GeneralHeroAutoDismiss,普通英雄自动遣散
1784,STR_UI_curIndexCount,当前次数
1785,STR_UI_ResetTheNumberOfTimes,%s后重置次数
1786,STR_UI_selectWantCampHero,选择一个种族，可获得对应的精英级英雄
1787,STR_UI_OpenLockCampHero,解锁%s英雄阵营
1788,STR_UI_AllCampHeroList,全英雄卡池
1789,STR_UI_WishHerolistDesc,心愿单尚未填满，现在抽卡仍有概率获得非心愿单的精英级英雄，是否退出？
1790,STR_UI_NotHeroPosIndex,没有位置
1791,STR_UI_BuyAgoGetItemList,购买后累计%s总计可解锁以下奖励
1792,STR_UI_BuyAgoGetReputationItemList,购买后累计领主声望总计可解锁以下奖励
1793,STR_UI_nobilityOpenCondition,达到%s后开启，是否前往提升爵位
1794,STR_UI_CloseThePreview,关闭预览
1795,STR_UI_SelectFromTheList,从下列物品中选择一个
1796,STR_UI_FlashSale,限时抢购
1797,STR_UI_MoneyUnit,元
1798,STR_UI_TimeOverGiftDisappear,[1]%02d:%02d:%02d[0]后，礼包消失！
1799,STR_UI_public_openLock,解锁
1800,STR_UI_public_rankingList,排行榜
1801,STR_UI_addUpPayValue,累计充值%d
1802,STR_UI_getVipLevelPotence,获得贵族%d权限
1803,STR_UI_public_surplus,剩余
1804,STR_UI_PlayerAlreadyHave,已拥有
1805,STR_UI_createPlayerOpen,创号的第%d天开启
1806,STR_UI_TouchContinuous,按住可以连续升级
1807,STR_UI_HeroNotArtifact,该英雄未穿戴神器
1808,STR_UI_HeroNotExclusiveEquip,当前英雄没有专属装备
1809,STR_UI_HeroUpStarLevelOpenEquip,英雄升阶到传说开放
1810,STR_UI_HeroNotHaveExclusiveEquip,英雄无专属装备
1811,STR_UI_HeroUpStarLevelOpenEquipFunc,英雄品质达到传说开启
1812,STR_UI_NumUnitsHundredMillion,亿
1813,STR_UI_TimeUnitsMonth,月
1814,STR_UI_TimeUnitsDay,日
1815,STR_UI_SwitchTheLanguage,切换语言
1816,STR_UI_SwitchTheLanguageHint,想使语言生效需要重新加载游戏
1817,STR_UI_HarmValue,伤害：%s
1818,STR_UI_HarmValuePlayers,共%d人，伤害达到
1819,STR_UI_DarkFieldCueLevelPlayers,当前分段玩家
1820,STR_UI_DarkFieldNeglectPlayers,已省略%d名玩家信息
1821,STR_UI_ContinueFight,继续挑战
1822,STR_UI_Nationality_0,其他
1823,STR_UI_Nationality_1,新加坡
1824,STR_UI_Nationality_2,马来西亚
1825,STR_UI_Nationality_3,泰国
1826,STR_UI_Nationality_4,印尼
1827,STR_UI_Nationality_5,菲律宾
1828,STR_UI_Nationality_6,越南
1829,STR_UI_Nationality_7,柬埔寨
1830,STR_UI_Nationality_8,老挝
1831,STR_UI_Nationality_9,缅甸
1832,STR_UI_Nationality_10,东帝汶
1833,STR_UI_Nationality_11,文莱
1834,STR_UI_CityCarnival_Invite,邀请[1]%d[0]位好友([8]%d[0]/%d)
1835,STR_UI_CityCarnival_Invite_finish,邀请[1]%d[0]位好友([1]%d[0]/%d)
1836,STR_UI_CityCarnival_pay,好友累计充值[1]%d[0]元([8]%d[0]/%d)
1837,STR_UI_CityCarnival_pay_finish,好友累计充值[1]%d[0]元([1]%d[0]/%d)
1838,STR_UI_inputInvitationCode,输入您的好友邀请码
1839,STR_UI_pleaseEnterContent,请输入内容
1840,STR_UI_rankingAwardToMail,排名奖励已发送至邮箱中
1841,STR_UI_AllocatedTimeCount,距离发奖时间:
1842,STR_UI_RankingSettlementPeriod,排名结算期间，请尽快领取积分
1843,STR_UI_freeBuyGotoBuy,购买主线战令可免费领取，是否前往购买
1844,STR_UI_freeBuyGotoUp,提升贵族等级可免费领取，是否提升？
1845,STR_UI_Btn_gotoBuy,前往购买
1846,STR_UI_Btn_gotoVipUp,提升贵族
1847,STR_UI_getHeroNumTopNotSummon,你已达到最大英雄获取数量，在重置时间结束前将无法使用自选招募功能
1848,STR_UI_getPointNum,获得%d积分
1849,STR_UI_HeroQualityIsMaxQuiz,您的【%s】已达当前最高品阶，是否继续设置为自选英雄？
1850,STR_UI_ContinueToSwitch,继续切换
1851,STR_UI_InsufficientExchangeOfGoods,可交换物品不足
1852,STR_UI_btnBuy,充值
1853,STR_UI_getTimes_01,可领取     次
1854,STR_UI_UnlimitedTimes,无限次
1855,STR_UI_ChangeTheEnd,已兑换完
1856,STR_UI_pointPremiums,%d招募积分额外奖励
1857,STR_UI_pointPremiumsHint,未达到%d招募积分，无法获得以下奖励
1858,STR_UI_timeDisplay,%d次
1859,STR_UI_noPlayersSegment,此分段暂无玩家
1860,STR_UI_timeStrData,%02d时%02d分%02d秒
1861,STR_UI_ThisActivityOver,本活动已结束，谢谢参与
1862,STR_UI_hasalreadyBeenReceived,已经领取过奖励了
1863,STR_UI_isBuyHeroPurchased,已经购买该英雄
1864,STR_UI_supremacyAwardHint_1,本次赛季中，首次达到对应段位即可领取对应段位奖励
1865,STR_UI_supremacyAwardHint_2,赛季结束时，至尊段位玩家会通过邮件，额外获得至尊排名奖励
1866,STR_UI_supremacyAwardHint_3,对手已变更，请重新选择
1867,STR_UI_Hero_level_desc_16,神话5星1阶
1868,STR_UI_Hero_level_desc_17,神话5星2阶
1869,STR_UI_Hero_level_desc_18,神话5星3阶
1870,STR_UI_Hero_level_desc_19,永恒1星
1871,STR_UI_Hero_level_desc_20,永恒1星1阶
1872,STR_UI_Hero_level_desc_21,永恒1星2阶
1873,STR_UI_Hero_level_desc_22,永恒1星3阶
1874,STR_UI_Hero_level_desc_23,永恒2星
1875,STR_UI_Hero_level_desc_24,永恒2星1阶
1876,STR_UI_Hero_level_desc_25,永恒2星2阶
1877,STR_UI_Hero_level_desc_26,永恒2星3阶
1878,STR_UI_Hero_level_desc_27,永恒3星
1879,STR_UI_Hero_level_desc_28,永恒3星1阶
1880,STR_UI_Hero_level_desc_29,永恒3星2阶
1881,STR_UI_Hero_level_desc_30,永恒3星3阶
1882,STR_UI_Hero_level_desc_31,永恒4星
1883,STR_UI_Hero_level_desc_32,永恒4星1阶
1884,STR_UI_Hero_level_desc_33,永恒4星2阶
1885,STR_UI_Hero_level_desc_34,永恒4星3阶
1886,STR_UI_Hero_level_desc_35,永恒4星4阶
1887,STR_UI_Hero_level_desc_36,永恒4星5阶
1888,STR_UI_Hero_level_desc_37,永恒5星
1889,STR_UI_Hero_isLock_01,%s将解锁
1890,STR_UI_Hero_TalentName,天赋
1891,STR_UI_Hero_eternity_desc,永恒
1892,STR_UI_FestivalOverHint1,您本次未能获得全额奖励，是否领取奖励不再重试
1893,STR_UI_FestivalOverHint2,每天仅能获得一次奖励，可重试再次尝试击杀
1894,STR_UI_Hero_DegreeElevation,升阶
1895,STR_UI_Hero_BreakThrough,突破
1896,STR_UI_NotActivationHero,没有可激活的英雄
1897,STR_UI_unionAllMemberMail,公会全员邮件
1898,STR_UI_CheckunionAllMemberMailTips,请检查标题格式
1899,STR_UI_CheckunionAllMemberMailData,请检查邮件内容格式
1900,STR_UI_SummonHeroTo,召唤到
1901,STR_UI_SelectRoundOfGrandPrizeFirst,请先选择本轮大奖
1902,STR_UI_PropsToExtractOver,本轮道具已抽完，请进入下一轮
1903,STR_UI_WhatToWhat,%s 至 %s
1904,STR_UI_drawLotteryRaffleHint,已抽中本轮大奖可以进入下一轮，是否不进入下一轮继续抽取？
1905,STR_UI_RoundNum,第%d轮
1906,STR_UI_ExtractNum,抽取%d次
1907,STR_UI_ExtractGetPoint,抽奖获得积分
1908,STR_UI_timeDataStr,%02d时%02d分%02d秒
1909,STR_UI_SellOut,已售罄
1910,STR_UI_ToChooseThe,请先选择1个奖励
1911,STR_UI_ToChooseTheError,不能选择不符当前抽取轮数的奖励
1912,STR_UI_numberIsUnlock,%d层解锁
1913,STR_UI_activeAward,活跃奖励
1914,STR_UI_onhookAward,挂机奖励
1915,STR_UI_SpringFestivalActivitiesHint_1,春节活动期间，每日任务活跃度宝箱中，增加春节活动道具-鞭炮，是否前往日常任务
1916,STR_UI_SpringFestivalActivitiesHint_2,春节活动期间，在冒险挂机中可额外获得春节活动道具-鞭炮，是否前往冒险领取挂机奖励
1917,STR_UI_SpringFestivalActivitiesHint_3,快速挂机不会获得活动道具
1918,STR_UI_TheActivityNotOpenYet,活动暂未开启
1919,STR_UI_TimeLaterOpen,%s后开启
1920,STR_UI_ActivityRestricted,活动限购
1921,STR_UIJt_riZhi_masterIsLeave,活动怪物已离开
1922,STR_UIJt_riZhi_isAttack,正在攻打
1923,STR_UIJt_riZhi_attackMasterAndGet,活动怪物，幸运获得：
1924,STR_UI_NotTheActivationHeroList,没有可激活的英雄
1925,STR_UI_Resetthesuccess,重置成功
1926,STR_UI_ByTheFailure,失去指定好友佣兵英雄，羁绊失效
1927,STR_UI_JumpFightValue,战力碾压
1928,STR_UI_FightFor,对
1929,STR_UI_curFightDataError,本次战斗数据异常，请确认正常游戏环境后重试，code：%d
1930,STR_UI_curFightDataErrorReset,重试
1931,STR_UI_buyHintForver,直购%s即可激活
