orz,id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,qualification7_id1,qualification7_num1,qualification7_id2,qualification7_num2,qualification8_id1,qualification8_num1,qualification8_id2,qualification8_num2,qualification9_id1,qualification9_num1,qualification9_id2,qualification9_num2,qualification10_id1,qualification10_num1,qualification10_id2,qualification10_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,qualification7_type1,qualification7_value1,qualification7_type2,qualification7_value2,qualification7_type3,qualification7_value3,qualification8_type1,qualification8_value1,qualification8_type2,qualification8_value2,qualification8_type3,qualification8_value3,qualification9_type1,qualification9_value1,qualification9_type2,qualification9_value2,qualification9_type3,qualification9_value3,qualification10_type1,qualification10_value1,qualification10_type2,qualification10_value2,qualification10_type3,qualification10_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,qualification7,qualification8,qualification9,qualification10,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,qualification_icon7,qualification_icon8,qualification_icon9,qualification_icon10,starlv_icon
619,4007,4,3,1,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,30101000,0,12400701,2,0,0,29,530,0,0,99,115344,10,460,0,0,99,115344,29,530,0,0,99,115344,10,460,0,0,99,115344,29,530,0,0,99,115344,10,460,0,0,99,115344,10,460,0,0,99,115344,10,460,0,0,99,115344,10,460,0,0,99,115344,0,0,0,0,0,0,6,30010,30,1070,99,461376,400700,400701,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
620,4007,5,3,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,30101000,0,12400701,2,0,0,29,940,0,0,99,205056,10,820,0,0,99,205056,29,940,0,0,99,205056,10,820,0,0,99,205056,29,940,0,0,99,205056,10,820,0,0,99,205056,10,820,0,0,99,205056,10,820,0,0,99,205056,10,820,0,0,99,205056,0,0,0,0,0,0,6,53340,30,1900,99,820224,400700,400701,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
621,4007,6,3,3,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,12400701,2,91000001,0,30101000,0,12400701,2,0,0,29,1510,0,0,99,328089,10,1310,0,0,99,328089,29,1510,0,0,99,328089,10,1310,0,0,99,328089,29,1510,0,0,99,328089,10,1310,0,0,99,328089,10,1310,0,0,99,328089,10,1310,0,0,99,328089,10,1310,0,0,99,328089,0,0,0,0,0,0,6,85350,30,3030,99,1312358,400700,400701,0,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
622,4007,7,4,1,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,30101000,0,12400701,4,0,0,29,2360,0,0,99,512640,10,2050,0,0,99,512640,29,2360,0,0,99,512640,10,2050,0,0,99,512640,29,2360,0,0,99,512640,10,2050,0,0,99,512640,10,2050,0,0,99,512640,10,2050,0,0,99,512640,10,2050,0,0,99,512640,0,0,0,0,0,0,6,133360,30,4740,99,2050560,400700,400701,400702,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
623,4007,8,4,2,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,30101000,0,12400701,4,0,0,29,3770,0,0,99,820224,10,3290,0,0,99,820224,29,3770,0,0,99,820224,10,3290,0,0,99,820224,29,3770,0,0,99,820224,10,3290,0,0,99,820224,10,3290,0,0,99,820224,10,3290,0,0,99,820224,10,3290,0,0,99,820224,0,0,0,0,0,0,6,213370,30,7580,99,3280896,400700,400701,400702,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
624,4007,9,4,3,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,12400701,4,91000001,0,30101000,0,12400701,4,0,0,29,5650,0,0,99,1230336,10,4930,0,0,99,1230336,29,5650,0,0,99,1230336,10,4930,0,0,99,1230336,29,5650,0,0,99,1230336,10,4930,0,0,99,1230336,10,4930,0,0,99,1230336,10,4930,0,0,99,1230336,10,4930,0,0,99,1230336,0,0,0,0,0,0,6,320060,30,11370,99,4921344,400700,400701,400702,0,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
625,4007,10,5,1,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,30101000,0,12400701,5,0,0,29,8130,0,0,99,1768608,10,7090,0,0,99,1768608,29,8130,0,0,99,1768608,10,7090,0,0,99,1768608,29,8130,0,0,99,1768608,10,7090,0,0,99,1768608,10,7090,0,0,99,1768608,10,7090,0,0,99,1768608,10,7090,0,0,99,1768608,0,0,0,0,0,0,6,460080,30,16350,99,7074432,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
626,4007,11,5,2,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,30101000,0,12400701,5,0,0,29,10840,0,0,99,2358144,10,9450,0,0,99,2358144,29,10840,0,0,99,2358144,10,9450,0,0,99,2358144,29,10840,0,0,99,2358144,10,9450,0,0,99,2358144,10,9450,0,0,99,2358144,10,9450,0,0,99,2358144,10,9450,0,0,99,2358144,0,0,0,0,0,0,6,613440,30,21800,99,9432576,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
627,4007,12,5,3,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,12400701,5,91000001,0,30101000,0,12400701,5,0,0,29,13660,0,0,99,2973312,10,11910,0,0,99,2973312,29,13660,0,0,99,2973312,10,11910,0,0,99,2973312,29,13660,0,0,99,2973312,10,11910,0,0,99,2973312,10,11910,0,0,99,2973312,10,11910,0,0,99,2973312,10,11910,0,0,99,2973312,0,0,0,0,0,0,6,773470,30,27480,99,11893248,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
628,4007,13,6,1,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,30101000,0,12400701,6,0,0,29,16730,0,0,99,3639744,10,14580,0,0,99,3639744,29,16730,0,0,99,3639744,10,14580,0,0,99,3639744,29,16730,0,0,99,3639744,10,14580,0,0,99,3639744,10,14580,0,0,99,3639744,10,14580,0,0,99,3639744,10,14580,0,0,99,3639744,0,0,0,0,0,0,6,946830,30,33640,99,14558976,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
629,4007,14,6,2,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,30101000,0,12400701,6,0,0,29,20020,0,0,99,4357440,10,17460,0,0,99,4357440,29,20020,0,0,99,4357440,10,17460,0,0,99,4357440,29,20020,0,0,99,4357440,10,17460,0,0,99,4357440,10,17460,0,0,99,4357440,10,17460,0,0,99,4357440,10,17460,0,0,99,4357440,0,0,0,0,0,0,6,1133530,30,40280,99,17429760,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
630,4007,15,6,3,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,12400701,6,91000001,0,30101000,0,12400701,6,0,0,29,23560,0,0,99,5126400,10,20540,0,0,99,5126400,29,23560,0,0,99,5126400,10,20540,0,0,99,5126400,29,23560,0,0,99,5126400,10,20540,0,0,99,5126400,10,20540,0,0,99,5126400,10,20540,0,0,99,5126400,10,20540,0,0,99,5126400,0,0,0,0,0,0,6,1333570,30,47390,99,20505600,400700,400701,400702,400703,0,0,0,1001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_shengxing_05,icon_hero_yxwd_zizhi_07
631,4008,1,2,1,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,12400801,0,91000001,0,30101000,0,12400801,0,0,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,29,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,10,0,0,0,99,0,0,0,0,0,0,0,6,0,30,0,99,0,400800,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,0,0,0,0,0,0,0,0,0,0,icon_hero_yxwd_zizhi_07
632,4008,2,2,2,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,30101000,0,12400801,1,0,0,29,60,0,0,99,6075,10,20,0,0,99,6075,29,60,0,0,99,6075,10,20,0,0,99,6075,29,60,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,10,20,0,0,99,6075,0,0,0,0,0,0,6,1110,30,30,99,24302,400800,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
633,4008,3,2,3,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,12400801,1,91000001,0,30101000,0,12400801,1,0,0,29,160,0,0,99,16708,10,40,0,0,99,16708,29,160,0,0,99,16708,10,40,0,0,99,16708,29,160,0,0,99,16708,10,40,0,0,99,16708,10,40,0,0,99,16708,10,40,0,0,99,16708,10,40,0,0,99,16708,0,0,0,0,0,0,6,3040,30,80,99,66833,400800,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_shengxing_01,icon_hero_yxwd_zizhi_07
634,4008,4,3,1,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,30101000,0,12400801,2,0,0,29,320,0,0,99,34175,10,90,0,0,99,34175,29,320,0,0,99,34175,10,90,0,0,99,34175,29,320,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,10,90,0,0,99,34175,0,0,0,0,0,0,6,6220,30,160,99,136704,400800,400801,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
635,4008,5,3,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,30101000,0,12400801,2,0,0,29,560,0,0,99,60757,10,150,0,0,99,60757,29,560,0,0,99,60757,10,150,0,0,99,60757,29,560,0,0,99,60757,10,150,0,0,99,60757,10,150,0,0,99,60757,10,150,0,0,99,60757,10,150,0,0,99,60757,0,0,0,0,0,0,6,11060,30,280,99,243029,400800,400801,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
636,4008,6,3,3,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,12400801,2,91000001,0,30101000,0,12400801,2,0,0,29,900,0,0,99,97211,10,240,0,0,99,97211,29,900,0,0,99,97211,10,240,0,0,99,97211,29,900,0,0,99,97211,10,240,0,0,99,97211,10,240,0,0,99,97211,10,240,0,0,99,97211,10,240,0,0,99,97211,0,0,0,0,0,0,6,17700,30,450,99,388846,400800,400801,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_shengxing_02,icon_hero_yxwd_zizhi_07
637,4008,7,4,1,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,30101000,0,12400801,4,0,0,29,1410,0,0,99,151893,10,380,0,0,99,151893,29,1410,0,0,99,151893,10,380,0,0,99,151893,29,1410,0,0,99,151893,10,380,0,0,99,151893,10,380,0,0,99,151893,10,380,0,0,99,151893,10,380,0,0,99,151893,0,0,0,0,0,0,6,27660,30,700,99,607573,400800,400801,400802,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
638,4008,8,4,2,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,30101000,0,12400801,4,0,0,29,2260,0,0,99,243029,10,610,0,0,99,243029,29,2260,0,0,99,243029,10,610,0,0,99,243029,29,2260,0,0,99,243029,10,610,0,0,99,243029,10,610,0,0,99,243029,10,610,0,0,99,243029,10,610,0,0,99,243029,0,0,0,0,0,0,6,44260,30,1130,99,972117,400800,400801,400802,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
639,4008,9,4,3,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,12400801,4,91000001,0,30101000,0,12400801,4,0,0,29,3380,0,0,99,364543,10,920,0,0,99,364543,29,3380,0,0,99,364543,10,920,0,0,99,364543,29,3380,0,0,99,364543,10,920,0,0,99,364543,10,920,0,0,99,364543,10,920,0,0,99,364543,10,920,0,0,99,364543,0,0,0,0,0,0,6,66390,30,1690,99,1458176,400800,400801,400802,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_shengxing_03,icon_hero_yxwd_zizhi_07
640,4008,10,5,1,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,30101000,0,12400801,5,0,0,29,4860,0,0,99,524031,10,1320,0,0,99,524031,29,4860,0,0,99,524031,10,1320,0,0,99,524031,29,4860,0,0,99,524031,10,1320,0,0,99,524031,10,1320,0,0,99,524031,10,1320,0,0,99,524031,10,1320,0,0,99,524031,0,0,0,0,0,0,6,95430,30,2430,99,2096128,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
641,4008,11,5,2,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,30101000,0,12400801,5,0,0,29,6480,0,0,99,698709,10,1760,0,0,99,698709,29,6480,0,0,99,698709,10,1760,0,0,99,698709,29,6480,0,0,99,698709,10,1760,0,0,99,698709,10,1760,0,0,99,698709,10,1760,0,0,99,698709,10,1760,0,0,99,698709,0,0,0,0,0,0,6,127240,30,3240,99,2794837,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
642,4008,12,5,3,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,12400801,5,91000001,0,30101000,0,12400801,5,0,0,29,8180,0,0,99,880981,10,2220,0,0,99,880981,29,8180,0,0,99,880981,10,2220,0,0,99,880981,29,8180,0,0,99,880981,10,2220,0,0,99,880981,10,2220,0,0,99,880981,10,2220,0,0,99,880981,10,2220,0,0,99,880981,0,0,0,0,0,0,6,160430,30,4090,99,3523925,400800,400801,400802,400803,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,资质：智力,资质：精神,资质：体力,资质：幸运,升星,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_shengxing_04,icon_hero_yxwd_zizhi_07
