base_id,treasurea_id,name,quality,stage_lv_show,stage_lv,cost_item1,cost_num1,cost_item2,cost_num2,attribute_type1,attribute1,attribute_type2,attribute2,attribute_type3,attribute3,attribute_type4,attribute4,extra_attributes_type1,extra_attribute_addvalue1,extra_attributes_type2,extra_attribute_addvalue2,announcement,icon,maxlevel
564,500503,法典部件Ⅲ+17,6,17,17,79500503,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500503,20
565,500503,法典部件Ⅲ+18,6,18,18,79500503,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500503,20
566,500503,法典部件Ⅲ+19,6,19,19,79500503,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500503,20
567,500503,法典部件Ⅲ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500503,20
568,500504,法典部件Ⅳ,6,0,0,79500504,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500504,20
569,500504,法典部件Ⅳ+1,6,1,1,79500504,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500504,20
570,500504,法典部件Ⅳ+2,6,2,2,79500504,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500504,20
571,500504,法典部件Ⅳ+3,6,3,3,79500504,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500504,20
572,500504,法典部件Ⅳ+4,6,4,4,79500504,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500504,20
573,500504,法典部件Ⅳ+5,6,5,5,79500504,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500504,20
574,500504,法典部件Ⅳ+6,6,6,6,79500504,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500504,20
575,500504,法典部件Ⅳ+7,6,7,7,79500504,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500504,20
576,500504,法典部件Ⅳ+8,6,8,8,79500504,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500504,20
577,500504,法典部件Ⅳ+9,6,9,9,79500504,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500504,20
578,500504,法典部件Ⅳ+10,6,10,10,79500504,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500504,20
579,500504,法典部件Ⅳ+11,6,11,11,79500504,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500504,20
580,500504,法典部件Ⅳ+12,6,12,12,79500504,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500504,20
581,500504,法典部件Ⅳ+13,6,13,13,79500504,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500504,20
582,500504,法典部件Ⅳ+14,6,14,14,79500504,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500504,20
583,500504,法典部件Ⅳ+15,6,15,15,79500504,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500504,20
584,500504,法典部件Ⅳ+16,6,16,16,79500504,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500504,20
585,500504,法典部件Ⅳ+17,6,17,17,79500504,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500504,20
586,500504,法典部件Ⅳ+18,6,18,18,79500504,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500504,20
587,500504,法典部件Ⅳ+19,6,19,19,79500504,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500504,20
588,500504,法典部件Ⅳ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500504,20
589,500505,法典部件Ⅴ,6,0,0,79500505,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500505,20
590,500505,法典部件Ⅴ+1,6,1,1,79500505,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500505,20
591,500505,法典部件Ⅴ+2,6,2,2,79500505,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500505,20
592,500505,法典部件Ⅴ+3,6,3,3,79500505,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500505,20
593,500505,法典部件Ⅴ+4,6,4,4,79500505,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500505,20
594,500505,法典部件Ⅴ+5,6,5,5,79500505,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500505,20
595,500505,法典部件Ⅴ+6,6,6,6,79500505,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500505,20
596,500505,法典部件Ⅴ+7,6,7,7,79500505,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500505,20
597,500505,法典部件Ⅴ+8,6,8,8,79500505,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500505,20
598,500505,法典部件Ⅴ+9,6,9,9,79500505,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500505,20
599,500505,法典部件Ⅴ+10,6,10,10,79500505,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500505,20
600,500505,法典部件Ⅴ+11,6,11,11,79500505,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500505,20
601,500505,法典部件Ⅴ+12,6,12,12,79500505,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500505,20
602,500505,法典部件Ⅴ+13,6,13,13,79500505,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500505,20
603,500505,法典部件Ⅴ+14,6,14,14,79500505,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500505,20
604,500505,法典部件Ⅴ+15,6,15,15,79500505,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500505,20
605,500505,法典部件Ⅴ+16,6,16,16,79500505,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500505,20
606,500505,法典部件Ⅴ+17,6,17,17,79500505,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500505,20
607,500505,法典部件Ⅴ+18,6,18,18,79500505,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500505,20
608,500505,法典部件Ⅴ+19,6,19,19,79500505,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500505,20
609,500505,法典部件Ⅴ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500505,20
610,500506,法典部件Ⅵ,6,0,0,79500506,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500506,20
611,500506,法典部件Ⅵ+1,6,1,1,79500506,4,80000011,3,2,80,0,0,0,0,99,24000,0,0,0,0,0,elogo79500506,20
612,500506,法典部件Ⅵ+2,6,2,2,79500506,5,80000011,4,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500506,20
613,500506,法典部件Ⅵ+3,6,3,3,79500506,7,80000011,5,2,160,0,0,0,0,99,48000,2,80,99,24000,0,elogo79500506,20
614,500506,法典部件Ⅵ+4,6,4,4,79500506,9,80000011,7,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500506,20
615,500506,法典部件Ⅵ+5,6,5,5,79500506,12,80000011,9,2,240,0,0,0,0,99,72000,0,0,0,0,0,elogo79500506,20
616,500506,法典部件Ⅵ+6,6,6,6,79500506,15,80000011,12,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500506,20
617,500506,法典部件Ⅵ+7,6,7,7,79500506,20,80000011,15,2,320,0,0,0,0,99,96000,0,0,0,0,0,elogo79500506,20
618,500506,法典部件Ⅵ+8,6,8,8,79500506,26,80000011,19,2,400,0,0,0,0,99,120000,0,0,0,0,0,elogo79500506,20
619,500506,法典部件Ⅵ+9,6,9,9,79500506,34,80000011,25,2,560,0,0,0,0,99,168000,0,0,0,0,0,elogo79500506,20
620,500506,法典部件Ⅵ+10,6,10,10,79500506,44,80000011,33,2,720,0,0,0,0,99,216000,0,0,0,0,0,elogo79500506,20
621,500506,法典部件Ⅵ+11,6,11,11,79500506,57,80000011,43,2,936,0,0,0,0,99,280800,2,560,99,168000,0,elogo79500506,20
622,500506,法典部件Ⅵ+12,6,12,12,79500506,74,80000011,56,2,1356,0,0,0,0,99,406800,0,0,0,0,0,elogo79500506,20
623,500506,法典部件Ⅵ+13,6,13,13,79500506,96,80000011,72,2,1948,0,0,0,0,99,584400,0,0,0,0,0,elogo79500506,20
624,500506,法典部件Ⅵ+14,6,14,14,79500506,125,80000011,94,2,2776,0,0,0,0,99,832800,0,0,0,0,0,elogo79500506,20
625,500506,法典部件Ⅵ+15,6,15,15,79500506,163,80000011,122,2,3920,0,0,0,0,99,1176000,0,0,0,0,1,elogo79500506,20
626,500506,法典部件Ⅵ+16,6,16,16,79500506,212,80000011,159,2,5496,0,0,0,0,99,1648800,0,0,0,0,1,elogo79500506,20
627,500506,法典部件Ⅵ+17,6,17,17,79500506,275,80000011,206,2,7652,0,0,0,0,99,2295600,0,0,0,0,1,elogo79500506,20
628,500506,法典部件Ⅵ+18,6,18,18,79500506,357,80000011,268,2,10592,0,0,0,0,99,3177600,0,0,0,0,1,elogo79500506,20
629,500506,法典部件Ⅵ+19,6,19,19,79500506,465,80000011,349,2,14588,0,0,0,0,99,4376400,0,0,0,0,1,elogo79500506,20
630,500506,法典部件Ⅵ+20,6,20,20,0,0,0,0,2,20000,0,0,0,0,99,6000000,2,12000,99,3600000,1,elogo79500506,20
631,500601,权杖部件Ⅰ,6,0,0,79500601,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500601,20
632,500601,权杖部件Ⅰ+1,6,1,1,79500601,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500601,20
633,500601,权杖部件Ⅰ+2,6,2,2,79500601,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500601,20
634,500601,权杖部件Ⅰ+3,6,3,3,79500601,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500601,20
635,500601,权杖部件Ⅰ+4,6,4,4,79500601,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500601,20
636,500601,权杖部件Ⅰ+5,6,5,5,79500601,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500601,20
637,500601,权杖部件Ⅰ+6,6,6,6,79500601,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500601,20
638,500601,权杖部件Ⅰ+7,6,7,7,79500601,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500601,20
639,500601,权杖部件Ⅰ+8,6,8,8,79500601,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500601,20
640,500601,权杖部件Ⅰ+9,6,9,9,79500601,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500601,20
641,500601,权杖部件Ⅰ+10,6,10,10,79500601,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500601,20
642,500601,权杖部件Ⅰ+11,6,11,11,79500601,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500601,20
643,500601,权杖部件Ⅰ+12,6,12,12,79500601,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500601,20
644,500601,权杖部件Ⅰ+13,6,13,13,79500601,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500601,20
645,500601,权杖部件Ⅰ+14,6,14,14,79500601,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500601,20
646,500601,权杖部件Ⅰ+15,6,15,15,79500601,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500601,20
647,500601,权杖部件Ⅰ+16,6,16,16,79500601,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500601,20
648,500601,权杖部件Ⅰ+17,6,17,17,79500601,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500601,20
649,500601,权杖部件Ⅰ+18,6,18,18,79500601,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500601,20
650,500601,权杖部件Ⅰ+19,6,19,19,79500601,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500601,20
651,500601,权杖部件Ⅰ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500601,20
652,500602,权杖部件Ⅱ,6,0,0,79500602,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500602,20
653,500602,权杖部件Ⅱ+1,6,1,1,79500602,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500602,20
654,500602,权杖部件Ⅱ+2,6,2,2,79500602,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500602,20
655,500602,权杖部件Ⅱ+3,6,3,3,79500602,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500602,20
656,500602,权杖部件Ⅱ+4,6,4,4,79500602,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500602,20
657,500602,权杖部件Ⅱ+5,6,5,5,79500602,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500602,20
658,500602,权杖部件Ⅱ+6,6,6,6,79500602,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500602,20
659,500602,权杖部件Ⅱ+7,6,7,7,79500602,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500602,20
660,500602,权杖部件Ⅱ+8,6,8,8,79500602,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500602,20
661,500602,权杖部件Ⅱ+9,6,9,9,79500602,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500602,20
662,500602,权杖部件Ⅱ+10,6,10,10,79500602,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500602,20
663,500602,权杖部件Ⅱ+11,6,11,11,79500602,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500602,20
664,500602,权杖部件Ⅱ+12,6,12,12,79500602,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500602,20
665,500602,权杖部件Ⅱ+13,6,13,13,79500602,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500602,20
666,500602,权杖部件Ⅱ+14,6,14,14,79500602,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500602,20
667,500602,权杖部件Ⅱ+15,6,15,15,79500602,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500602,20
668,500602,权杖部件Ⅱ+16,6,16,16,79500602,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500602,20
669,500602,权杖部件Ⅱ+17,6,17,17,79500602,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500602,20
670,500602,权杖部件Ⅱ+18,6,18,18,79500602,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500602,20
671,500602,权杖部件Ⅱ+19,6,19,19,79500602,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500602,20
672,500602,权杖部件Ⅱ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500602,20
673,500603,权杖部件Ⅲ,6,0,0,79500603,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500603,20
674,500603,权杖部件Ⅲ+1,6,1,1,79500603,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500603,20
675,500603,权杖部件Ⅲ+2,6,2,2,79500603,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500603,20
676,500603,权杖部件Ⅲ+3,6,3,3,79500603,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500603,20
677,500603,权杖部件Ⅲ+4,6,4,4,79500603,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500603,20
678,500603,权杖部件Ⅲ+5,6,5,5,79500603,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500603,20
679,500603,权杖部件Ⅲ+6,6,6,6,79500603,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500603,20
680,500603,权杖部件Ⅲ+7,6,7,7,79500603,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500603,20
681,500603,权杖部件Ⅲ+8,6,8,8,79500603,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500603,20
682,500603,权杖部件Ⅲ+9,6,9,9,79500603,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500603,20
683,500603,权杖部件Ⅲ+10,6,10,10,79500603,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500603,20
684,500603,权杖部件Ⅲ+11,6,11,11,79500603,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500603,20
685,500603,权杖部件Ⅲ+12,6,12,12,79500603,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500603,20
686,500603,权杖部件Ⅲ+13,6,13,13,79500603,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500603,20
687,500603,权杖部件Ⅲ+14,6,14,14,79500603,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500603,20
688,500603,权杖部件Ⅲ+15,6,15,15,79500603,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500603,20
689,500603,权杖部件Ⅲ+16,6,16,16,79500603,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500603,20
690,500603,权杖部件Ⅲ+17,6,17,17,79500603,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500603,20
691,500603,权杖部件Ⅲ+18,6,18,18,79500603,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500603,20
692,500603,权杖部件Ⅲ+19,6,19,19,79500603,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500603,20
693,500603,权杖部件Ⅲ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500603,20
694,500604,权杖部件Ⅳ,6,0,0,79500604,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500604,20
695,500604,权杖部件Ⅳ+1,6,1,1,79500604,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500604,20
696,500604,权杖部件Ⅳ+2,6,2,2,79500604,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500604,20
697,500604,权杖部件Ⅳ+3,6,3,3,79500604,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500604,20
698,500604,权杖部件Ⅳ+4,6,4,4,79500604,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500604,20
699,500604,权杖部件Ⅳ+5,6,5,5,79500604,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500604,20
700,500604,权杖部件Ⅳ+6,6,6,6,79500604,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500604,20
701,500604,权杖部件Ⅳ+7,6,7,7,79500604,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500604,20
702,500604,权杖部件Ⅳ+8,6,8,8,79500604,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500604,20
703,500604,权杖部件Ⅳ+9,6,9,9,79500604,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500604,20
704,500604,权杖部件Ⅳ+10,6,10,10,79500604,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500604,20
705,500604,权杖部件Ⅳ+11,6,11,11,79500604,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500604,20
706,500604,权杖部件Ⅳ+12,6,12,12,79500604,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500604,20
707,500604,权杖部件Ⅳ+13,6,13,13,79500604,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500604,20
708,500604,权杖部件Ⅳ+14,6,14,14,79500604,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500604,20
709,500604,权杖部件Ⅳ+15,6,15,15,79500604,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500604,20
710,500604,权杖部件Ⅳ+16,6,16,16,79500604,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500604,20
711,500604,权杖部件Ⅳ+17,6,17,17,79500604,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500604,20
712,500604,权杖部件Ⅳ+18,6,18,18,79500604,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500604,20
713,500604,权杖部件Ⅳ+19,6,19,19,79500604,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500604,20
714,500604,权杖部件Ⅳ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500604,20
715,500605,权杖部件Ⅴ,6,0,0,79500605,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500605,20
716,500605,权杖部件Ⅴ+1,6,1,1,79500605,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500605,20
717,500605,权杖部件Ⅴ+2,6,2,2,79500605,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500605,20
718,500605,权杖部件Ⅴ+3,6,3,3,79500605,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500605,20
719,500605,权杖部件Ⅴ+4,6,4,4,79500605,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500605,20
720,500605,权杖部件Ⅴ+5,6,5,5,79500605,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500605,20
721,500605,权杖部件Ⅴ+6,6,6,6,79500605,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500605,20
722,500605,权杖部件Ⅴ+7,6,7,7,79500605,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500605,20
723,500605,权杖部件Ⅴ+8,6,8,8,79500605,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500605,20
724,500605,权杖部件Ⅴ+9,6,9,9,79500605,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500605,20
725,500605,权杖部件Ⅴ+10,6,10,10,79500605,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500605,20
726,500605,权杖部件Ⅴ+11,6,11,11,79500605,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500605,20
727,500605,权杖部件Ⅴ+12,6,12,12,79500605,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500605,20
728,500605,权杖部件Ⅴ+13,6,13,13,79500605,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500605,20
729,500605,权杖部件Ⅴ+14,6,14,14,79500605,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500605,20
730,500605,权杖部件Ⅴ+15,6,15,15,79500605,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500605,20
731,500605,权杖部件Ⅴ+16,6,16,16,79500605,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500605,20
732,500605,权杖部件Ⅴ+17,6,17,17,79500605,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500605,20
733,500605,权杖部件Ⅴ+18,6,18,18,79500605,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500605,20
734,500605,权杖部件Ⅴ+19,6,19,19,79500605,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500605,20
735,500605,权杖部件Ⅴ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500605,20
736,500606,权杖部件Ⅵ,6,0,0,79500606,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500606,20
737,500606,权杖部件Ⅵ+1,6,1,1,79500606,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500606,20
738,500606,权杖部件Ⅵ+2,6,2,2,79500606,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500606,20
739,500606,权杖部件Ⅵ+3,6,3,3,79500606,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500606,20
740,500606,权杖部件Ⅵ+4,6,4,4,79500606,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500606,20
741,500606,权杖部件Ⅵ+5,6,5,5,79500606,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500606,20
742,500606,权杖部件Ⅵ+6,6,6,6,79500606,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500606,20
743,500606,权杖部件Ⅵ+7,6,7,7,79500606,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500606,20
744,500606,权杖部件Ⅵ+8,6,8,8,79500606,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500606,20
745,500606,权杖部件Ⅵ+9,6,9,9,79500606,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500606,20
746,500606,权杖部件Ⅵ+10,6,10,10,79500606,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500606,20
747,500606,权杖部件Ⅵ+11,6,11,11,79500606,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500606,20
748,500606,权杖部件Ⅵ+12,6,12,12,79500606,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500606,20
749,500606,权杖部件Ⅵ+13,6,13,13,79500606,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500606,20
750,500606,权杖部件Ⅵ+14,6,14,14,79500606,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500606,20
751,500606,权杖部件Ⅵ+15,6,15,15,79500606,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500606,20
752,500606,权杖部件Ⅵ+16,6,16,16,79500606,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500606,20
