order,id,lv,star,base_value1,base_value2,base_value3,base_value4,base_value5,strengthenneed,strengthennum,replace,skillid,back_item1,back_num1,back_item2,back_num2,back_item3,back_num3
1538,105007,38,9,2131,3058,3058,550,2280000,40000005,360,30020008,92500704,40000003,600,40000004,720,40000005,2610
1539,105007,39,9,2187,3139,3139,550,2340000,40000005,540,30020008,92500704,40000003,600,40000004,720,40000005,3150
1540,105007,40,9,2243,3219,3219,550,2400000,40000005,900,30020008,92500704,40000003,600,40000004,720,40000005,4050
1541,106001,1,4,102,114,43,0,60000,40000003,30,0,92600101,40000003,30,40000004,0,40000006,0
1542,106001,2,4,204,229,87,0,120000,40000003,30,0,92600101,40000003,60,40000004,0,40000006,0
1543,106001,3,4,307,343,131,0,180000,40000003,30,0,92600101,40000003,90,40000004,0,40000006,0
1544,106001,4,4,409,458,175,0,240000,40000003,30,0,92600101,40000003,120,40000004,0,40000006,0
1545,106001,5,5,512,573,219,0,300000,40000003,45,0,92600101,40000003,165,40000004,0,40000006,0
1546,106001,6,5,614,687,263,0,360000,40000003,60,0,92600101,40000003,225,40000004,0,40000006,0
1547,106001,7,5,717,802,307,0,420000,40000003,60,0,92600101,40000003,285,40000004,0,40000006,0
1548,106001,8,5,819,917,351,0,480000,40000003,75,0,92600101,40000003,360,40000004,0,40000006,0
1549,106001,9,5,921,1031,395,0,540000,40000003,90,0,92600101,40000003,450,40000004,0,40000006,0
1550,106001,10,6,1024,1146,439,0,600000,40000003,150,0,92600102,40000003,600,40000004,0,40000006,0
1551,106001,11,6,1126,1260,482,0,660000,40000004,30,0,92600102,40000003,600,40000004,30,40000006,0
1552,106001,12,6,1229,1375,526,0,720000,40000004,30,0,92600102,40000003,600,40000004,60,40000006,0
1553,106001,13,6,1331,1490,570,0,780000,40000004,45,0,92600102,40000003,600,40000004,105,40000006,0
1554,106001,14,6,1434,1604,614,0,840000,40000004,45,0,92600102,40000003,600,40000004,150,40000006,0
1555,106001,15,7,1536,1719,658,20,900000,40000004,60,0,92600102,40000003,600,40000004,210,40000006,0
1556,106001,16,7,1639,1834,702,20,960000,40000004,75,0,92600102,40000003,600,40000004,285,40000006,0
1557,106001,17,7,1741,1948,746,20,1020000,40000004,75,0,92600102,40000003,600,40000004,360,40000006,0
1558,106001,18,7,1843,2063,790,20,1080000,40000004,90,0,92600102,40000003,600,40000004,450,40000006,0
1559,106001,19,7,1946,2178,834,20,1140000,40000004,120,0,92600102,40000003,600,40000004,570,40000006,0
1560,106001,20,8,2048,2292,878,20,1200000,40000004,150,0,92600103,40000003,600,40000004,720,40000006,0
1561,106001,21,8,2151,2407,921,20,1260000,40000006,30,30020008,92600103,40000003,600,40000004,720,40000006,30
1562,106001,22,8,2253,2521,965,20,1320000,40000006,60,30020008,92600103,40000003,600,40000004,720,40000006,90
1563,106001,23,8,2356,2636,1009,20,1380000,40000006,60,30020008,92600103,40000003,600,40000004,720,40000006,150
1564,106001,24,8,2458,2751,1053,20,1440000,40000006,60,30020008,92600103,40000003,600,40000004,720,40000006,210
1565,106001,25,9,2560,2865,1097,40,1500000,40000006,90,30020008,92600103,40000003,600,40000004,720,40000006,300
1566,106001,26,9,2663,2980,1141,40,1560000,40000006,90,30020008,92600103,40000003,600,40000004,720,40000006,390
1567,106001,27,9,2765,3095,1185,40,1620000,40000006,120,30020008,92600103,40000003,600,40000004,720,40000006,510
1568,106001,28,9,2868,3209,1229,40,1680000,40000006,120,30020008,92600103,40000003,600,40000004,720,40000006,630
1569,106001,29,9,2970,3324,1273,40,1740000,40000006,120,30020008,92600103,40000003,600,40000004,720,40000006,750
1570,106001,30,9,3073,3439,1317,40,1800000,40000006,150,30020008,92600104,40000003,600,40000004,720,40000006,900
1571,106001,31,9,3175,3553,1360,40,1860000,40000006,150,30020008,92600104,40000003,600,40000004,720,40000006,1050
1572,106001,32,9,3278,3668,1404,40,1920000,40000006,150,30020008,92600104,40000003,600,40000004,720,40000006,1200
1573,106001,33,9,3380,3782,1448,40,1980000,40000006,150,30020008,92600104,40000003,600,40000004,720,40000006,1350
1574,106001,34,9,3482,3897,1492,40,2040000,40000006,180,30020008,92600104,40000003,600,40000004,720,40000006,1530
1575,106001,35,9,3585,4012,1536,60,2100000,40000006,210,30020008,92600104,40000003,600,40000004,720,40000006,1740
1576,106001,36,9,3687,4126,1580,60,2160000,40000006,240,30020008,92600104,40000003,600,40000004,720,40000006,1980
1577,106001,37,9,3790,4241,1624,60,2220000,40000006,270,30020008,92600104,40000003,600,40000004,720,40000006,2250
1578,106001,38,9,3892,4356,1668,60,2280000,40000006,360,30020008,92600104,40000003,600,40000004,720,40000006,2610
1579,106001,39,9,3995,4470,1712,60,2340000,40000006,540,30020008,92600104,40000003,600,40000004,720,40000006,3150
1580,106001,40,9,4097,4585,1756,60,2400000,40000006,900,30020008,92600104,40000003,600,40000004,720,40000006,4050
1581,106002,1,4,56,124,56,0,60000,40000003,30,0,92600201,40000003,30,40000004,0,40000006,0
1582,106002,2,4,112,248,112,0,120000,40000003,30,0,92600201,40000003,60,40000004,0,40000006,0
1583,106002,3,4,168,373,168,0,180000,40000003,30,0,92600201,40000003,90,40000004,0,40000006,0
1584,106002,4,4,224,497,224,0,240000,40000003,30,0,92600201,40000003,120,40000004,0,40000006,0
1585,106002,5,5,280,621,280,0,300000,40000003,45,0,92600201,40000003,165,40000004,0,40000006,0
1586,106002,6,5,336,746,336,0,360000,40000003,60,0,92600201,40000003,225,40000004,0,40000006,0
1587,106002,7,5,392,870,392,0,420000,40000003,60,0,92600201,40000003,285,40000004,0,40000006,0
1588,106002,8,5,448,995,448,0,480000,40000003,75,0,92600201,40000003,360,40000004,0,40000006,0
1589,106002,9,5,504,1119,504,0,540000,40000003,90,0,92600201,40000003,450,40000004,0,40000006,0
1590,106002,10,6,560,1243,560,0,600000,40000003,150,0,92600202,40000003,600,40000004,0,40000006,0
1591,106002,11,6,617,1368,617,0,660000,40000004,30,0,92600202,40000003,600,40000004,30,40000006,0
1592,106002,12,6,673,1492,673,0,720000,40000004,30,0,92600202,40000003,600,40000004,60,40000006,0
1593,106002,13,6,729,1617,729,0,780000,40000004,45,0,92600202,40000003,600,40000004,105,40000006,0
1594,106002,14,6,785,1741,785,0,840000,40000004,45,0,92600202,40000003,600,40000004,150,40000006,0
1595,106002,15,7,841,1865,841,300,900000,40000004,60,0,92600202,40000003,600,40000004,210,40000006,0
1596,106002,16,7,897,1990,897,300,960000,40000004,75,0,92600202,40000003,600,40000004,285,40000006,0
1597,106002,17,7,953,2114,953,300,1020000,40000004,75,0,92600202,40000003,600,40000004,360,40000006,0
1598,106002,18,7,1009,2239,1009,300,1080000,40000004,90,0,92600202,40000003,600,40000004,450,40000006,0
1599,106002,19,7,1065,2363,1065,300,1140000,40000004,120,0,92600202,40000003,600,40000004,570,40000006,0
1600,106002,20,8,1121,2487,1121,300,1200000,40000004,150,0,92600203,40000003,600,40000004,720,40000006,0
1601,106002,21,8,1178,2612,1178,300,1260000,40000006,30,30020008,92600203,40000003,600,40000004,720,40000006,30
1602,106002,22,8,1234,2736,1234,300,1320000,40000006,60,30020008,92600203,40000003,600,40000004,720,40000006,90
1603,106002,23,8,1290,2860,1290,300,1380000,40000006,60,30020008,92600203,40000003,600,40000004,720,40000006,150
1604,106002,24,8,1346,2985,1346,300,1440000,40000006,60,30020008,92600203,40000003,600,40000004,720,40000006,210
1605,106002,25,9,1402,3109,1402,700,1500000,40000006,90,30020008,92600203,40000003,600,40000004,720,40000006,300
1606,106002,26,9,1458,3234,1458,700,1560000,40000006,90,30020008,92600203,40000003,600,40000004,720,40000006,390
1607,106002,27,9,1514,3358,1514,700,1620000,40000006,120,30020008,92600203,40000003,600,40000004,720,40000006,510
1608,106002,28,9,1570,3482,1570,700,1680000,40000006,120,30020008,92600203,40000003,600,40000004,720,40000006,630
1609,106002,29,9,1626,3607,1626,700,1740000,40000006,120,30020008,92600203,40000003,600,40000004,720,40000006,750
1610,106002,30,9,1682,3731,1682,700,1800000,40000006,150,30020008,92600204,40000003,600,40000004,720,40000006,900
1611,106002,31,9,1739,3856,1739,700,1860000,40000006,150,30020008,92600204,40000003,600,40000004,720,40000006,1050
1612,106002,32,9,1795,3980,1795,700,1920000,40000006,150,30020008,92600204,40000003,600,40000004,720,40000006,1200
1613,106002,33,9,1851,4104,1851,700,1980000,40000006,150,30020008,92600204,40000003,600,40000004,720,40000006,1350
1614,106002,34,9,1907,4229,1907,700,2040000,40000006,180,30020008,92600204,40000003,600,40000004,720,40000006,1530
1615,106002,35,9,1963,4353,1963,1200,2100000,40000006,210,30020008,92600204,40000003,600,40000004,720,40000006,1740
1616,106002,36,9,2019,4478,2019,1200,2160000,40000006,240,30020008,92600204,40000003,600,40000004,720,40000006,1980
1617,106002,37,9,2075,4602,2075,1200,2220000,40000006,270,30020008,92600204,40000003,600,40000004,720,40000006,2250
1618,106002,38,9,2131,4726,2131,1200,2280000,40000006,360,30020008,92600204,40000003,600,40000004,720,40000006,2610
1619,106002,39,9,2187,4851,2187,1200,2340000,40000006,540,30020008,92600204,40000003,600,40000004,720,40000006,3150
1620,106002,40,9,2243,4975,2243,1200,2400000,40000006,900,30020008,92600204,40000003,600,40000004,720,40000006,4050
1621,106003,1,4,80,0,68,0,60000,40000003,30,0,92600301,40000003,30,40000004,0,40000006,0
1622,106003,2,4,160,0,136,0,120000,40000003,30,0,92600301,40000003,60,40000004,0,40000006,0
1623,106003,3,4,241,0,204,0,180000,40000003,30,0,92600301,40000003,90,40000004,0,40000006,0
1624,106003,4,4,321,0,273,0,240000,40000003,30,0,92600301,40000003,120,40000004,0,40000006,0
1625,106003,5,5,402,0,341,0,300000,40000003,45,0,92600301,40000003,165,40000004,0,40000006,0
1626,106003,6,5,482,0,409,0,360000,40000003,60,0,92600301,40000003,225,40000004,0,40000006,0
1627,106003,7,5,563,0,478,0,420000,40000003,60,0,92600301,40000003,285,40000004,0,40000006,0
1628,106003,8,5,643,0,546,0,480000,40000003,75,0,92600301,40000003,360,40000004,0,40000006,0
1629,106003,9,5,724,0,614,0,540000,40000003,90,0,92600301,40000003,450,40000004,0,40000006,0
1630,106003,10,6,804,0,682,0,600000,40000003,150,0,92600302,40000003,600,40000004,0,40000006,0
1631,106003,11,6,885,0,751,0,660000,40000004,30,0,92600302,40000003,600,40000004,30,40000006,0
1632,106003,12,6,965,0,819,0,720000,40000004,30,0,92600302,40000003,600,40000004,60,40000006,0
1633,106003,13,6,1046,0,887,0,780000,40000004,45,0,92600302,40000003,600,40000004,105,40000006,0
1634,106003,14,6,1126,0,956,0,840000,40000004,45,0,92600302,40000003,600,40000004,150,40000006,0
1635,106003,15,7,1207,200,1024,15,900000,40000004,60,0,92600302,40000003,600,40000004,210,40000006,0
1636,106003,16,7,1287,200,1092,15,960000,40000004,75,0,92600302,40000003,600,40000004,285,40000006,0
1637,106003,17,7,1368,200,1160,15,1020000,40000004,75,0,92600302,40000003,600,40000004,360,40000006,0
1638,106003,18,7,1448,200,1229,15,1080000,40000004,90,0,92600302,40000003,600,40000004,450,40000006,0
1639,106003,19,7,1529,200,1297,15,1140000,40000004,120,0,92600302,40000003,600,40000004,570,40000006,0
1640,106003,20,8,1609,200,1365,15,1200000,40000004,150,0,92600303,40000003,600,40000004,720,40000006,0
1641,106003,21,8,1690,200,1434,15,1260000,40000006,30,30020008,92600303,40000003,600,40000004,720,40000006,30
1642,106003,22,8,1770,200,1502,15,1320000,40000006,60,30020008,92600303,40000003,600,40000004,720,40000006,90
1643,106003,23,8,1851,200,1570,15,1380000,40000006,60,30020008,92600303,40000003,600,40000004,720,40000006,150
1644,106003,24,8,1931,200,1639,15,1440000,40000006,60,30020008,92600303,40000003,600,40000004,720,40000006,210
1645,106003,25,9,2012,500,1707,30,1500000,40000006,90,30020008,92600303,40000003,600,40000004,720,40000006,300
1646,106003,26,9,2092,500,1775,30,1560000,40000006,90,30020008,92600303,40000003,600,40000004,720,40000006,390
1647,106003,27,9,2173,500,1843,30,1620000,40000006,120,30020008,92600303,40000003,600,40000004,720,40000006,510
1648,106003,28,9,2253,500,1912,30,1680000,40000006,120,30020008,92600303,40000003,600,40000004,720,40000006,630
1649,106003,29,9,2334,500,1980,30,1740000,40000006,120,30020008,92600303,40000003,600,40000004,720,40000006,750
1650,106003,30,9,2414,500,2048,30,1800000,40000006,150,30020008,92600304,40000003,600,40000004,720,40000006,900
1651,106003,31,9,2495,500,2117,30,1860000,40000006,150,30020008,92600304,40000003,600,40000004,720,40000006,1050
1652,106003,32,9,2575,500,2185,30,1920000,40000006,150,30020008,92600304,40000003,600,40000004,720,40000006,1200
1653,106003,33,9,2656,500,2253,30,1980000,40000006,150,30020008,92600304,40000003,600,40000004,720,40000006,1350
1654,106003,34,9,2736,500,2321,30,2040000,40000006,180,30020008,92600304,40000003,600,40000004,720,40000006,1530
1655,106003,35,9,2817,800,2390,45,2100000,40000006,210,30020008,92600304,40000003,600,40000004,720,40000006,1740
1656,106003,36,9,2897,800,2458,45,2160000,40000006,240,30020008,92600304,40000003,600,40000004,720,40000006,1980
1657,106003,37,9,2978,800,2526,45,2220000,40000006,270,30020008,92600304,40000003,600,40000004,720,40000006,2250
1658,106003,38,9,3058,800,2595,45,2280000,40000006,360,30020008,92600304,40000003,600,40000004,720,40000006,2610
1659,106003,39,9,3139,800,2663,45,2340000,40000006,540,30020008,92600304,40000003,600,40000004,720,40000006,3150
1660,106003,40,9,3219,800,2731,45,2400000,40000006,900,30020008,92600304,40000003,600,40000004,720,40000006,4050
1661,106004,1,4,52,0,97,0,60000,40000003,30,0,92600401,40000003,30,40000004,0,40000006,0
1662,106004,2,4,104,0,195,0,120000,40000003,30,0,92600401,40000003,60,40000004,0,40000006,0
1663,106004,3,4,156,0,292,0,180000,40000003,30,0,92600401,40000003,90,40000004,0,40000006,0
1664,106004,4,4,208,0,390,0,240000,40000003,30,0,92600401,40000003,120,40000004,0,40000006,0
1665,106004,5,5,260,0,487,0,300000,40000003,45,0,92600401,40000003,165,40000004,0,40000006,0
1666,106004,6,5,313,0,585,0,360000,40000003,60,0,92600401,40000003,225,40000004,0,40000006,0
1667,106004,7,5,365,0,682,0,420000,40000003,60,0,92600401,40000003,285,40000004,0,40000006,0
1668,106004,8,5,417,0,780,0,480000,40000003,75,0,92600401,40000003,360,40000004,0,40000006,0
1669,106004,9,5,469,0,878,0,540000,40000003,90,0,92600401,40000003,450,40000004,0,40000006,0
1670,106004,10,6,521,0,975,0,600000,40000003,150,0,92600402,40000003,600,40000004,0,40000006,0
1671,106004,11,6,574,0,1073,0,660000,40000004,30,0,92600402,40000003,600,40000004,30,40000006,0
1672,106004,12,6,626,0,1170,0,720000,40000004,30,0,92600402,40000003,600,40000004,60,40000006,0
1673,106004,13,6,678,0,1268,0,780000,40000004,45,0,92600402,40000003,600,40000004,105,40000006,0
1674,106004,14,6,730,0,1365,0,840000,40000004,45,0,92600402,40000003,600,40000004,150,40000006,0
1675,106004,15,7,782,300,1463,0,900000,40000004,60,0,92600402,40000003,600,40000004,210,40000006,0
1676,106004,16,7,835,300,1560,0,960000,40000004,75,0,92600402,40000003,600,40000004,285,40000006,0
1677,106004,17,7,887,300,1658,0,1020000,40000004,75,0,92600402,40000003,600,40000004,360,40000006,0
1678,106004,18,7,939,300,1756,0,1080000,40000004,90,0,92600402,40000003,600,40000004,450,40000006,0
1679,106004,19,7,991,300,1853,0,1140000,40000004,120,0,92600402,40000003,600,40000004,570,40000006,0
1680,106004,20,8,1043,300,1951,0,1200000,40000004,150,0,92600403,40000003,600,40000004,720,40000006,0
1681,106004,21,8,1096,300,2048,0,1260000,40000006,30,30020008,92600403,40000003,600,40000004,720,40000006,30
1682,106004,22,8,1148,300,2146,0,1320000,40000006,60,30020008,92600403,40000003,600,40000004,720,40000006,90
1683,106004,23,8,1200,300,2243,0,1380000,40000006,60,30020008,92600403,40000003,600,40000004,720,40000006,150
1684,106004,24,8,1252,300,2341,0,1440000,40000006,60,30020008,92600403,40000003,600,40000004,720,40000006,210
1685,106004,25,9,1304,700,2439,0,1500000,40000006,90,30020008,92600403,40000003,600,40000004,720,40000006,300
1686,106004,26,9,1357,700,2536,0,1560000,40000006,90,30020008,92600403,40000003,600,40000004,720,40000006,390
1687,106004,27,9,1409,700,2634,0,1620000,40000006,120,30020008,92600403,40000003,600,40000004,720,40000006,510
1688,106004,28,9,1461,700,2731,0,1680000,40000006,120,30020008,92600403,40000003,600,40000004,720,40000006,630
1689,106004,29,9,1513,700,2829,0,1740000,40000006,120,30020008,92600403,40000003,600,40000004,720,40000006,750
1690,106004,30,9,1565,700,2926,0,1800000,40000006,150,30020008,92600404,40000003,600,40000004,720,40000006,900
1691,106004,31,9,1618,700,3024,0,1860000,40000006,150,30020008,92600404,40000003,600,40000004,720,40000006,1050
1692,106004,32,9,1670,700,3121,0,1920000,40000006,150,30020008,92600404,40000003,600,40000004,720,40000006,1200
1693,106004,33,9,1722,700,3219,0,1980000,40000006,150,30020008,92600404,40000003,600,40000004,720,40000006,1350
1694,106004,34,9,1774,700,3317,0,2040000,40000006,180,30020008,92600404,40000003,600,40000004,720,40000006,1530
1695,106004,35,9,1826,1100,3414,0,2100000,40000006,210,30020008,92600404,40000003,600,40000004,720,40000006,1740
1696,106004,36,9,1879,1100,3512,0,2160000,40000006,240,30020008,92600404,40000003,600,40000004,720,40000006,1980
1697,106004,37,9,1931,1100,3609,0,2220000,40000006,270,30020008,92600404,40000003,600,40000004,720,40000006,2250
1698,106004,38,9,1983,1100,3707,0,2280000,40000006,360,30020008,92600404,40000003,600,40000004,720,40000006,2610
1699,106004,39,9,2035,1100,3804,0,2340000,40000006,540,30020008,92600404,40000003,600,40000004,720,40000006,3150
1700,106004,40,9,2087,1100,3902,0,2400000,40000006,900,30020008,92600404,40000003,600,40000004,720,40000006,4050
1701,106005,1,4,102,80,28,0,60000,40000003,30,0,92600501,40000003,30,40000004,0,40000006,0
1702,106005,2,4,204,160,57,0,120000,40000003,30,0,92600501,40000003,60,40000004,0,40000006,0
1703,106005,3,4,307,241,86,0,180000,40000003,30,0,92600501,40000003,90,40000004,0,40000006,0
1704,106005,4,4,409,321,115,0,240000,40000003,30,0,92600501,40000003,120,40000004,0,40000006,0
1705,106005,5,5,512,402,143,0,300000,40000003,45,0,92600501,40000003,165,40000004,0,40000006,0
1706,106005,6,5,614,482,172,0,360000,40000003,60,0,92600501,40000003,225,40000004,0,40000006,0
1707,106005,7,5,717,563,201,0,420000,40000003,60,0,92600501,40000003,285,40000004,0,40000006,0
1708,106005,8,5,819,643,230,0,480000,40000003,75,0,92600501,40000003,360,40000004,0,40000006,0
1709,106005,9,5,921,724,259,0,540000,40000003,90,0,92600501,40000003,450,40000004,0,40000006,0
1710,106005,10,6,1024,804,287,0,600000,40000003,150,0,92600502,40000003,600,40000004,0,40000006,0
1711,106005,11,6,1126,885,316,0,660000,40000004,30,0,92600502,40000003,600,40000004,30,40000006,0
1712,106005,12,6,1229,965,345,0,720000,40000004,30,0,92600502,40000003,600,40000004,60,40000006,0
1713,106005,13,6,1331,1046,374,0,780000,40000004,45,0,92600502,40000003,600,40000004,105,40000006,0
1714,106005,14,6,1434,1126,402,0,840000,40000004,45,0,92600502,40000003,600,40000004,150,40000006,0
1715,106005,15,7,1536,1207,431,300,900000,40000004,60,0,92600502,40000003,600,40000004,210,40000006,0
1716,106005,16,7,1639,1287,460,300,960000,40000004,75,0,92600502,40000003,600,40000004,285,40000006,0
1717,106005,17,7,1741,1368,489,300,1020000,40000004,75,0,92600502,40000003,600,40000004,360,40000006,0
1718,106005,18,7,1843,1448,518,300,1080000,40000004,90,0,92600502,40000003,600,40000004,450,40000006,0
1719,106005,19,7,1946,1529,546,300,1140000,40000004,120,0,92600502,40000003,600,40000004,570,40000006,0
1720,106005,20,8,2048,1609,575,300,1200000,40000004,150,0,92600503,40000003,600,40000004,720,40000006,0
1721,106005,21,8,2151,1690,604,300,1260000,40000006,30,30020008,92600503,40000003,600,40000004,720,40000006,30
1722,106005,22,8,2253,1770,633,300,1320000,40000006,60,30020008,92600503,40000003,600,40000004,720,40000006,90
1723,106005,23,8,2356,1851,661,300,1380000,40000006,60,30020008,92600503,40000003,600,40000004,720,40000006,150
1724,106005,24,8,2458,1931,690,300,1440000,40000006,60,30020008,92600503,40000003,600,40000004,720,40000006,210
1725,106005,25,9,2560,2012,719,700,1500000,40000006,90,30020008,92600503,40000003,600,40000004,720,40000006,300
1726,106005,26,9,2663,2092,748,700,1560000,40000006,90,30020008,92600503,40000003,600,40000004,720,40000006,390
1727,106005,27,9,2765,2173,777,700,1620000,40000006,120,30020008,92600503,40000003,600,40000004,720,40000006,510
1728,106005,28,9,2868,2253,805,700,1680000,40000006,120,30020008,92600503,40000003,600,40000004,720,40000006,630
1729,106005,29,9,2970,2334,834,700,1740000,40000006,120,30020008,92600503,40000003,600,40000004,720,40000006,750
1730,106005,30,9,3073,2414,863,700,1800000,40000006,150,30020008,92600504,40000003,600,40000004,720,40000006,900
1731,106005,31,9,3175,2495,892,700,1860000,40000006,150,30020008,92600504,40000003,600,40000004,720,40000006,1050
1732,106005,32,9,3278,2575,920,700,1920000,40000006,150,30020008,92600504,40000003,600,40000004,720,40000006,1200
1733,106005,33,9,3380,2656,949,700,1980000,40000006,150,30020008,92600504,40000003,600,40000004,720,40000006,1350
1734,106005,34,9,3482,2736,978,700,2040000,40000006,180,30020008,92600504,40000003,600,40000004,720,40000006,1530
1735,106005,35,9,3585,2817,1007,1200,2100000,40000006,210,30020008,92600504,40000003,600,40000004,720,40000006,1740
1736,106005,36,9,3687,2897,1036,1200,2160000,40000006,240,30020008,92600504,40000003,600,40000004,720,40000006,1980
1737,106005,37,9,3790,2978,1064,1200,2220000,40000006,270,30020008,92600504,40000003,600,40000004,720,40000006,2250
1738,106005,38,9,3892,3058,1093,1200,2280000,40000006,360,30020008,92600504,40000003,600,40000004,720,40000006,2610
1739,106005,39,9,3995,3139,1122,1200,2340000,40000006,540,30020008,92600504,40000003,600,40000004,720,40000006,3150
1740,106005,40,9,4097,3219,1151,1200,2400000,40000006,900,30020008,92600504,40000003,600,40000004,720,40000006,4050
1741,106007,1,4,52,0,97,0,60000,40000003,30,0,92600701,40000003,30,40000004,0,40000006,0
1742,106007,2,4,104,0,195,0,120000,40000003,30,0,92600701,40000003,60,40000004,0,40000006,0
1743,106007,3,4,156,0,292,0,180000,40000003,30,0,92600701,40000003,90,40000004,0,40000006,0
1744,106007,4,4,208,0,390,0,240000,40000003,30,0,92600701,40000003,120,40000004,0,40000006,0
1745,106007,5,5,260,300,487,0,300000,40000003,45,0,92600701,40000003,165,40000004,0,40000006,0
1746,106007,6,5,313,300,585,0,360000,40000003,60,0,92600701,40000003,225,40000004,0,40000006,0
1747,106007,7,5,365,300,682,0,420000,40000003,60,0,92600701,40000003,285,40000004,0,40000006,0
1748,106007,8,5,417,300,780,0,480000,40000003,75,0,92600701,40000003,360,40000004,0,40000006,0
1749,106007,9,5,469,300,878,0,540000,40000003,90,0,92600701,40000003,450,40000004,0,40000006,0
1750,106007,10,6,521,300,975,0,600000,40000003,150,0,92600702,40000003,600,40000004,0,40000006,0
1751,106007,11,6,574,300,1073,0,660000,40000004,30,0,92600702,40000003,600,40000004,30,40000006,0
1752,106007,12,6,626,300,1170,0,720000,40000004,30,0,92600702,40000003,600,40000004,60,40000006,0
1753,106007,13,6,678,300,1268,0,780000,40000004,45,0,92600702,40000003,600,40000004,105,40000006,0
1754,106007,14,6,730,300,1365,0,840000,40000004,45,0,92600702,40000003,600,40000004,150,40000006,0
1755,106007,15,7,782,700,1463,0,900000,40000004,60,0,92600702,40000003,600,40000004,210,40000006,0
1756,106007,16,7,835,700,1560,0,960000,40000004,75,0,92600702,40000003,600,40000004,285,40000006,0
1757,106007,17,7,887,700,1658,0,1020000,40000004,75,0,92600702,40000003,600,40000004,360,40000006,0
1758,106007,18,7,939,700,1756,0,1080000,40000004,90,0,92600702,40000003,600,40000004,450,40000006,0
1759,106007,19,7,991,700,1853,0,1140000,40000004,120,0,92600702,40000003,600,40000004,570,40000006,0
1760,106007,20,8,1043,700,1951,0,1200000,40000004,150,0,92600703,40000003,600,40000004,720,40000006,0
1761,106007,21,8,1096,700,2048,0,1260000,40000006,30,30020008,92600703,40000003,600,40000004,720,40000006,30
1762,106007,22,8,1148,700,2146,0,1320000,40000006,60,30020008,92600703,40000003,600,40000004,720,40000006,90
1763,106007,23,8,1200,700,2243,0,1380000,40000006,60,30020008,92600703,40000003,600,40000004,720,40000006,150
1764,106007,24,8,1252,700,2341,0,1440000,40000006,60,30020008,92600703,40000003,600,40000004,720,40000006,210
1765,106007,25,9,1304,1100,2439,0,1500000,40000006,90,30020008,92600703,40000003,600,40000004,720,40000006,300
1766,106007,26,9,1357,1100,2536,0,1560000,40000006,90,30020008,92600703,40000003,600,40000004,720,40000006,390
1767,106007,27,9,1409,1100,2634,0,1620000,40000006,120,30020008,92600703,40000003,600,40000004,720,40000006,510
1768,106007,28,9,1461,1100,2731,0,1680000,40000006,120,30020008,92600703,40000003,600,40000004,720,40000006,630
1769,106007,29,9,1513,1100,2829,0,1740000,40000006,120,30020008,92600703,40000003,600,40000004,720,40000006,750
1770,106007,30,9,1565,1100,2926,0,1800000,40000006,150,30020008,92600704,40000003,600,40000004,720,40000006,900
1771,106007,31,9,1618,1100,3024,0,1860000,40000006,150,30020008,92600704,40000003,600,40000004,720,40000006,1050
1772,106007,32,9,1670,1100,3121,0,1920000,40000006,150,30020008,92600704,40000003,600,40000004,720,40000006,1200
1773,106007,33,9,1722,1100,3219,0,1980000,40000006,150,30020008,92600704,40000003,600,40000004,720,40000006,1350
1774,106007,34,9,1774,1100,3317,0,2040000,40000006,180,30020008,92600704,40000003,600,40000004,720,40000006,1530
1775,106007,35,9,1826,1100,3414,0,2100000,40000006,210,30020008,92600704,40000003,600,40000004,720,40000006,1740
1776,106007,36,9,1879,1100,3512,0,2160000,40000006,240,30020008,92600704,40000003,600,40000004,720,40000006,1980
1777,106007,37,9,1931,1100,3609,0,2220000,40000006,270,30020008,92600704,40000003,600,40000004,720,40000006,2250
1778,106007,38,9,1983,1100,3707,0,2280000,40000006,360,30020008,92600704,40000003,600,40000004,720,40000006,2610
1779,106007,39,9,2035,1100,3804,0,2340000,40000006,540,30020008,92600704,40000003,600,40000004,720,40000006,3150
1780,106007,40,9,2087,1100,3902,0,2400000,40000006,900,30020008,92600704,40000003,600,40000004,720,40000006,4050
1781,106008,1,4,102,80,28,0,60000,40000003,30,0,92600801,40000003,30,40000004,0,40000006,0
1782,106008,2,4,204,160,57,0,120000,40000003,30,0,92600801,40000003,60,40000004,0,40000006,0
1783,106008,3,4,307,241,86,0,180000,40000003,30,0,92600801,40000003,90,40000004,0,40000006,0
1784,106008,4,4,409,321,115,0,240000,40000003,30,0,92600801,40000003,120,40000004,0,40000006,0
1785,106008,5,5,512,402,143,300,300000,40000003,45,0,92600801,40000003,165,40000004,0,40000006,0
1786,106008,6,5,614,482,172,300,360000,40000003,60,0,92600801,40000003,225,40000004,0,40000006,0
1787,106008,7,5,717,563,201,300,420000,40000003,60,0,92600801,40000003,285,40000004,0,40000006,0
1788,106008,8,5,819,643,230,300,480000,40000003,75,0,92600801,40000003,360,40000004,0,40000006,0
1789,106008,9,5,921,724,259,300,540000,40000003,90,0,92600801,40000003,450,40000004,0,40000006,0
1790,106008,10,6,1024,804,287,300,600000,40000003,150,0,92600802,40000003,600,40000004,0,40000006,0
1791,106008,11,6,1126,885,316,300,660000,40000004,30,0,92600802,40000003,600,40000004,30,40000006,0
1792,106008,12,6,1229,965,345,300,720000,40000004,30,0,92600802,40000003,600,40000004,60,40000006,0
