monsterid,name,level,class_rank,hero_star,camp,type,monster_type,heroattackcycle,soldier,cablerange,ragevalue,mainskill,ragerate,max_rage,heromodel,heromodel1,heroid,soldiermodel,herobuff,herohalo1,herohalo2,herohalo3,herohalo4,awakenlevel,killanger,heromodelsize,soldiermodelsize,soldiersnumber,skillpassive,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type12,base_value12,base_type13,base_value13,base_type14,base_value14,base_type15,base_value15,base_type16,base_value16,base_type17,base_value17,base_type18,base_value18,base_type19,base_value19,base_type20,base_value20,skillpassive0,skillpassive1,skillpassive2,skillpassive3,skillpassive4,skillpassive5,skillpassive6,skillpassive7,skillpassive8,skillpassive9,career,monstericon,attacktype
50850201,敌军偏将,598,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50850202,敌军偏将,598,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50850301,敌军偏将,599,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50850302,敌军偏将,599,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50850401,敌军偏将,599,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50850501,敌军偏将,599,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50850502,敌军偏将,599,3,0,3,1,1,4006,52010107,25000,400,0,1000,1000,406,0,4006,52010107,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4006,2
50850601,敌军偏将,599,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50850701,敌军偏将,599,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50850702,敌军偏将,599,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50850801,敌军偏将,599,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50850802,敌军偏将,599,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50850901,敌军偏将,600,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50850902,敌军偏将,600,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50851001,敌军偏将,600,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50851002,敌军偏将,600,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50851003,敌军偏将,600,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50851004,敌军偏将,600,3,0,1,1,1,4007,52010104,25000,400,0,1000,1000,407,0,4007,52010104,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero4007,2
50851101,敌军偏将,600,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851102,敌军偏将,600,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851201,敌军偏将,600,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50851202,敌军偏将,600,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50851301,敌军偏将,601,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50851302,敌军偏将,601,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851401,敌军偏将,601,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851501,敌军偏将,601,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50851502,敌军偏将,601,3,0,3,1,1,4008,52010107,25000,400,0,1000,1000,408,0,4008,52010107,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4008,2
50851601,敌军偏将,601,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851701,敌军偏将,601,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50851702,敌军偏将,601,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50851801,敌军偏将,601,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50851802,敌军偏将,601,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50851901,敌军偏将,602,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50851902,敌军偏将,602,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852001,敌军偏将,602,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852002,敌军偏将,602,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852003,敌军偏将,602,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852004,敌军偏将,602,3,0,1,1,1,1001,52010104,25000,400,0,1000,1000,101,0,4009,52010104,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero1001,2
50852101,敌军偏将,602,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852102,敌军偏将,602,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852103,敌军偏将,602,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50852201,敌军偏将,602,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852202,敌军偏将,603,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852203,敌军偏将,603,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852301,敌军偏将,603,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852302,敌军偏将,603,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50852303,敌军偏将,603,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852401,敌军偏将,603,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50852402,敌军偏将,603,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852403,敌军偏将,603,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852501,敌军偏将,603,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852502,敌军偏将,603,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852503,敌军偏将,604,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852504,敌军偏将,604,3,0,4,1,1,4010,52010102,25000,400,0,1000,1000,410,0,4010,52010102,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4010,2
50852601,敌军偏将,604,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852602,敌军偏将,604,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852603,敌军偏将,604,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50852701,敌军偏将,604,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852702,敌军偏将,604,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50852703,敌军偏将,604,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50852801,敌军偏将,604,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852802,敌军偏将,604,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852803,敌军偏将,605,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852901,敌军偏将,605,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50852902,敌军偏将,605,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50852903,敌军偏将,605,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50853001,敌军偏将,605,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50853002,敌军偏将,605,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,9372014,2,799563,3,227200,38,9710,35,9710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
