skillid,name,intr,lv,unlock,lvupneed1,returnnum1,lvupnum1,lvupneed2,lvupnum2,returnnum2,lvupneed3,lvupnum3,returnnum3,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,icon
1023,技能啊,米啊奥术,21,3,91000002,232221,681,91000001,681,0,0,0,0,6,690,7,690,8,690,9,690,100203
1023,技能啊,米啊奥术,22,3,91000002,232903,682,91000001,682,0,0,0,0,6,691,7,691,8,691,9,691,100203
1023,技能啊,米啊奥术,23,3,91000002,233586,683,91000001,683,0,0,0,0,6,692,7,692,8,692,9,692,100203
1023,技能啊,米啊奥术,24,3,91000002,234270,684,91000001,684,0,0,0,0,6,693,7,693,8,693,9,693,100203
1023,技能啊,米啊奥术,25,3,91000002,234955,685,91000001,685,0,0,0,0,6,694,7,694,8,694,9,694,100203
1023,技能啊,米啊奥术,26,3,91000002,235641,686,91000001,686,0,0,0,0,6,695,7,695,8,695,9,695,100203
1023,技能啊,米啊奥术,27,3,91000002,236328,687,91000001,687,0,0,0,0,6,696,7,696,8,696,9,696,100203
1023,技能啊,米啊奥术,28,3,91000002,237016,688,91000001,688,0,0,0,0,6,697,7,697,8,697,9,697,100203
1023,技能啊,米啊奥术,29,3,91000002,237705,689,91000001,689,0,0,0,0,6,698,7,698,8,698,9,698,100203
1023,技能啊,米啊奥术,30,3,91000002,238395,690,91000001,690,0,0,0,0,6,699,7,699,8,699,9,699,100203
1024,技能啊,米啊奥术,1,4,91000002,239086,691,91000001,691,0,0,0,0,6,700,7,700,8,700,9,700,100203
1024,技能啊,米啊奥术,2,4,91000002,239778,692,91000001,692,0,0,0,0,6,701,7,701,8,701,9,701,100203
1024,技能啊,米啊奥术,3,4,91000002,240471,693,91000001,693,0,0,0,0,6,702,7,702,8,702,9,702,100203
1024,技能啊,米啊奥术,4,4,91000002,241165,694,91000001,694,0,0,0,0,6,703,7,703,8,703,9,703,100203
1024,技能啊,米啊奥术,5,4,91000002,241860,695,91000001,695,0,0,0,0,6,704,7,704,8,704,9,704,100203
1024,技能啊,米啊奥术,6,4,91000002,242556,696,91000001,696,0,0,0,0,6,705,7,705,8,705,9,705,100203
1024,技能啊,米啊奥术,7,4,91000002,243253,697,91000001,697,0,0,0,0,6,706,7,706,8,706,9,706,100203
1024,技能啊,米啊奥术,8,4,91000002,243951,698,91000001,698,0,0,0,0,6,707,7,707,8,707,9,707,100203
1024,技能啊,米啊奥术,9,4,91000002,244650,699,91000001,699,0,0,0,0,6,708,7,708,8,708,9,708,100203
1024,技能啊,米啊奥术,10,4,91000002,245350,700,91000001,700,0,0,0,0,6,709,7,709,8,709,9,709,100203
1024,技能啊,米啊奥术,11,4,91000002,246051,701,91000001,701,0,0,0,0,6,710,7,710,8,710,9,710,100203
1024,技能啊,米啊奥术,12,4,91000002,246753,702,91000001,702,0,0,0,0,6,711,7,711,8,711,9,711,100203
1024,技能啊,米啊奥术,13,4,91000002,247456,703,91000001,703,0,0,0,0,6,712,7,712,8,712,9,712,100203
1024,技能啊,米啊奥术,14,4,91000002,248160,704,91000001,704,0,0,0,0,6,713,7,713,8,713,9,713,100203
1024,技能啊,米啊奥术,15,4,91000002,248865,705,91000001,705,0,0,0,0,6,714,7,714,8,714,9,714,100203
1024,技能啊,米啊奥术,16,4,91000002,249571,706,91000001,706,0,0,0,0,6,715,7,715,8,715,9,715,100203
1024,技能啊,米啊奥术,17,4,91000002,250278,707,91000001,707,0,0,0,0,6,716,7,716,8,716,9,716,100203
1024,技能啊,米啊奥术,18,4,91000002,250986,708,91000001,708,0,0,0,0,6,717,7,717,8,717,9,717,100203
1024,技能啊,米啊奥术,19,4,91000002,251695,709,91000001,709,0,0,0,0,6,718,7,718,8,718,9,718,100203
1024,技能啊,米啊奥术,20,4,91000002,252405,710,91000001,710,0,0,0,0,6,719,7,719,8,719,9,719,100203
1024,技能啊,米啊奥术,21,4,91000002,253116,711,91000001,711,0,0,0,0,6,720,7,720,8,720,9,720,100203
1024,技能啊,米啊奥术,22,4,91000002,253828,712,91000001,712,0,0,0,0,6,721,7,721,8,721,9,721,100203
1024,技能啊,米啊奥术,23,4,91000002,254541,713,91000001,713,0,0,0,0,6,722,7,722,8,722,9,722,100203
1024,技能啊,米啊奥术,24,4,91000002,255255,714,91000001,714,0,0,0,0,6,723,7,723,8,723,9,723,100203
1024,技能啊,米啊奥术,25,4,91000002,255970,715,91000001,715,0,0,0,0,6,724,7,724,8,724,9,724,100203
1024,技能啊,米啊奥术,26,4,91000002,256686,716,91000001,716,0,0,0,0,6,725,7,725,8,725,9,725,100203
1024,技能啊,米啊奥术,27,4,91000002,257403,717,91000001,717,0,0,0,0,6,726,7,726,8,726,9,726,100203
1024,技能啊,米啊奥术,28,4,91000002,258121,718,91000001,718,0,0,0,0,6,727,7,727,8,727,9,727,100203
1024,技能啊,米啊奥术,29,4,91000002,258840,719,91000001,719,0,0,0,0,6,728,7,728,8,728,9,728,100203
1024,技能啊,米啊奥术,30,4,91000002,259560,720,91000001,720,0,0,0,0,6,729,7,729,8,729,9,729,100203
