dec,str
STR_MOD_TREASURE_THE_HEROS_TREASURES_ARE_FULL,英雄宝物已满
STR_MOD_TREASURE_THERE_IS_NO_TREASURE_TO,没有可以一键穿戴的宝物
STR_MOD_TREASURE_NO_SUITABLE_EQUIPMENT_TO_WEAR,没有合适的装备可以穿戴
STR_MOD_TREASURE_THE_TREASURE_DOES_NOT_EXIST,宝物不存在
STR_MOD_TREASURE_ALREADY_AWAKENED_UNABLE_TO_WASH,已经觉醒， 无法洗练
STR_MOD_TREASURE_TREASURE_DISPOSITION_DOES_NOT_EXIST,宝物配置不存在
STR_MOD_TREASURE_THE_MILITARY_GENERALS_CURRENT_EQUIPMENT,武将当前装备位已经装备了
STR_MOD_TREASURE_INCORRECT_DECOMPOSITION_PARAMETERS,分解参数不对
STR_MOD_TREASURE_DECOMPOSED_TREASURES_DO_NOT_EXIST,分解的宝物不存在
STR_MOD_TREASURE_ALREADY_AWAKENED_UNABLE_TO_DECOMPOSE,已经觉醒， 无法分解
STR_MOD_TREASURE_THERE_IS_NO_DECOMPOSITION_AND,宝物分解配置不存在
STR_MOD_TREASURE_MISALLOCATION_OF_DECOMPOSED_ITEMS,分解后的物品配置错误
STR_MOD_TREASURE_ERRORS_IN_QUANTITIES_OF_DECOMPOSED,分解后的物品数量错误
STR_MOD_TREASURE_ILLEGAL_NUMBER_OF_PROPS_SENT,客户端发送道具数量不合法
STR_MOD_TREASURE_500_MORE_THAN_THE_SYNTHETIC,超出合成上限个数500个
STR_MOD_TREASURE_THE_PROP_CANNOT_BE_SYNTHESIZED,该道具无法合成
STR_MOD_TREASURE_LACK_OF_PROPS,道具不足
STR_MOD_TREASURE_THE_NUMBER_OF_TREASURES_REACHED,宝物数量达到上限
STR_MOD_TREASURE_SCRUBBING_CONFIGURATION_DOES_NOT_EXIST,洗练配置不存在
STR_MOD_TREASURE_UNABLE_TO_RANDOMIZE_TO_ATTRIBUTE,无法随机到属性类型
STR_MOD_TREASURE_PROBABILITY_ERROR_OF_TREASURE_DISPOSITION,宝物配置洗练概率错误
STR_MOD_TREASURE_PROBABILITY_ERROR_OF_TREASURE_DISPOSITION,宝物配置洗练概率错误(targetOdds == 0)
STR_MOD_TREASURE_ONLY_500_GEMS_CAN_BE,最多只能添加500个珍宝
STR_MOD_TREASURE_INSUFFICIENT_NUMBER_OF_HIGH-GRADE_WASHED,高级洗练石个数不足
STR_MOD_TREASURE_CURRENT_WASHING_AND_TRAINING_IS,当前洗练无效， 消耗为0
STR_MOD_TREASURE_INSUFFICIENT_NUMBER_OF_INTERMEDIATE_WASHING,中级洗练石个数不足
STR_MOD_TREASURE_INADEQUATE_NUMBER_OF_PRIMARY_WASHED,初级洗练石个数不足
STR_MOD_TREASURE_NOT_ENOUGH_FREE_TIMES,免费次数不足
STR_MOD_TREASURE_MILITARY_GENERALS_ARE_UNDEREQUIPPED,武将装备不足
STR_MOD_TREASURE_CURRENTLY_NOT_AWAKENED_NO_NEED,当前尚未觉醒， 无需重置
STR_MOD_TREASURE_AWAKENING_CONDITION_CONFIGURATION_DOES_NOT,觉醒条件配置不存在
STR_MOD_TREASURE_AWAKENING_CONSUMPTION_CONFIGURATION_DOES_NOT,觉醒消耗配置不存在
STR_MOD_TREASURE_INSUFFICIENT_REPLACEMENT_CONSUMPTION,重置消耗不足
STR_MOD_TREASURE_RETURN_MATERIAL_CONFIGURATION_ERROR,返回材料配置错误
STR_MOD_TREASURE_SET_CONDITION_CONFIGURATION_DOES_NOT,套装条件配置不存在
STR_MOD_TREASURE_NOT_SATISFIED_WITH_THE_CONDITION,不满足觉醒条件
STR_MOD_TREASURE_WAKE-UP_CONDITION_CONFIGURATION_PROPERTY_TYPE,觉醒条件配置属性类型错误
STR_MOD_TREASURE_THE_GENERAL_HAS_NOT_YET,该武将暂未开启觉醒
STR_MOD_TREASURE_AWAKENING_GROUP_ERROR,觉醒group组错误
STR_MOD_TREASURE_HAS_REACHED_THE_MAXIMUM_LEVEL,已经达到最大觉醒等级
STR_MOD_TREASURE_AWAKENING_CONSUMPTION_CONFIGURATION_ERROR,觉醒消耗配置错误
STR_MOD_TREASURE_NOT_SATISFYING_THE_AWAKENING_CONDITIONS:,不满足觉醒条件:洗练孔数达到一定条件
STR_MOD_TREASURE_DISSATISFACTION_WITH_AWAKENING_CONDITIONS:_GRADE,不满足觉醒条件:等级不满
STR_MOD_TREASURE_DISSATISFACTION_WITH_AWAKENING_CONDITIONS:_DIFFERENT,不满足觉醒条件:属性类型不同
STR_MOD_UNION_NO_LEGION,没有军团
STR_MOD_UNION_DONATIONS_HAVE_BEEN_EXHAUSTED_TODAY,今日捐献次数已用完
STR_MOD_UNION_NEED_NOBLE_RANK_TO_LEVEL,需要贵族等级达到1级
STR_MOD_UNION_DIAMOND_SHORTAGE,钻石不足
STR_MOD_UNION_SHORTAGE_OF_GOLD_COINS,金币不足
STR_MOD_UNION_NEED_ARISTOCRATIC_RANK_UP_TO,需要贵族等级达到7级
STR_MOD_UNION_NO_LEGION,没有该军团
STR_MOD_UNION_THE_NUMBER_OF_COPIES_USED,今日副本次数已用完
STR_MOD_UNION_CANT_RECEIVE_REPEATEDLY,不能重复领取
STR_MOD_UNION_YOU_DONT_HAVE_A_LEGION,你没有军团
STR_MOD_UNION_YOU_DONT_HAVE_PERMISSION_TO,你没有发布招募消息的权限
STR_MOD_UNION_STATE_TREASURE_BOX_CONFIGURATION_DOES,州宝箱配置不存在
STR_MOD_UNION_UNQUALIFIED_TO_RECEIVE_THE_CURRENT,无资格领取当前州宝箱
STR_MOD_UNION_RECEIVE_THE_TREASURE_BOX_AWARD,重复领取宝箱奖励
STR_MOD_UNION_REJOINING_THE_LEGION_AFTER_10,主动退出军团或者被踢出军团10分钟后才能重新加入
STR_MOD_UNION_YOU_DONT_HAVE_A_LEGION,你还没有军团
STR_MOD_UNION_THE_LEGION_DOES_NOT_EXIST,该军团不存在
STR_MOD_UNION_IF_YOU_HAVE_JOINED_THE,已加入军团，不能再加入此军团
STR_MOD_UNION_THE_LEGION_IS_FULL,军团已满
STR_MOD_UNION_IT_TAKES_10_MINUTES_TO,主动退出军团或者被踢出军团10分钟后才能重新加入!
STR_MOD_UNION_THE_LEGION_FORBIDS_ANYONE_TO,该军团禁止任何人加入
STR_MOD_UNION_THE_LEGION_NEEDS_AN_APPLICATION,该军团需要申请才能加入
STR_MOD_UNION_THE_LEGION_CAN_ONLY_HAVE,公会长老已满
STR_MOD_UNION_FIGHT_LEGION_BATTLE_HAS_NOT_YET,军团战还没开启
STR_MOD_UNION_FIGHT_STATE_INFORMATION_ERROR,州信息错误
STR_MOD_UNION_FIGHT_DATA_DOES_NOT_EXIST,数据不存在
STR_MOD_UNION_FIGHT_TIME_HAS_NOT_ARRIVED_TO,时间未到，无法参战
STR_MOD_UNION_FIGHT_NOT_JOINING_THE_LEGION,没有加入军团
STR_MOD_UNION_FIGHT_TABLE_GUILD_CONFIGURATION_DOES_NOT,表Guild配置不存在
STR_MOD_UNION_FIGHT_LEGION_LEVEL_IS_INSUFFICIENT_TO,军团等级不足，无法报名
STR_MOD_UNION_FIGHT_STATE_DATA_ERROR,州数据错误
STR_MOD_UNION_FIGHT_THERE_IS_AT_LEAST_ONE,该州内至少有一个己方势力的城池，否则不可报名
STR_MOD_UNION_FIGHT_CANT_SIGN_UP_WITHOUT_JOINING,没有加入军团，无法报名
STR_MOD_UNION_FIGHT_NO_DECLARATION_OF_WAR,没有宣战
STR_MOD_UNION_FIGHT_PLAYERS_HAVE_SIGNED_UP,玩家已经报名
STR_MOD_UNION_FIGHT_LEGION_DOES_NOT_EXIST,军团不存在
STR_MOD_UNION_FIGHT_TOO_MANY_PEOPLE_FAILED_TO,报名人数太多，报名失败
STR_MOD_UNION_FIGHT_TIME_HAS_NOT_ARRIVED_TO,时间未到，无法宣战
STR_MOD_UNION_FIGHT_THE_LEGION_IS_INSUFFICIENT_IN,军团等级不足，无法宣战
STR_MOD_UNION_FIGHT_THERE_IS_AT_LEAST_ONE,该州内至少有一个己方势力的城池，否则不可宣战
STR_MOD_UNION_FIGHT_NO_DECLARATION_OF_WAR_WITHOUT,没有加入军团，无法宣战
STR_MOD_UNION_FIGHT_WAR_MAY_BE_DECLARED_ONLY,只可由军团长或副军团长宣战
STR_MOD_UNION_FIGHT_LEGION_BATTLE_HAS_NOT_YET,军团战还未开启
STR_MOD_UNION_FIGHT_WAR_HAS_BEEN_DECLARED,已经宣战
STR_PLAYER_DIAMOND_SHORTAGE,钻石不足
STR_PLAYER_SHORTAGE_OF_GOLD_COINS,金币不足
STR_PLAYER_INSUFFICIENT_MATERIAL,材料不足
STR_PLAYER_CONFORMITY_AWARD_HAS_BEEN_RECEIVED,合服奖励已经领取
STR_PLAYER_PLAYER_LEVEL_IS_INSUFFICIENT_TO,玩家等级不足， 无法领取
STR_PLAYER_CANT_FIND_A_CONFORMITY_AWARD,找不到合服奖励
STR_SESSION_THE_ACCOUNT_IS_ALREADY_ONLINE,账号已经在线，请重新登录！
STR_SESSION_YOUR_ACCOUNT_IS_ALREADY_ONLINE,您的账号已经在线，请重新登录！
STR_SESSION_APPLICATION_ERROR,应用错误
STR_SESSION_REQUEST_PARAMETER_ERROR,请求参数错误
STR_SESSION_BUSINESS_PARAMETER_ERROR,业务参数错误
STR_SESSION_THE_NETWORK_IS_BUSY_PLEASE,网络繁忙，请稍后重试
STR_SESSION_THE_SYSTEM_IS_BUSY_PLEASE,系统繁忙，请稍后重试
STR_SESSION_INVALID_SACRED_MARK,无效的大圣标识
STR_SESSION_THE_GREAT_SAINT_LOGO_HAS,大圣标识已过期
STR_SESSION_SERVER_INTERNAL_ERROR,服务器内部错误
STR_SESSION_SERIAL_NUMBER_ERROR,序号错误
STR_SESSION_SIGNATURE_ERROR,签名错误
STR_SESSION_PLAYER_IDENTIFICATION_ERROR,玩家标识错误
STR_SESSION_PLAYER_ID_TIMEOUT_INDICATES_THAT,玩家标识超时，表示用户登录授权已超时，需引导用户重新登录，并更新接口访问令牌。
STR_SESSION_JINMU_APPLICATION_ERROR,应用错误
STR_SESSION_JINMU_REQUEST_PARAMETER_ERROR,请求参数错误
STR_SESSION_MYX_REQUEST_PARAMETER_ERROR,请求参数错误
STR_SESSION_MYX_BUSINESS_PARAMETER_ERROR,业务参数错误
STR_SESSION_MYX_THE_NETWORK_IS_BUSY_PLEASE,网络繁忙，请稍后重试
STR_SESSION_MYX_THE_SYSTEM_IS_BUSY_PLEASE,系统繁忙，请稍后重试
STR_SESSION_MYX_INVALID_SACRED_MARK,无效的大圣标识
STR_SESSION_MYX_THE_GREAT_SAINT_LOGO_HAS,大圣标识已过期
STR_SESSION_MYX_APPLICATION_ERROR,应用错误
STR_SESSION_YUNKE_IDENTIFICATION_ERROR,标识错误
STR_SESSION_YUNKE_REQUEST_PARAMETER_ERROR,请求参数错误
STR_HASNAME,该名字已存在
STR_CITYGVGFIGHT_REPRESS_POLICY_SAME,该城当前使用的就是此方案
STR_CITYGVGFIGHT_SPECIALAWARD_NOT_EXISTS,该城池没有奖励
STR_CITYGVGFIGHT_SPECIALAWARD_TIME_ERROR,不在领取时间内
STR_CITYGVGFIGHT_SPECIALAWARD_NO_RIGHT,城池未平，不能征收
STR_CITYGVGFIGHT_SPECIALAWARD_NO_AWARD,该城池没有奖励
STR_CITYGVGFIGHT_SPECIALAWARD_AWARD_FINISH,奖励领取完了
STR_CITYGVGFIGHT_SPECIALAWARD_AWARD_GETTED,你已经领取过该城池奖励了
STR_CANT,字符串不合法
STR_DUNGEON_NO_INSTANCE,关卡不存在
STR_DUNGEON_TEAM_EXISTS,当前已在队伍中
STR_DUNGEON_TEAM_NOT_EXIST,当前不在队伍中
STR_DUNGEON_TEAM_ERR,队伍不存在
STR_DUNGEON_TEAM_NOT_LEADER,不是队长
STR_DUNGEON_TEAM_FLAG_ERROR,参数错误
STR_DUNGEON_TEAM_KICK_NOT_MEMBER,成员不在队伍中
STR_DUNGEON_TEAM_KICK_NOT_SELF,不能踢出自己
STR_DUNGEON_TEAM_NO_TIMES,挑战次数已用完，请等待下次刷新
STR_PASSWORD,密码错误
STR_DUNGEON_TEAM_CD,冷却中
STR_DUNGEON_TEAM_MEMBER_NOT_ENOUGH,队伍人数不足3人，无法开战
STR_DUNGEON_TEAM_MEMBER_MAX,队伍人数已满
STR_DUNGEON_TEAM_NO_PHYSICALSTRENGTH,体力不足
STR_TOWER_RESET_CURLEVEL,当前不需要重置
STR_TOWER_LEVEL_ERROR,关卡错误
STR_TOWER_BOX_ERROR,宝箱错误
STR_TOWER_BOX_GETTED,宝箱已领取
STR_CDING,战斗冷却中
STR_TOWER_RESET_TIME_MAX,重置次数已最大
STR_TOWER_RESET_ITEM,宝石不够不能重置
STR_TOWER_BUFF_HASNT,没有此祝福增益状态
STR_TOWER_SWEEP_LEVEL_ERROR,没有可以扫荡的关卡
STR_TOWER_SWEEP_ADVANCE_ERROR,关卡未通关不能扫荡
STR_TOWER_ADVANCE_TIMES_ERROR,超过挑战次数
STR_GEMSTONE_LEVEL,关卡数据错误
STR_GEMSTONE_CHAPATER_CANT,通关所有章节后才能扫荡
STR_ARMSAREAN_QUICK_FAILED,无法扫荡！
STR_GEMSTONE_DATA_ERROR,关卡数据错误
STR_GEMSTONE_SWEEP_TIME_ERROR,扫荡次数已用完
STR_GEMSTONE_SWEEP_TIME_MAX,购买扫荡次数已最大
STR_CHAT_TEAM_NOT_EXIST,您尚未加入队伍，暂时无法使用该频道
STR_TASK_FINISH,该任务未完成
STR_TASK_PUCK,该任务已经领取
STR_MOD_NOPARAM,找不到模块参数
STR_CHAT_NOPLAYER,该玩家不在线或不存在
STR_CHAT_NOPARTY,未加入军团，无法在此频道发言
STR_CHAT_NOCAMP,还未选择阵营，无法在此频道发言
STR_CAMPFIGHT_NOFIGHT,该城池未战斗
STR_CAMPFIGHT_NOHELP,没有部队无法召唤援军
STR_CAMPFIGHT_NOSOLO1,我方部队均已上阵
STR_CAMPFIGHT_NOSOLO2,敌方部队均已上阵
STR_COST_FAIL,货币不足
STR_CAMPFIGHT_END,战斗已结束
STR_FRIEND_NO,该玩家不存在
STR_FRIEND_HASFRIEND,该玩家已经是你的好友
STR_FRIEND_HASBLACK,该玩家已将你列入黑名单
STR_FRIEND_BLACK,该玩家在你黑名单中
STR_FRIEND_FULL,你的好友已满
STR_FRIEND_FULLED,对方好友已满
STR_FRIEND_POWER,今日领取已达上限
STR_LEVEL_FAIL,您等级不足
STR_FRIEND_POWERMAX,体力已达上限，无法领取
STR_UNION_NOT,没有该军团
STR_UNION_ANAGIN,不能重复申请
STR_UNION_FAIL_APPLY,请求失败
STR_UNION_NOT2,该军团已解散
STR_UNION_TIME_LIMIT,剩余退出军团惩罚时间%02d:%02d:%02d
STR_CASERN_TASK,条件不满足
STR_CONSUME_GETTILI_FAIL,购买失败
STR_TITLE_MAX,已到最大称号
STR_ARENA_NOPOINT,积分不足
STR_CANT_FIND_SETUP,找不到配置文件
STR_ACT_NOT_OPEN,活动未开放
STR_JJC_NOSETTIME,当前没有冷却时间
STR_CANT_NOT_GET,未到领奖时间
STR_SOUL_ERR,数据异常，操作失败！
STR_CONSUMERTOP_GOT_AWARD,奖励已领取
STR_CONSUMERTOP_NOT_AWARD,你无法领取奖励
STR_CITYGVGFIGHT_NO_CITY,城市不存在
STR_CITYGVGFIGHT_NO_ITEM,行动次数不足
STR_CITYGVGFIGHT_STATION_STATE_NOTSELF,不能驻扎在不是己方势力且没压制的城池
STR_CITYGVGFIGHT_STATION_NO_RIGHT,不能驻扎在不是己方势力且不是己方压制的城池
STR_CITYGVGFIGHT_STATION_ALREADY,已在该城池驻扎
STR_CITYGVGFIGHT_STATION_FIGHT,战力过低无法驻扎
STR_CITYGVGFIGHT_STATION_LEAVE_NOT,你并没有在该城池驻扎
STR_CITYGVGFIGHT_AWARD_NOT_EXISTS,奖励正在积累中，请等待
STR_NOT_ENOUGH_GEM_FAIL,钻石不足，请充值
STR_CITYGVGFIGHT_AWARD_STATE,没有驻扎不能获得奖励
STR_CITYGVGFIGHT_REPRESS_SELF,不能压制自己的城池
STR_CITYGVGFIGHT_REPRESS_ALIGN,不能压制同盟方的城池
STR_CITYGVGFIGHT_REPRESS_ALREADY,不能压制己方已经压制的城池
STR_CITYGVGFIGHT_REPRESS_STATE_INOTHERCITY,你已经驻扎在非己方势力城池
STR_CITYGVGFIGHT_FIGHTING,有其他玩家正在战斗中，请稍后
STR_CITYGVGFIGHT_REPRESS_STATE,该城池已处于压制中
STR_CITYGVGFIGHT_REPRESS_CAMP_NPC,NPC城池不能压制
STR_CITYGVGFIGHT_REPRESS_CONNECT,不能压制不和我方尚未压制的城池相连的城池
STR_NONUM,次数不足
STR_CITYGVGFIGHT_ATTACK_BACK_CAMP,只能反击已被压制的城池
STR_CITYGVGFIGHT_ATTACK_BACK_STATE_WHOLE,完全压制状态的城池无法反击
STR_CITYGVGFIGHT_ATTACK_OTHER_CAMP,只能清剿第三方已被压制的城池
STR_CITYGVGFIGHT_ATTACK_OTHER_ALIGN,不能压制同盟方的城池
STR_CITYGVGFIGHT_REPRESS_POLICY_STATE,非压制状态的城池不能调整压制方案
STR_CITYGVGFIGHT_REPRESS_POLICY_NOT_MASTER,只有指挥官才能调整压制方案
STR_CITYGVGFIGHT_REPRESS_POLICY_ERROR_ID,该城不能使用此压制方案
STR_PASS_OPEN,该副本%d级开放
STR_DRAW_INDEX_ERROR,客户端发送索引不对，索引: 
STR_DRAW_INDEX_ERROR2,索引错误，索引:%d
STR_PASS_NO_SWEEP,无法扫荡， 当前关卡进度:
STR_PASS_SWEEP_LAST_PROCESS,无法扫荡，上次关卡进度:
STR_FIND_COST_NOT_ENOUGH,需要的%s不足！
STR_GM_FIGHT,战力:%d
STR_HORSE_NO_CONFIG,配置不存在，type=%d
STR_HORSE_NO_CONFIG2,配置不存在，配置ClearWarHorseId:%d
STR_HORSE_NO_CONFIG3,配置不存在，配置ClearWarHorseNum:%d
STR_LUCK_EGG_INDEX_ERROR,索引错误%d
STR_LUCK_EGG_INDEX_REPEAT,这个金蛋已经砸过了
STR_LUCK_FLUSH_ERROR,刷新失败，类型:
STR_LUCK_FLUSH_BOX,，宝箱:
STR_MILI_NO_CONFIG,军演操练配置不存在
STR_MILI_NEED_HERO_STAR,至少拥有1个%d星英雄
STR_TASK_NO_CONFIG, 任务配置不存在:%d，taskType:%d
STR_FUND_NO_CONFIG, 配置错误，基金索引=
STR_REDPAC_LIMIT_RAPE,今日可抢%s达到上限
STR_SEVEN_CLIENT_INDEX_ERROR,客户端索引错误=%d
STR_MILI_TARY_NO_CONFIG,任务配置不存在:%d
STR_STAR_NO_CONFIG,当前升星配置不存在，英雄=%d
STR_TREASURE_NO_CONFIG,洗练孔配置不正确，Id:%d，Lv:%d，AttType:%d
STR_UNION_HIRE_ERROR,两次招募间隔%d秒。
STR_UNION_APPLY,需要%d级才能申请
STR_MINE_LAST,攻击CD持续到%s
STR_ARMY_OPEN_ERROR,开服天数错误， config.Day = %d，openDay = %d
STR_EQUIP_NO_CONFIG,宝石配置不存在，gemId:
STR_FIND_NO_ITEM_CONFIG,配置表道具不存在，itemId:%d
STR_KING_TASK_CONFIG_ERROR,配置错误，任务=
STR_MONEY_TASK_CONFIG_ERROR,配置错误，任务=
STR_SHOP_NO_GRID_ID,id=%d在Treasury.csv中不存在
STR_SHOP_NEED_TOWER_LEVEL,试炼之塔关卡层数没达到，当前=%d，需要=%d
STR_SHOP_NOT_ENOUGH_NUM,%s数量不足
STR_ARMY_NO_ARMY,佣兵不存在:keyId=
STR_ARMY_NO_CONFIG,佣兵配置不存在:Id=
STR_ARMY_POS_ERROR,佣兵Pos不合法:pos=
STR_HERO_NOT_EXIST, 英雄不存在，heroId =
STR_SOLDIER_INDEX_ERROR,继承属性下标错误:
STR_ARMY_NO_LV_CONFIG,佣兵等级配置不存在，id=%d，level=%d
STR_TASK_NO_CONFIG2,任务配置不存在，taskid = %d
STR_NO_TECH_CONFIG,配置不存在，techId=%d，techLv=%d
STR_TREASEAR_WASH_ERROR,客户端一键洗练索引错误，washIndex = %d
STR_AWARK_NO_COND,不满足觉醒条件:觉醒属性不匹配:
STR_BOSS_CONFIG_ERROR1,永久激活字段配置不正确
STR_BOSS_CONFIG_ERROR2,巨兽配置不存在，id
STR_BOSS_CONFIG_ERROR3,消耗配置不存在，id
STR_BOSS_NO_COST,巨兽精魄不足
STR_BOSS_NO_BOSS,巨兽不存在
STR_BOSS_BUY_BOSS_FIRST,请先购买巨兽
STR_MOD_HERO_REBORN_STAR_NOT_ENOUGH,不满足重生条件
STR_MOD_HERO_REBORN_LV_NOT_ENOUGH,重生用户等级不足
STR_MOD_HERO_REBORN_ERROR_CONFIG,错误配置
STR_MOD_HERO_REBORN_TIMES_LIMIT,重生次数达到上限
STR_MOD_HERO_REBORN_HERO_IN_TEAM,该英雄处于上阵状态
STR_MOD_STATISTICS_NO_AWARD_CONFIG,错误配置
STR_MOD_STATISTICS_NO_AWARD,没有这个奖励
STR_MOD_STATISTICS_SCORE_NOT_ENOUGH,累计积分不足
STR_MOD_DREAM_LAND_WRONG_TYPE,该抽奖类型不存在
STR_MOD_DREAM_LAND_WRONG_ITEM,该抽奖物品不存在
STR_MOD_DREAM_LAND_NO_COST,物品不足
STR_MOD_DREAM_LAND_COST_WEONG,消耗配置出错
STR_MOD_DREAM_LAND_NOTICE,恭喜|%s%s|的|163#255#44#%s|获得了|229#28#28#%s||229#28#28#%d|个！
STR_MOD_NOBILITY_LEVEL_NO_ENOUGH_1,爵位达到男爵开启
STR_MOD_NOBILITY_LEVEL_NO_ENOUGH_2,爵位达到伯爵开启
STR_MOD_NOBILITY_LEVEL_NO_ENOUGH_3,爵位达到公爵开启
STR_MOD_NOBILITYTASK_TAKE_ERROR,完成条件不足
STR_MOD_NOBILITYTASK_CONFIG_ERROR,配置错误，请联系管理员
STR_RECHARGE_NOTICE_2,163#255#44#%s|领取了二充礼包，称霸天下指日可待！
STR_RECHARGE_NOTICE_3,163#255#44#%s|领取了三充礼包，称霸天下指日可待！
STR_MOD_RECHARGE_TIMES_NOT_ENOUGH,您的充值不足
STR_MOD_RECHARGE_TIMES_ALREADY_GET,奖励已领取
STR_MOD_ACTIVITY_FUND_TIME_ERROR,时间错误
STR_MOD_ACTIVITY_FUND_DONT_HAVE,基金未激活
STR_MOD_ACTIVITY_FUND_IS_GET,当日基金已经领取
STR_MOD_ACTIVITY_FUND_RUN_OUT_TIME,该基金已过期
STR_TIME_GIFT_FRESH,刷新时，限时礼包没有领取的礼包
STR_TIME_GIFT_MAIL,限时礼包
STR_ACT_NOT_GET_AWARD,没有领取的奖励
STR_LEGEND_WAY_IS_GET,已经领取奖励
STR_LEGEND_WAY_NOT_EXIST,配置不存在
STR_LEGEND_WAY_CAN_NOT_GET,未到达领取条件
STR_LEGEND_WAY_CAN_NOT_GET_PLAYER_LOW_LEVEL,玩家等级不足
STR_ARMY_TEAM_CALL,|255#135#47#%s||255#135#47#%s|佣兵组队招募队友！|113#228#37#点击申请加入队伍|
STR_DUNGEON_TEAM_CALL,|255#135#47#%s||255#135#47#%s|地下城组队招募队友！|113#228#37#点击申请加入队伍|
STR_HERO_LEVEL_NOT_ENOUGH,英雄等级不足
STR_MOD_TEAM_TEAM_INFORMATION_IS_NOW,当前已经使用这个阵容
STR_MOD_HERO_LEVEL_MAX,英雄达到最大等级
STR_MOD_TEAM_PLAYER_LEVEL_NOT_ENOUGH,玩家等级不足
STR_MOD_RESONANCE_CRYSTAL_IS_RESONANCE_HERO,共鸣英雄无法升级
STR_MOD_RESONANCE_CRYSTAL_PRIESTS_HERO_LEVEL_LIMIT,核心英雄等级不足无法升级
STR_MOD_ADD_RESONANCE_COUNT_LIMIT,命运精华不足
STR_MOD_STAR_HERO_IS_LOCK,英雄已上锁
STR_HERO_WEAR_EQUIP_ALL_BEST,已经是最好装备
STR_MOD_HERO_NUM_MAX,英雄数量达到上限
STR_HERO_WEAR_EQUIP_ALL_NOT_EQUIP,没有合适的装备
STR_MOD_SEVEN_ALREADY_GET,奖励已领取，无法重复领取 
STR_MOD_ARTIFACT_LV_MAX,神器等级达到上限
STR_FRIEND_IN_BLACK,玩家已将您拉黑 
STR_FRIEND_HIRE_ALREADY,目标已被雇佣
STR_FRIEND_APPLY_ERROR,申请好友错误
STR_FRIEND_TARGET_FRIEND_FULL,目标好友达到上限
STR_FRIEND_SELF_FRIEND_FULL,好友已满
STR_FRIEND_FRIEND_NOT_EXIST,没有找到目标玩家
STR_FRIEND_PLAYER_NOT_EXIST,玩家数据错误
STR_FRIEND_HIRE_MAX,目标佣兵达到上限
STR_MOD_MSG_STAGE_ERROR,敬请期待新的冒险 
STR_MOD_PVP_LOSE_DATA,数据丢失
STR_MOD_PVP_UNDER_ATTACK,有玩家正在攻击你
STR_MOD_PVP_IS_FIGHTING,敌人战斗中
STR_MOD_INSTANCE_HAS_BEEN_PASSED,当前关卡已处于完成状态
STR_MOD_LOTTERYDRAW_CHOOSE_PRIZE,请先选择奖品
STR_MOD_LOTTERY_DRAW_PRIZE_NOT_OPEN,此奖品暂未开放
STR_MOD_LOTTERY_DRAW_PRIZE_CANT_CHANEG,此物品已获得过
STR_MOD_LOTTERY_DRAW_CANT_REFRESH,不满足刷新条件
STR_MOD_RECHARGE_ELITEUPGRADE_NOT_OPEN,精英直升活动未开放
