lazyid,id,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8
2032008,52050204,冥河领主,8,52050204,120,7,7260,9,14520,29,7260,6,71130,8,7190,10,14080,30,7110,99,5734600
2032009,52050204,冥河领主,9,52050204,150,7,9900,9,19800,29,9900,6,97040,8,9800,10,19210,30,9700,99,7821300
2032010,52050204,冥河领主,10,52050204,180,7,13090,9,26180,29,13090,6,128260,8,12960,10,25390,30,12830,99,10340700
2032011,52050204,冥河领主,11,52050204,220,7,16860,9,33720,29,16860,6,165200,8,16690,10,32700,30,16520,99,13318000
2032012,52050204,冥河领主,12,52050204,260,7,21250,9,42500,29,21250,6,208240,8,21040,10,41220,30,20820,99,16786800
2032013,52050204,冥河领主,13,52050204,310,7,26310,9,52620,29,26310,6,257750,8,26040,10,51020,30,25770,99,20780000
2032014,52050204,冥河领主,14,52050204,350,7,32060,9,64120,29,32060,6,314080,8,31730,10,62170,30,31410,99,25322100
2032015,52050204,冥河领主,15,52050204,400,7,38540,9,77080,29,38540,6,377600,8,38150,10,74740,30,37760,99,30442000
2032016,52050204,冥河领主,16,52050204,460,7,45790,9,91580,29,45790,6,448650,8,45330,10,88810,30,44870,99,36170500
2032017,52050204,冥河领主,17,52050204,520,7,53840,9,107680,29,53840,6,527570,8,53300,10,104430,30,52760,99,42530900
2032018,52050204,冥河领主,18,52050204,580,7,62740,9,125480,29,62740,6,614680,8,62100,10,121670,30,61470,99,49556100
2032019,52050204,冥河领主,19,52050204,640,7,72500,9,145000,29,72500,6,710320,8,71760,10,140600,30,71030,99,57265400
2032020,52050204,冥河领主,20,0,0,7,83160,9,166320,29,83160,6,814800,8,82320,10,161280,30,81480,99,65688000
1033001,52050105,悍魔,1,52050105,3,7,80,9,160,29,80,6,790,8,80,10,170,30,80,99,64300
1033002,52050105,悍魔,2,52050105,6,7,160,9,320,29,160,6,1500,8,150,10,320,30,150,99,124000
1033003,52050105,悍魔,3,52050105,12,7,330,9,660,29,330,6,3150,8,310,10,680,30,310,99,258000
1033004,52050105,悍魔,4,52050105,24,7,640,9,1280,29,640,6,6050,8,600,10,1310,30,600,99,498500
1033005,52050105,悍魔,5,52050105,40,7,1110,9,2220,29,1110,6,10460,8,1030,10,2270,30,1050,99,863700
1033006,52050105,悍魔,6,52050105,64,7,1770,9,3540,29,1770,6,16630,8,1650,10,3600,30,1660,99,1374600
1033007,52050105,悍魔,7,52050105,90,7,2640,9,5280,29,2640,6,24810,8,2450,10,5370,30,2480,99,2049700
1033008,52050105,悍魔,8,52050105,120,7,3740,9,7480,29,3740,6,35200,8,3480,10,7630,30,3520,99,2907500
1033009,52050105,悍魔,9,52050105,150,7,5100,9,10200,29,5100,6,48020,8,4750,10,10400,30,4800,99,3965400
1033010,52050105,悍魔,10,52050105,180,7,6740,9,13480,29,6740,6,63470,8,6280,10,13750,30,6350,99,5241900
1033011,52050105,悍魔,11,52050105,220,7,8690,9,17380,29,8690,6,81750,8,8090,10,17710,30,8170,99,6753500
1033012,52050105,悍魔,12,52050105,260,7,10950,9,21900,29,10950,6,103050,8,10200,10,22330,30,10300,99,8512500
1033013,52050105,悍魔,13,52050105,310,7,13550,9,27100,29,13550,6,127540,8,12620,10,27630,30,12750,99,10534300
1033014,52050105,悍魔,14,52050105,350,7,16510,9,33020,29,16510,6,155420,8,15380,10,33670,30,15540,99,12836900
1033015,52050105,悍魔,15,52050105,400,7,19850,9,39700,29,19850,6,186860,8,18490,10,40490,30,18690,99,15434700
1033016,52050105,悍魔,16,52050105,460,7,23590,9,47180,29,23590,6,222010,8,21970,10,48100,30,22200,99,18339200
1033017,52050105,悍魔,17,52050105,520,7,27740,9,55480,29,27740,6,261070,8,25830,10,56560,30,26110,99,21565400
1033018,52050105,悍魔,18,52050105,580,7,32320,9,64640,29,32320,6,304170,8,30100,10,65900,30,30420,99,25126400
1033019,52050105,悍魔,19,52050105,640,7,37350,9,74700,29,37350,6,351500,8,34780,10,76160,30,35150,99,29036000
1033020,52050105,悍魔,20,0,0,7,42840,9,85680,29,42840,6,403200,8,39900,10,87360,30,40320,99,33306000
2033001,52050205,狂暴恶魔,1,52050205,3,7,160,9,320,29,160,6,1720,8,170,10,330,30,170,99,132900
2033002,52050205,狂暴恶魔,2,52050205,6,7,300,9,600,29,300,6,3280,8,320,10,630,30,320,99,251100
2033003,52050205,狂暴恶魔,3,52050205,12,7,640,9,1280,29,640,6,6890,8,670,10,1330,30,680,99,531300
2033004,52050205,狂暴恶魔,4,52050205,24,7,1220,9,2440,29,1220,6,13230,8,1280,10,2540,30,1310,99,1016600
2033005,52050205,狂暴恶魔,5,52050205,40,7,2110,9,4220,29,2110,6,22880,8,2220,10,4400,30,2270,99,1759600
2033006,52050205,狂暴恶魔,6,52050205,64,7,3360,9,6720,29,3360,6,36390,8,3530,10,7000,30,3600,99,2798800
2033007,52050205,狂暴恶魔,7,52050205,90,7,5010,9,10020,29,5010,6,54260,8,5270,10,10440,30,5370,99,4174200
2033008,52050205,狂暴恶魔,8,52050205,120,7,7110,9,14220,29,7110,6,76990,8,7480,10,14810,30,7630,99,5924300
2033009,52050205,狂暴恶魔,9,52050205,150,7,9700,9,19400,29,9700,6,105040,8,10200,10,20210,30,10400,99,8081300
2033010,52050205,狂暴恶魔,10,52050205,180,7,12830,9,25660,29,12830,6,138840,8,13490,10,26710,30,13750,99,10685300
2033011,52050205,狂暴恶魔,11,52050205,220,7,16520,9,33040,29,16520,6,178830,8,17370,10,34400,30,17710,99,13760600
2033012,52050205,狂暴恶魔,12,52050205,260,7,20820,9,41640,29,20820,6,225410,8,21900,10,43370,30,22330,99,17345700
2033013,52050205,狂暴恶魔,13,52050205,310,7,25770,9,51540,29,25770,6,279000,8,27100,10,53670,30,27630,99,21467500
2033014,52050205,狂暴恶魔,14,52050205,350,7,31410,9,62820,29,31410,6,339990,8,33030,10,65410,30,33670,99,26163300
2033015,52050205,狂暴恶魔,15,52050205,400,7,37760,9,75520,29,37760,6,408750,8,39710,10,78630,30,40490,99,31454500
2033016,52050205,狂暴恶魔,16,52050205,460,7,44870,9,89740,29,44870,6,485660,8,47180,10,93430,30,48100,99,37373700
2033017,52050205,狂暴恶魔,17,52050205,520,7,52760,9,105520,29,52760,6,571080,8,55480,10,109860,30,56560,99,43946600
2033018,52050205,狂暴恶魔,18,52050205,580,7,61470,9,122940,29,61470,6,665380,8,64640,10,128010,30,65900,99,51203100
2033019,52050205,狂暴恶魔,19,52050205,640,7,71030,9,142060,29,71030,6,768900,8,74690,10,147920,30,76160,99,59168000
2033020,52050205,狂暴恶魔,20,0,0,7,81480,9,162960,29,81480,6,882000,8,85680,10,169680,30,87360,99,67872000
1034001,52050106,深渊领主,1,52050106,3,7,80,9,160,29,80,6,800,8,90,10,160,30,80,99,65000
1034002,52050106,深渊领主,2,52050106,6,7,160,9,320,29,160,6,1510,8,160,10,310,30,160,99,125700
1034003,52050106,深渊领主,3,52050106,12,7,330,9,660,29,330,6,3180,8,340,10,660,30,330,99,262600
1034004,52050106,深渊领主,4,52050106,24,7,640,9,1280,29,640,6,6110,8,660,10,1260,30,630,99,506200
1034005,52050106,深渊领主,5,52050106,40,7,1100,9,2200,29,1100,6,10570,8,1140,10,2180,30,1090,99,873400
1034006,52050106,深渊领主,6,52050106,64,7,1750,9,3500,29,1750,6,16810,8,1820,10,3470,30,1730,99,1389700
1034007,52050106,深渊领主,7,52050106,90,7,2610,9,5220,29,2610,6,25060,8,2710,10,5170,30,2580,99,2071700
1034008,52050106,深渊领主,8,52050106,120,7,3700,9,7400,29,3700,6,35560,8,3850,10,7330,30,3670,99,2939700
1034009,52050106,深渊领主,9,52050106,150,7,5050,9,10100,29,5050,6,48520,8,5250,10,10000,30,5000,99,4010400
1034010,52050106,深渊领主,10,52050106,180,7,6680,9,13360,29,6680,6,64130,8,6940,10,13220,30,6610,99,5302600
1034011,52050106,深渊领主,11,52050106,220,7,8600,9,17200,29,8600,6,82600,8,8940,10,17030,30,8520,99,6829500
1034012,52050106,深渊领主,12,52050106,260,7,10840,9,21680,29,10840,6,104120,8,11270,10,21470,30,10730,99,8607900
1034013,52050106,深渊领主,13,52050106,310,7,13420,9,26840,29,13420,6,128870,8,13950,10,26570,30,13290,99,10655900
1034014,52050106,深渊领主,14,52050106,350,7,16350,9,32700,29,16350,6,157040,8,17000,10,32380,30,16190,99,12983800
1034015,52050106,深渊领主,15,52050106,400,7,19660,9,39320,29,19660,6,188800,8,20440,10,38930,30,19460,99,15610500
1034016,52050106,深渊领主,16,52050106,460,7,23360,9,46720,29,23360,6,224330,8,24280,10,46250,30,23130,99,18548100
1034017,52050106,深渊领主,17,52050106,520,7,27470,9,54940,29,27470,6,263780,8,28550,10,54390,30,27190,99,21810100
1034018,52050106,深渊领主,18,52050106,580,7,32000,9,64000,29,32000,6,307340,8,33270,10,63370,30,31680,99,25410300
1034019,52050106,深渊领主,19,52050106,640,7,36980,9,73960,29,36980,6,355160,8,38450,10,73230,30,36610,99,29364700
1034020,52050106,深渊领主,20,0,0,7,42420,9,84840,29,42420,6,407400,8,44100,10,84000,30,42000,99,33684000
2034001,52050206,地狱领主,1,52050206,3,7,170,9,340,29,170,6,1590,8,160,10,330,30,160,99,131300
2034002,52050206,地狱领主,2,52050206,6,7,320,9,640,29,320,6,3030,8,300,10,620,30,310,99,248600
2034003,52050206,地狱领主,3,52050206,12,7,680,9,1360,29,680,6,6360,8,620,10,1310,30,640,99,522700
2034004,52050206,地狱领主,4,52050206,24,7,1310,9,2620,29,1310,6,12220,8,1200,10,2520,30,1230,99,1006400
2034005,52050206,地狱领主,5,52050206,40,7,2270,9,4540,29,2270,6,21130,8,2070,10,4360,30,2140,99,1742600
2034006,52050206,地狱领主,6,52050206,64,7,3600,9,7200,29,3600,6,33610,8,3290,10,6930,30,3400,99,2767700
2034007,52050206,地狱领主,7,52050206,90,7,5370,9,10740,29,5370,6,50130,8,4910,10,10340,30,5060,99,4127600
2034008,52050206,地狱领主,8,52050206,120,7,7630,9,15260,29,7630,6,71130,8,6970,10,14670,30,7190,99,5861100
2034009,52050206,地狱领主,9,52050206,150,7,10400,9,20800,29,10400,6,97040,8,9500,10,20010,30,9800,99,7991300
2034010,52050206,地狱领主,10,52050206,180,7,13750,9,27500,29,13750,6,128260,8,12560,10,26450,30,12960,99,10564700
2034011,52050206,地狱领主,11,52050206,220,7,17710,9,35420,29,17710,6,165200,8,16180,10,34060,30,16690,99,13607000
2034012,52050206,地狱领主,12,52050206,260,7,22330,9,44660,29,22330,6,208240,8,20390,10,42940,30,21040,99,17153800
2034013,52050206,地狱领主,13,52050206,310,7,27630,9,55260,29,27630,6,257750,8,25240,10,53140,30,26040,99,21229000
2034014,52050206,地狱领主,14,52050206,350,7,33670,9,67340,29,33670,6,314080,8,30760,10,64760,30,31730,99,25869600
2034015,52050206,地狱领主,15,52050206,400,7,40490,9,80980,29,40490,6,377600,8,36980,10,77860,30,38150,99,31105000
2034016,52050206,地狱领主,16,52050206,460,7,48100,9,96200,29,48100,6,448650,8,43940,10,92510,30,45330,99,36955500
2034017,52050206,地狱领主,17,52050206,520,7,56560,9,113120,29,56560,6,527570,8,51670,10,108780,30,53300,99,43455400
2034018,52050206,地狱领主,18,52050206,580,7,65900,9,131800,29,65900,6,614680,8,60200,10,126740,30,62100,99,50630600
2034019,52050206,地狱领主,19,52050206,640,7,76160,9,152320,29,76160,6,710320,8,69570,10,146460,30,71760,99,58510400
2034020,52050206,地狱领主,20,0,0,7,87360,9,174720,29,87360,6,814800,8,79800,10,168000,30,82320,99,67116000
1035001,52050107,大恶魔,1,52050107,3,7,80,9,160,29,80,6,800,8,80,10,160,30,90,99,65000
1035002,52050107,大恶魔,2,52050107,6,7,160,9,320,29,160,6,1530,8,150,10,300,30,160,99,124600
1035003,52050107,大恶魔,3,52050107,12,7,330,9,660,29,330,6,3210,8,310,10,620,30,340,99,259200
1035004,52050107,大恶魔,4,52050107,24,7,640,9,1280,29,640,6,6170,8,600,10,1200,30,650,99,500400
1035005,52050107,大恶魔,5,52050107,40,7,1100,9,2200,29,1100,6,10680,8,1030,10,2070,30,1130,99,863100
1035006,52050107,大恶魔,6,52050107,64,7,1750,9,3500,29,1750,6,16980,8,1650,10,3290,30,1800,99,1374100
1035007,52050107,大恶魔,7,52050107,90,7,2610,9,5220,29,2610,6,25320,8,2450,10,4910,30,2690,99,2048900
1035008,52050107,大恶魔,8,52050107,120,7,3700,9,7400,29,3700,6,35930,8,3480,10,6970,30,3810,99,2906100
1035009,52050107,大恶魔,9,52050107,150,7,5050,9,10100,29,5050,6,49020,8,4750,10,9500,30,5200,99,3965400
1035010,52050107,大恶魔,10,52050107,180,7,6680,9,13360,29,6680,6,64790,8,6280,10,12560,30,6880,99,5243800
1035011,52050107,大恶魔,11,52050107,220,7,8600,9,17200,29,8600,6,83450,8,8090,10,16180,30,8860,99,6753000
1035012,52050107,大恶魔,12,52050107,260,7,10840,9,21680,29,10840,6,105190,8,10200,10,20390,30,11160,99,8511300
1035013,52050107,大恶魔,13,52050107,310,7,13420,9,26840,29,13420,6,130200,8,12620,10,25240,30,13820,99,10536000
1035014,52050107,大恶魔,14,52050107,350,7,16350,9,32700,29,16350,6,158660,8,15380,10,30760,30,16840,99,12838200
1035015,52050107,大恶魔,15,52050107,400,7,19660,9,39320,29,19660,6,190750,8,18490,10,36980,30,20240,99,15435000
1035016,52050107,大恶魔,16,52050107,460,7,23360,9,46720,29,23360,6,226640,8,21970,10,43940,30,24050,99,18339800
1035017,52050107,大恶魔,17,52050107,520,7,27470,9,54940,29,27470,6,266500,8,25830,10,51670,30,28280,99,21565500
1035018,52050107,大恶魔,18,52050107,580,7,32000,9,64000,29,32000,6,310510,8,30100,10,60200,30,32950,99,25125200
1035019,52050107,大恶魔,19,52050107,640,7,36980,9,73960,29,36980,6,358820,8,34780,10,69570,30,38080,99,29034900
1035020,52050107,大恶魔,20,0,0,7,42420,9,84840,29,42420,6,411600,8,39900,10,79800,30,43680,99,33306000
2035001,52050207,炎魔,1,52050207,3,7,170,9,340,29,170,6,1690,8,160,10,310,30,170,99,133300
2035002,52050207,炎魔,2,52050207,6,7,320,9,640,29,320,6,3210,8,300,10,600,30,320,99,252200
2035003,52050207,炎魔,3,52050207,12,7,660,9,1320,29,660,6,6760,8,640,10,1260,30,670,99,527200
2035004,52050207,炎魔,4,52050207,24,7,1270,9,2540,29,1270,6,12970,8,1220,10,2420,30,1280,99,1011400
2035005,52050207,炎魔,5,52050207,40,7,2200,9,4400,29,2200,6,22440,8,2110,10,4180,30,2220,99,1750800
2035006,52050207,炎魔,6,52050207,64,7,3500,9,7000,29,3500,6,35690,8,3360,10,6650,30,3530,99,2785300
2035007,52050207,炎魔,7,52050207,90,7,5220,9,10440,29,5220,6,53230,8,5010,10,9920,30,5270,99,4154600
2035008,52050207,炎魔,8,52050207,120,7,7410,9,14820,29,7410,6,75530,8,7110,10,14080,30,7480,99,5896600
2035009,52050207,炎魔,9,52050207,150,7,10100,9,20200,29,10100,6,103040,8,9700,10,19210,30,10200,99,8041300
2035010,52050207,炎魔,10,52050207,180,7,13360,9,26720,29,13360,6,136200,8,12830,10,25390,30,13490,99,10633500
2035011,52050207,炎魔,11,52050207,220,7,17200,9,34400,29,17200,6,175420,8,16520,10,32700,30,17370,99,13692400
2035012,52050207,炎魔,12,52050207,260,7,21680,9,43360,29,21680,6,221120,8,20820,10,41220,30,21900,99,17259400
2035013,52050207,炎魔,13,52050207,310,7,26840,9,53680,29,26840,6,273690,8,25770,10,51020,30,27100,99,21363800
2035014,52050207,炎魔,14,52050207,350,7,32700,9,65400,29,32700,6,333510,8,31410,10,62170,30,33030,99,26032700
2035015,52050207,炎魔,15,52050207,400,7,39320,9,78640,29,39320,6,400960,8,37760,10,74740,30,39710,99,31299200
2035016,52050207,炎魔,16,52050207,460,7,46720,9,93440,29,46720,6,476400,8,44870,10,88810,30,47180,99,37189500
2035017,52050207,炎魔,17,52050207,520,7,54930,9,109860,29,54930,6,560200,8,52760,10,104430,30,55480,99,43728500
2035018,52050207,炎魔,18,52050207,580,7,64000,9,128000,29,64000,6,652710,8,61470,10,121670,30,64640,99,50948700
2035019,52050207,炎魔,19,52050207,640,7,73960,9,147920,29,73960,6,754260,8,71030,10,140600,30,74690,99,58875200
2035020,52050207,炎魔,20,0,0,7,84840,9,169680,29,84840,6,865200,8,81480,10,161280,30,85680,99,67536000
1036001,52060101,地精投手,1,52060101,3,7,80,9,160,29,80,6,780,8,80,10,170,30,80,99,64100
1036002,52060101,地精投手,2,52060101,6,7,150,9,300,29,150,6,1480,8,150,10,330,30,150,99,121100
1036003,52060101,地精投手,3,52060101,12,7,310,9,620,29,310,6,3120,8,320,10,690,30,310,99,252900
1036004,52060101,地精投手,4,52060101,24,7,600,9,1200,29,600,6,5980,8,610,10,1320,30,600,99,486600
1036005,52060101,地精投手,5,52060101,40,7,1030,9,2060,29,1030,6,10350,8,1060,10,2290,30,1030,99,839500
1036006,52060101,地精投手,6,52060101,64,7,1650,9,3300,29,1650,6,16460,8,1680,10,3640,30,1650,99,1339200
1036007,52060101,地精投手,7,52060101,90,7,2450,9,4900,29,2450,6,24550,8,2510,10,5430,30,2450,99,1993500
1036008,52060101,地精投手,8,52060101,120,7,3480,9,6960,29,3480,6,34830,8,3560,10,7700,30,3480,99,2829600
1036009,52060101,地精投手,9,52060101,150,7,4750,9,9500,29,4750,6,47520,8,4850,10,10500,30,4750,99,3860400
1036010,52060101,地精投手,10,52060101,180,7,6280,9,12560,29,6280,6,62810,8,6410,10,13880,30,6280,99,5103200
1036011,52060101,地精投手,11,52060101,220,7,8090,9,16180,29,8090,6,80900,8,8260,10,17880,30,8090,99,6574000
1036012,52060101,地精投手,12,52060101,260,7,10200,9,20400,29,10200,6,101970,8,10410,10,22540,30,10200,99,8287400
1036013,52060101,地精投手,13,52060101,310,7,12620,9,25240,29,12620,6,126220,8,12890,10,27900,30,12620,99,10256400
1036014,52060101,地精投手,14,52060101,350,7,15380,9,30760,29,15380,6,153800,8,15700,10,34000,30,15380,99,12498000
1036015,52060101,地精投手,15,52060101,400,7,18490,9,36980,29,18490,6,184910,8,18880,10,40870,30,18490,99,15025700
1036016,52060101,地精投手,16,52060101,460,7,21970,9,43940,29,21970,6,219700,8,22430,10,48570,30,21970,99,17853500
1036017,52060101,地精投手,17,52060101,520,7,25830,9,51660,29,25830,6,258350,8,26380,10,57110,30,25830,99,20992500
1036018,52060101,地精投手,18,52060101,580,7,30100,9,60200,29,30100,6,301000,8,30730,10,66540,30,30100,99,24460000
1036019,52060101,地精投手,19,52060101,640,7,34780,9,69560,29,34780,6,347840,8,35520,10,76890,30,34780,99,28265300
1036020,52060101,地精投手,20,0,0,7,39900,9,79800,29,39900,6,399000,8,40740,10,88200,30,39900,99,32424000
2036001,52060201,熊地精,1,52060201,3,7,170,9,340,29,170,6,1590,8,170,10,340,30,160,99,132800
2036002,52060201,熊地精,2,52060201,6,7,320,9,640,29,320,6,3030,8,320,10,640,30,310,99,251600
2036003,52060201,熊地精,3,52060201,12,7,680,9,1360,29,680,6,6360,8,680,10,1350,30,660,99,532700
2036004,52060201,熊地精,4,52060201,24,7,1310,9,2620,29,1310,6,12220,8,1310,10,2590,30,1260,99,1023900
2036005,52060201,熊地精,5,52060201,40,7,2270,9,4540,29,2270,6,21130,8,2270,10,4490,30,2180,99,1773100
2036006,52060201,熊地精,6,52060201,64,7,3600,9,7200,29,3600,6,33610,8,3600,10,7140,30,3470,99,2816200
2036007,52060201,熊地精,7,52060201,90,7,5370,9,10740,29,5370,6,50130,8,5370,10,10650,30,5170,99,4200100
2036008,52060201,熊地精,8,52060201,120,7,7630,9,15260,29,7630,6,71130,8,7630,10,15110,30,7330,99,5963100
2036009,52060201,熊地精,9,52060201,150,7,10400,9,20800,29,10400,6,97040,8,10400,10,20610,30,10000,99,8131300
2036010,52060201,熊地精,10,52060201,180,7,13750,9,27500,29,13750,6,128260,8,13750,10,27240,30,13220,99,10749200
2036011,52060201,熊地精,11,52060201,220,7,17710,9,35420,29,17710,6,165200,8,17710,10,35080,30,17030,99,13845000
2036012,52060201,熊地精,12,52060201,260,7,22330,9,44660,29,22330,6,208240,8,22330,10,44220,30,21470,99,17454800
2036013,52060201,熊地精,13,52060201,310,7,27630,9,55260,29,27630,6,257750,8,27630,10,54740,30,26570,99,21601000
2036014,52060201,熊地精,14,52060201,350,7,33670,9,67340,29,33670,6,314080,8,33670,10,66700,30,32380,99,26322600
2036015,52060201,熊地精,15,52060201,400,7,40490,9,80980,29,40490,6,377600,8,40490,10,80190,30,38930,99,31650500
2036016,52060201,熊地精,16,52060201,460,7,48100,9,96200,29,48100,6,448650,8,48100,10,95280,30,46250,99,37602000
2036017,52060201,熊地精,17,52060201,520,7,56560,9,113120,29,56560,6,527570,8,56560,10,112040,30,54390,99,44216400
2036018,52060201,熊地精,18,52060201,580,7,65900,9,131800,29,65900,6,614680,8,65900,10,130540,30,63370,99,51517600
2036019,52060201,熊地精,19,52060201,640,7,76160,9,152320,29,76160,6,710320,8,76160,10,150850,30,73230,99,59535900
2036020,52060201,熊地精,20,0,0,7,87360,9,174720,29,87360,6,814800,8,87360,10,173040,30,84000,99,68292000
1037001,52060102,巫医,1,52060102,3,7,80,9,160,29,80,6,820,8,90,10,170,30,80,99,65900
1037002,52060102,巫医,2,52060102,6,7,150,9,300,29,150,6,1560,8,160,10,320,30,160,99,124200
1037003,52060102,巫医,3,52060102,12,7,310,9,620,29,310,6,3280,8,340,10,680,30,340,99,260600
1037004,52060102,巫医,4,52060102,24,7,600,9,1200,29,600,6,6300,8,660,10,1300,30,650,99,502000
1037005,52060102,巫医,5,52060102,40,7,1030,9,2060,29,1030,6,10890,8,1140,10,2240,30,1120,99,864800
1037006,52060102,巫医,6,52060102,64,7,1650,9,3300,29,1650,6,17330,8,1820,10,3570,30,1780,99,1380100
1037007,52060102,巫医,7,52060102,90,7,2450,9,4900,29,2450,6,25840,8,2710,10,5320,30,2660,99,2054800
1037008,52060102,巫医,8,52060102,120,7,3480,9,6960,29,3480,6,36660,8,3850,10,7550,30,3780,99,2917700
1037009,52060102,巫医,9,52060102,150,7,4750,9,9500,29,4750,6,50020,8,5250,10,10300,30,5150,99,3980400
1037010,52060102,巫医,10,52060102,180,7,6280,9,12560,29,6280,6,66110,8,6940,10,13620,30,6810,99,5262200
1037011,52060102,巫医,11,52060102,220,7,8090,9,16180,29,8090,6,85160,8,8940,10,17540,30,8770,99,6778200
1037012,52060102,巫医,12,52060102,260,7,10200,9,20400,29,10200,6,107340,8,11270,10,22110,30,11060,99,8545300
1037013,52060102,巫医,13,52060102,310,7,12620,9,25240,29,12620,6,132860,8,13950,10,27370,30,13680,99,10574700
1037014,52060102,巫医,14,52060102,350,7,15380,9,30760,29,15380,6,161900,8,17000,10,33350,30,16680,99,12887500
1037015,52060102,巫医,15,52060102,400,7,18490,9,36980,29,18490,6,194640,8,20440,10,40100,30,20050,99,15493800
1037016,52060102,巫医,16,52060102,460,7,21970,9,43940,29,21970,6,231260,8,24280,10,47640,30,23820,99,18408200
1037017,52060102,巫医,17,52060102,520,7,25830,9,51660,29,25830,6,271940,8,28550,10,56020,30,28010,99,21644800
1037018,52060102,巫医,18,52060102,580,7,30100,9,60200,29,30100,6,316850,8,33270,10,65270,30,32640,99,25221500
1037019,52060102,巫医,19,52060102,640,7,34780,9,69560,29,34780,6,366140,8,38450,10,75430,30,37710,99,29144300
1037020,52060102,巫医,20,0,0,7,39900,9,79800,29,39900,6,420000,8,44100,10,86520,30,43260,99,33432000
2037001,52060202,先知,1,52060202,3,7,170,9,340,29,170,6,1710,8,170,10,310,30,160,99,133700
2037002,52060202,先知,2,52060202,6,7,320,9,640,29,320,6,3240,8,320,10,600,30,300,99,252800
2037003,52060202,先知,3,52060202,12,7,660,9,1320,29,660,6,6820,8,680,10,1260,30,630,99,528400
2037004,52060202,先知,4,52060202,24,7,1270,9,2540,29,1270,6,13100,8,1300,10,2420,30,1210,99,1015000
2037005,52060202,先知,5,52060202,40,7,2200,9,4400,29,2200,6,22660,8,2240,10,4180,30,2090,99,1755200
2037006,52060202,先知,6,52060202,64,7,3500,9,7000,29,3500,6,36040,8,3570,10,6650,30,3330,99,2793300
2037007,52060202,先知,7,52060202,90,7,5220,9,10440,29,5220,6,53750,8,5320,10,9920,30,4960,99,4165000
2037008,52060202,先知,8,52060202,120,7,7410,9,14820,29,7410,6,76260,8,7550,10,14080,30,7040,99,5911200
2037009,52060202,先知,9,52060202,150,7,10100,9,20200,29,10100,6,104040,8,10300,10,19210,30,9600,99,8061300
2037010,52060202,先知,10,52060202,180,7,13360,9,26720,29,13360,6,137520,8,13620,10,25390,30,12690,99,10658900
2037011,52060202,先知,11,52060202,220,7,17200,9,34400,29,17200,6,177120,8,17540,10,32700,30,16350,99,13726400
2037012,52060202,先知,12,52060202,260,7,21680,9,43360,29,21680,6,223270,8,22110,10,41220,30,20610,99,17302400
2037013,52060202,先知,13,52060202,310,7,26840,9,53680,29,26840,6,276350,8,27370,10,51020,30,25510,99,21418000
2037014,52060202,先知,14,52060202,350,7,32700,9,65400,29,32700,6,336750,8,33350,10,62170,30,31080,99,26096500
2037015,52060202,先知,15,52060202,400,7,39320,9,78640,29,39320,6,404850,8,40100,10,74740,30,37370,99,31377000
2037016,52060202,先知,16,52060202,460,7,46720,9,93440,29,46720,6,481030,8,47640,10,88810,30,44400,99,37281100
2037017,52060202,先知,17,52060202,520,7,54930,9,109860,29,54930,6,565640,8,56020,10,104430,30,52210,99,43836300
2037018,52060202,先知,18,52060202,580,7,64000,9,128000,29,64000,6,659040,8,65270,10,121670,30,60830,99,51074300
2037019,52060202,先知,19,52060202,640,7,73960,9,147920,29,73960,6,761580,8,75430,10,140600,30,70300,99,59022600
2037020,52060202,先知,20,0,0,7,84840,9,169680,29,84840,6,873600,8,86520,10,161280,30,80640,99,67704000
1038001,52060103,暴徒,1,52060103,3,7,80,9,160,29,80,6,800,8,80,10,160,30,80,99,64000
1038002,52060103,暴徒,2,52060103,6,7,150,9,300,29,150,6,1510,8,160,10,300,30,150,99,121200
1038003,52060103,暴徒,3,52060103,12,7,320,9,640,29,320,6,3180,8,340,10,630,30,320,99,257100
1038004,52060103,暴徒,4,52060103,24,7,610,9,1220,29,610,6,6110,8,650,10,1210,30,620,99,492700
1038005,52060103,暴徒,5,52060103,40,7,1060,9,2120,29,1060,6,10570,8,1120,10,2090,30,1070,99,852900
1038006,52060103,暴徒,6,52060103,64,7,1680,9,3360,29,1680,6,16810,8,1780,10,3330,30,1700,99,1354700
1038007,52060103,暴徒,7,52060103,90,7,2510,9,5020,29,2510,6,25060,8,2660,10,4960,30,2530,99,2021200
1038008,52060103,暴徒,8,52060103,120,7,3560,9,7120,29,3560,6,35560,8,3780,10,7040,30,3590,99,2868200
1038009,52060103,暴徒,9,52060103,150,7,4850,9,9700,29,4850,6,48520,8,5150,10,9600,30,4900,99,3910400
1038010,52060103,暴徒,10,52060103,180,7,6410,9,12820,29,6410,6,64130,8,6810,10,12690,30,6480,99,5169100
1038011,52060103,暴徒,11,52060103,220,7,8260,9,16520,29,8260,6,82600,8,8770,10,16350,30,8350,99,6659500
1038012,52060103,暴徒,12,52060103,260,7,10410,9,20820,29,10410,6,104120,8,11060,10,20610,30,10520,99,8393900
1038013,52060103,暴徒,13,52060103,310,7,12890,9,25780,29,12890,6,128870,8,13680,10,25510,30,13020,99,10389900
1038014,52060103,暴徒,14,52060103,350,7,15700,9,31400,29,15700,6,157040,8,16680,10,31080,30,15870,99,12659800
