lazyid,id,name,lv,needitem,neednum,needlv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3
5006023,53100006,青日战旗,23,53100006,23,20,30,6070,93,0,99,607000
5006024,53100006,青日战旗,24,53100006,24,20,30,6530,93,0,99,653000
5006025,53100006,青日战旗,25,53100006,25,20,30,7005,93,0,99,700500
5006026,53100006,青日战旗,26,53100006,26,20,30,7495,93,0,99,749500
5006027,53100006,青日战旗,27,53100006,27,20,30,8000,93,0,99,800000
5006028,53100006,青日战旗,28,53100006,28,20,30,8515,93,0,99,851500
5006029,53100006,青日战旗,29,53100006,29,20,30,9050,93,0,99,905000
5006030,53100006,青日战旗,30,53100006,30,30,30,9595,93,0,99,959500
5006031,53100006,青日战旗,31,53100006,31,30,30,10155,93,0,99,1015500
5006032,53100006,青日战旗,32,53100006,32,30,30,10725,93,0,99,1072500
5006033,53100006,青日战旗,33,53100006,33,30,30,11315,93,0,99,1131500
5006034,53100006,青日战旗,34,53100006,34,30,30,11915,93,0,99,1191500
5006035,53100006,青日战旗,35,53100006,35,30,30,12525,93,0,99,1252500
5006036,53100006,青日战旗,36,53100006,36,30,30,13155,93,0,99,1315500
5006037,53100006,青日战旗,37,53100006,37,30,30,13795,93,0,99,1379500
5006038,53100006,青日战旗,38,53100006,38,30,30,14445,93,0,99,1444500
5006039,53100006,青日战旗,39,53100006,39,30,30,15110,93,0,99,1511000
5006040,53100006,青日战旗,40,53100006,40,40,30,15790,93,0,99,1579000
5006041,53100006,青日战旗,41,53100006,41,40,30,16485,93,0,99,1648500
5006042,53100006,青日战旗,42,53100006,42,40,30,17190,93,0,99,1719000
5006043,53100006,青日战旗,43,53100006,43,40,30,17905,93,0,99,1790500
5006044,53100006,青日战旗,44,53100006,44,40,30,18635,93,0,99,1863500
5006045,53100006,青日战旗,45,53100006,45,40,30,19380,93,0,99,1938000
5006046,53100006,青日战旗,46,53100006,46,40,30,20135,93,0,99,2013500
5006047,53100006,青日战旗,47,53100006,47,40,30,20900,93,0,99,2090000
5006048,53100006,青日战旗,48,53100006,48,40,30,21680,93,0,99,2168000
5006049,53100006,青日战旗,49,53100006,49,40,30,22470,93,0,99,2247000
5006050,53100006,青日战旗,50,53100006,50,50,30,23275,93,0,99,2327500
5006051,53100006,青日战旗,51,53100006,51,50,30,24090,93,0,99,2409000
5006052,53100006,青日战旗,52,53100006,52,50,30,24920,93,0,99,2492000
5006053,53100006,青日战旗,53,53100006,53,50,30,25760,93,0,99,2576000
5006054,53100006,青日战旗,54,53100006,54,50,30,26615,93,0,99,2661500
5006055,53100006,青日战旗,55,53100006,55,50,30,27480,93,0,99,2748000
5006056,53100006,青日战旗,56,53100006,56,50,30,28355,93,0,99,2835500
5006057,53100006,青日战旗,57,53100006,57,50,30,29245,93,0,99,2924500
5006058,53100006,青日战旗,58,53100006,58,50,30,30145,93,0,99,3014500
5006059,53100006,青日战旗,59,53100006,59,50,30,31055,93,0,99,3105500
5006060,53100006,青日战旗,60,53100006,60,60,30,31980,93,0,99,3198000
5006061,53100006,青日战旗,61,53100006,61,60,30,32915,93,0,99,3291500
5006062,53100006,青日战旗,62,53100006,62,60,30,33860,93,0,99,3386000
5006063,53100006,青日战旗,63,53100006,63,60,30,34815,93,0,99,3481500
5006064,53100006,青日战旗,64,53100006,64,60,30,35785,93,0,99,3578500
5006065,53100006,青日战旗,65,53100006,65,60,30,36765,93,0,99,3676500
5006066,53100006,青日战旗,66,53100006,66,60,30,37760,93,0,99,3776000
5006067,53100006,青日战旗,67,53100006,67,60,30,38765,93,0,99,3876500
5006068,53100006,青日战旗,68,53100006,68,60,30,39780,93,0,99,3978000
5006069,53100006,青日战旗,69,53100006,69,60,30,40805,93,0,99,4080500
5006070,53100006,青日战旗,70,53100006,70,70,30,41840,93,0,99,4184000
5006071,53100006,青日战旗,71,53100006,71,70,30,42890,93,0,99,4289000
5006072,53100006,青日战旗,72,53100006,72,70,30,43950,93,0,99,4395000
5006073,53100006,青日战旗,73,53100006,73,70,30,45020,93,0,99,4502000
5006074,53100006,青日战旗,74,53100006,74,70,30,46105,93,0,99,4610500
5006075,53100006,青日战旗,75,53100006,75,70,30,47195,93,0,99,4719500
5006076,53100006,青日战旗,76,53100006,76,70,30,48300,93,0,99,4830000
5006077,53100006,青日战旗,77,53100006,77,70,30,49415,93,0,99,4941500
5006078,53100006,青日战旗,78,53100006,78,70,30,50540,93,0,99,5054000
5006079,53100006,青日战旗,79,53100006,79,70,30,51675,93,0,99,5167500
5006080,53100006,青日战旗,80,53100006,80,80,30,52825,93,0,99,5282500
5006081,53100006,青日战旗,81,53100006,81,80,30,53980,93,0,99,5398000
5006082,53100006,青日战旗,82,53100006,82,80,30,55150,93,0,99,5515000
5006083,53100006,青日战旗,83,53100006,83,80,30,56330,93,0,99,5633000
5006084,53100006,青日战旗,84,53100006,84,80,30,57520,93,0,99,5752000
5006085,53100006,青日战旗,85,53100006,85,80,30,58720,93,0,99,5872000
5006086,53100006,青日战旗,86,53100006,86,80,30,59935,93,0,99,5993500
5006087,53100006,青日战旗,87,53100006,87,80,30,61155,93,0,99,6115500
5006088,53100006,青日战旗,88,53100006,88,80,30,62390,93,0,99,6239000
5006089,53100006,青日战旗,89,53100006,89,80,30,63635,93,0,99,6363500
5006090,53100006,青日战旗,90,53100006,90,90,30,64885,93,0,99,6488500
5006091,53100006,青日战旗,91,53100006,91,90,30,66150,93,0,99,6615000
5006092,53100006,青日战旗,92,53100006,92,90,30,67425,93,0,99,6742500
5006093,53100006,青日战旗,93,53100006,93,90,30,68710,93,0,99,6871000
5006094,53100006,青日战旗,94,53100006,94,90,30,70010,93,0,99,7001000
5006095,53100006,青日战旗,95,53100006,95,90,30,71315,93,0,99,7131500
5006096,53100006,青日战旗,96,53100006,96,90,30,72630,93,0,99,7263000
5006097,53100006,青日战旗,97,53100006,97,90,30,73960,93,0,99,7396000
5006098,53100006,青日战旗,98,53100006,98,90,30,75295,93,0,99,7529500
5006099,53100006,青日战旗,99,53100006,99,90,30,76640,93,0,99,7664000
5006100,53100006,青日战旗,100,53100006,100,90,30,78000,93,0,99,7800000
6006001,53200006,日蚀战旗,1,53200006,1,1,30,300,93,0,99,30000
6006002,53200006,日蚀战旗,2,53200006,2,1,30,410,93,0,99,41000
6006003,53200006,日蚀战旗,3,53200006,3,1,30,580,93,0,99,58000
6006004,53200006,日蚀战旗,4,53200006,4,1,30,800,93,0,99,80000
6006005,53200006,日蚀战旗,5,53200006,5,1,30,1070,93,0,99,107000
6006006,53200006,日蚀战旗,6,53200006,6,1,30,1380,93,0,99,138000
6006007,53200006,日蚀战旗,7,53200006,7,1,30,1730,93,0,99,173000
6006008,53200006,日蚀战旗,8,53200006,8,1,30,2120,93,0,99,212000
6006009,53200006,日蚀战旗,9,53200006,9,1,30,2550,93,0,99,255000
6006010,53200006,日蚀战旗,10,53200006,10,10,30,3020,93,300,99,302000
6006011,53200006,日蚀战旗,11,53200006,11,10,30,3520,93,300,99,352000
6006012,53200006,日蚀战旗,12,53200006,12,10,30,4060,93,300,99,406000
6006013,53200006,日蚀战旗,13,53200006,13,10,30,4630,93,300,99,463000
6006014,53200006,日蚀战旗,14,53200006,14,10,30,5240,93,300,99,524000
6006015,53200006,日蚀战旗,15,53200006,15,10,30,5880,93,300,99,588000
6006016,53200006,日蚀战旗,16,53200006,16,10,30,6550,93,300,99,655000
6006017,53200006,日蚀战旗,17,53200006,17,10,30,7260,93,300,99,726000
6006018,53200006,日蚀战旗,18,53200006,18,10,30,7990,93,300,99,799000
6006019,53200006,日蚀战旗,19,53200006,19,10,30,8760,93,300,99,876000
6006020,53200006,日蚀战旗,20,53200006,20,20,30,9560,93,600,99,956000
6006021,53200006,日蚀战旗,21,53200006,21,20,30,10390,93,600,99,1039000
6006022,53200006,日蚀战旗,22,53200006,22,20,30,11250,93,600,99,1125000
6006023,53200006,日蚀战旗,23,53200006,23,20,30,12140,93,600,99,1214000
6006024,53200006,日蚀战旗,24,53200006,24,20,30,13060,93,600,99,1306000
6006025,53200006,日蚀战旗,25,53200006,25,20,30,14010,93,600,99,1401000
6006026,53200006,日蚀战旗,26,53200006,26,20,30,14990,93,600,99,1499000
6006027,53200006,日蚀战旗,27,53200006,27,20,30,16000,93,600,99,1600000
6006028,53200006,日蚀战旗,28,53200006,28,20,30,17030,93,600,99,1703000
6006029,53200006,日蚀战旗,29,53200006,29,20,30,18100,93,600,99,1810000
6006030,53200006,日蚀战旗,30,53200006,30,30,30,19190,93,900,99,1919000
6006031,53200006,日蚀战旗,31,53200006,31,30,30,20310,93,900,99,2031000
6006032,53200006,日蚀战旗,32,53200006,32,30,30,21450,93,900,99,2145000
6006033,53200006,日蚀战旗,33,53200006,33,30,30,22630,93,900,99,2263000
6006034,53200006,日蚀战旗,34,53200006,34,30,30,23830,93,900,99,2383000
6006035,53200006,日蚀战旗,35,53200006,35,30,30,25050,93,900,99,2505000
6006036,53200006,日蚀战旗,36,53200006,36,30,30,26310,93,900,99,2631000
6006037,53200006,日蚀战旗,37,53200006,37,30,30,27590,93,900,99,2759000
6006038,53200006,日蚀战旗,38,53200006,38,30,30,28890,93,900,99,2889000
6006039,53200006,日蚀战旗,39,53200006,39,30,30,30220,93,900,99,3022000
6006040,53200006,日蚀战旗,40,53200006,40,40,30,31580,93,1200,99,3158000
6006041,53200006,日蚀战旗,41,53200006,41,40,30,32970,93,1200,99,3297000
6006042,53200006,日蚀战旗,42,53200006,42,40,30,34380,93,1200,99,3438000
6006043,53200006,日蚀战旗,43,53200006,43,40,30,35810,93,1200,99,3581000
6006044,53200006,日蚀战旗,44,53200006,44,40,30,37270,93,1200,99,3727000
6006045,53200006,日蚀战旗,45,53200006,45,40,30,38760,93,1200,99,3876000
6006046,53200006,日蚀战旗,46,53200006,46,40,30,40270,93,1200,99,4027000
6006047,53200006,日蚀战旗,47,53200006,47,40,30,41800,93,1200,99,4180000
6006048,53200006,日蚀战旗,48,53200006,48,40,30,43360,93,1200,99,4336000
6006049,53200006,日蚀战旗,49,53200006,49,40,30,44940,93,1200,99,4494000
6006050,53200006,日蚀战旗,50,53200006,50,50,30,46550,93,1800,99,4655000
6006051,53200006,日蚀战旗,51,53200006,51,50,30,48180,93,1800,99,4818000
6006052,53200006,日蚀战旗,52,53200006,52,50,30,49840,93,1800,99,4984000
6006053,53200006,日蚀战旗,53,53200006,53,50,30,51520,93,1800,99,5152000
6006054,53200006,日蚀战旗,54,53200006,54,50,30,53230,93,1800,99,5323000
6006055,53200006,日蚀战旗,55,53200006,55,50,30,54960,93,1800,99,5496000
6006056,53200006,日蚀战旗,56,53200006,56,50,30,56710,93,1800,99,5671000
6006057,53200006,日蚀战旗,57,53200006,57,50,30,58490,93,1800,99,5849000
6006058,53200006,日蚀战旗,58,53200006,58,50,30,60290,93,1800,99,6029000
6006059,53200006,日蚀战旗,59,53200006,59,50,30,62110,93,1800,99,6211000
6006060,53200006,日蚀战旗,60,53200006,60,60,30,63960,93,2400,99,6396000
6006061,53200006,日蚀战旗,61,53200006,61,60,30,65830,93,2400,99,6583000
6006062,53200006,日蚀战旗,62,53200006,62,60,30,67720,93,2400,99,6772000
6006063,53200006,日蚀战旗,63,53200006,63,60,30,69630,93,2400,99,6963000
6006064,53200006,日蚀战旗,64,53200006,64,60,30,71570,93,2400,99,7157000
6006065,53200006,日蚀战旗,65,53200006,65,60,30,73530,93,2400,99,7353000
6006066,53200006,日蚀战旗,66,53200006,66,60,30,75520,93,2400,99,7552000
6006067,53200006,日蚀战旗,67,53200006,67,60,30,77530,93,2400,99,7753000
6006068,53200006,日蚀战旗,68,53200006,68,60,30,79560,93,2400,99,7956000
6006069,53200006,日蚀战旗,69,53200006,69,60,30,81610,93,2400,99,8161000
6006070,53200006,日蚀战旗,70,53200006,70,70,30,83680,93,3000,99,8368000
6006071,53200006,日蚀战旗,71,53200006,71,70,30,85780,93,3000,99,8578000
6006072,53200006,日蚀战旗,72,53200006,72,70,30,87900,93,3000,99,8790000
6006073,53200006,日蚀战旗,73,53200006,73,70,30,90040,93,3000,99,9004000
6006074,53200006,日蚀战旗,74,53200006,74,70,30,92210,93,3000,99,9221000
6006075,53200006,日蚀战旗,75,53200006,75,70,30,94390,93,3000,99,9439000
6006076,53200006,日蚀战旗,76,53200006,76,70,30,96600,93,3000,99,9660000
6006077,53200006,日蚀战旗,77,53200006,77,70,30,98830,93,3000,99,9883000
6006078,53200006,日蚀战旗,78,53200006,78,70,30,101080,93,3000,99,10108000
6006079,53200006,日蚀战旗,79,53200006,79,70,30,103350,93,3000,99,10335000
6006080,53200006,日蚀战旗,80,53200006,80,80,30,105650,93,3600,99,10565000
6006081,53200006,日蚀战旗,81,53200006,81,80,30,107960,93,3600,99,10796000
6006082,53200006,日蚀战旗,82,53200006,82,80,30,110300,93,3600,99,11030000
6006083,53200006,日蚀战旗,83,53200006,83,80,30,112660,93,3600,99,11266000
6006084,53200006,日蚀战旗,84,53200006,84,80,30,115040,93,3600,99,11504000
6006085,53200006,日蚀战旗,85,53200006,85,80,30,117440,93,3600,99,11744000
6006086,53200006,日蚀战旗,86,53200006,86,80,30,119870,93,3600,99,11987000
6006087,53200006,日蚀战旗,87,53200006,87,80,30,122310,93,3600,99,12231000
6006088,53200006,日蚀战旗,88,53200006,88,80,30,124780,93,3600,99,12478000
6006089,53200006,日蚀战旗,89,53200006,89,80,30,127270,93,3600,99,12727000
6006090,53200006,日蚀战旗,90,53200006,90,90,30,129770,93,4500,99,12977000
6006091,53200006,日蚀战旗,91,53200006,91,90,30,132300,93,4500,99,13230000
6006092,53200006,日蚀战旗,92,53200006,92,90,30,134850,93,4500,99,13485000
6006093,53200006,日蚀战旗,93,53200006,93,90,30,137420,93,4500,99,13742000
6006094,53200006,日蚀战旗,94,53200006,94,90,30,140020,93,4500,99,14002000
6006095,53200006,日蚀战旗,95,53200006,95,90,30,142630,93,4500,99,14263000
6006096,53200006,日蚀战旗,96,53200006,96,90,30,145260,93,4500,99,14526000
6006097,53200006,日蚀战旗,97,53200006,97,90,30,147920,93,4500,99,14792000
6006098,53200006,日蚀战旗,98,53200006,98,90,30,150590,93,4500,99,15059000
6006099,53200006,日蚀战旗,99,53200006,99,90,30,153280,93,4500,99,15328000
6006100,53200006,日蚀战旗,100,53200006,100,90,30,156000,93,6000,99,15600000
5007001,53100007,公牛战旗,1,53100007,1,1,6,1500,106,0,99,30000
5007002,53100007,公牛战旗,2,53100007,2,1,6,2050,106,0,99,41000
5007003,53100007,公牛战旗,3,53100007,3,1,6,2900,106,0,99,58000
5007004,53100007,公牛战旗,4,53100007,4,1,6,4000,106,0,99,80000
5007005,53100007,公牛战旗,5,53100007,5,1,6,5350,106,0,99,107000
5007006,53100007,公牛战旗,6,53100007,6,1,6,6900,106,0,99,138000
5007007,53100007,公牛战旗,7,53100007,7,1,6,8650,106,0,99,173000
5007008,53100007,公牛战旗,8,53100007,8,1,6,10600,106,0,99,212000
5007009,53100007,公牛战旗,9,53100007,9,1,6,12750,106,0,99,255000
5007010,53100007,公牛战旗,10,53100007,10,10,6,15100,106,0,99,302000
5007011,53100007,公牛战旗,11,53100007,11,10,6,17600,106,0,99,352000
5007012,53100007,公牛战旗,12,53100007,12,10,6,20300,106,0,99,406000
5007013,53100007,公牛战旗,13,53100007,13,10,6,23150,106,0,99,463000
5007014,53100007,公牛战旗,14,53100007,14,10,6,26200,106,0,99,524000
5007015,53100007,公牛战旗,15,53100007,15,10,6,29400,106,0,99,588000
5007016,53100007,公牛战旗,16,53100007,16,10,6,32750,106,0,99,655000
5007017,53100007,公牛战旗,17,53100007,17,10,6,36300,106,0,99,726000
5007018,53100007,公牛战旗,18,53100007,18,10,6,39950,106,0,99,799000
5007019,53100007,公牛战旗,19,53100007,19,10,6,43800,106,0,99,876000
5007020,53100007,公牛战旗,20,53100007,20,20,6,47800,106,0,99,956000
5007021,53100007,公牛战旗,21,53100007,21,20,6,51950,106,0,99,1039000
5007022,53100007,公牛战旗,22,53100007,22,20,6,56250,106,0,99,1125000
5007023,53100007,公牛战旗,23,53100007,23,20,6,60700,106,0,99,1214000
5007024,53100007,公牛战旗,24,53100007,24,20,6,65300,106,0,99,1306000
5007025,53100007,公牛战旗,25,53100007,25,20,6,70050,106,0,99,1401000
5007026,53100007,公牛战旗,26,53100007,26,20,6,74950,106,0,99,1499000
5007027,53100007,公牛战旗,27,53100007,27,20,6,80000,106,0,99,1600000
5007028,53100007,公牛战旗,28,53100007,28,20,6,85150,106,0,99,1703000
5007029,53100007,公牛战旗,29,53100007,29,20,6,90500,106,0,99,1810000
5007030,53100007,公牛战旗,30,53100007,30,30,6,95950,106,0,99,1919000
5007031,53100007,公牛战旗,31,53100007,31,30,6,101550,106,0,99,2031000
5007032,53100007,公牛战旗,32,53100007,32,30,6,107250,106,0,99,2145000
5007033,53100007,公牛战旗,33,53100007,33,30,6,113150,106,0,99,2263000
5007034,53100007,公牛战旗,34,53100007,34,30,6,119150,106,0,99,2383000
5007035,53100007,公牛战旗,35,53100007,35,30,6,125250,106,0,99,2505000
5007036,53100007,公牛战旗,36,53100007,36,30,6,131550,106,0,99,2631000
5007037,53100007,公牛战旗,37,53100007,37,30,6,137950,106,0,99,2759000
5007038,53100007,公牛战旗,38,53100007,38,30,6,144450,106,0,99,2889000
5007039,53100007,公牛战旗,39,53100007,39,30,6,151100,106,0,99,3022000
5007040,53100007,公牛战旗,40,53100007,40,40,6,157900,106,0,99,3158000
5007041,53100007,公牛战旗,41,53100007,41,40,6,164850,106,0,99,3297000
5007042,53100007,公牛战旗,42,53100007,42,40,6,171900,106,0,99,3438000
5007043,53100007,公牛战旗,43,53100007,43,40,6,179050,106,0,99,3581000
5007044,53100007,公牛战旗,44,53100007,44,40,6,186350,106,0,99,3727000
5007045,53100007,公牛战旗,45,53100007,45,40,6,193800,106,0,99,3876000
5007046,53100007,公牛战旗,46,53100007,46,40,6,201350,106,0,99,4027000
5007047,53100007,公牛战旗,47,53100007,47,40,6,209000,106,0,99,4180000
5007048,53100007,公牛战旗,48,53100007,48,40,6,216800,106,0,99,4336000
5007049,53100007,公牛战旗,49,53100007,49,40,6,224700,106,0,99,4494000
5007050,53100007,公牛战旗,50,53100007,50,50,6,232750,106,0,99,4655000
5007051,53100007,公牛战旗,51,53100007,51,50,6,240900,106,0,99,4818000
5007052,53100007,公牛战旗,52,53100007,52,50,6,249200,106,0,99,4984000
5007053,53100007,公牛战旗,53,53100007,53,50,6,257600,106,0,99,5152000
5007054,53100007,公牛战旗,54,53100007,54,50,6,266150,106,0,99,5323000
5007055,53100007,公牛战旗,55,53100007,55,50,6,274800,106,0,99,5496000
5007056,53100007,公牛战旗,56,53100007,56,50,6,283550,106,0,99,5671000
5007057,53100007,公牛战旗,57,53100007,57,50,6,292450,106,0,99,5849000
5007058,53100007,公牛战旗,58,53100007,58,50,6,301450,106,0,99,6029000
5007059,53100007,公牛战旗,59,53100007,59,50,6,310550,106,0,99,6211000
5007060,53100007,公牛战旗,60,53100007,60,60,6,319800,106,0,99,6396000
5007061,53100007,公牛战旗,61,53100007,61,60,6,329150,106,0,99,6583000
5007062,53100007,公牛战旗,62,53100007,62,60,6,338600,106,0,99,6772000
5007063,53100007,公牛战旗,63,53100007,63,60,6,348150,106,0,99,6963000
5007064,53100007,公牛战旗,64,53100007,64,60,6,357850,106,0,99,7157000
5007065,53100007,公牛战旗,65,53100007,65,60,6,367650,106,0,99,7353000
5007066,53100007,公牛战旗,66,53100007,66,60,6,377600,106,0,99,7552000
5007067,53100007,公牛战旗,67,53100007,67,60,6,387650,106,0,99,7753000
5007068,53100007,公牛战旗,68,53100007,68,60,6,397800,106,0,99,7956000
5007069,53100007,公牛战旗,69,53100007,69,60,6,408050,106,0,99,8161000
5007070,53100007,公牛战旗,70,53100007,70,70,6,418400,106,0,99,8368000
5007071,53100007,公牛战旗,71,53100007,71,70,6,428900,106,0,99,8578000
5007072,53100007,公牛战旗,72,53100007,72,70,6,439500,106,0,99,8790000
5007073,53100007,公牛战旗,73,53100007,73,70,6,450200,106,0,99,9004000
5007074,53100007,公牛战旗,74,53100007,74,70,6,461050,106,0,99,9221000
5007075,53100007,公牛战旗,75,53100007,75,70,6,471950,106,0,99,9439000
5007076,53100007,公牛战旗,76,53100007,76,70,6,483000,106,0,99,9660000
5007077,53100007,公牛战旗,77,53100007,77,70,6,494150,106,0,99,9883000
5007078,53100007,公牛战旗,78,53100007,78,70,6,505400,106,0,99,10108000
5007079,53100007,公牛战旗,79,53100007,79,70,6,516750,106,0,99,10335000
5007080,53100007,公牛战旗,80,53100007,80,80,6,528250,106,0,99,10565000
5007081,53100007,公牛战旗,81,53100007,81,80,6,539800,106,0,99,10796000
5007082,53100007,公牛战旗,82,53100007,82,80,6,551500,106,0,99,11030000
5007083,53100007,公牛战旗,83,53100007,83,80,6,563300,106,0,99,11266000
5007084,53100007,公牛战旗,84,53100007,84,80,6,575200,106,0,99,11504000
5007085,53100007,公牛战旗,85,53100007,85,80,6,587200,106,0,99,11744000
5007086,53100007,公牛战旗,86,53100007,86,80,6,599350,106,0,99,11987000
5007087,53100007,公牛战旗,87,53100007,87,80,6,611550,106,0,99,12231000
5007088,53100007,公牛战旗,88,53100007,88,80,6,623900,106,0,99,12478000
5007089,53100007,公牛战旗,89,53100007,89,80,6,636350,106,0,99,12727000
5007090,53100007,公牛战旗,90,53100007,90,90,6,648850,106,0,99,12977000
5007091,53100007,公牛战旗,91,53100007,91,90,6,661500,106,0,99,13230000
5007092,53100007,公牛战旗,92,53100007,92,90,6,674250,106,0,99,13485000
5007093,53100007,公牛战旗,93,53100007,93,90,6,687100,106,0,99,13742000
5007094,53100007,公牛战旗,94,53100007,94,90,6,700100,106,0,99,14002000
5007095,53100007,公牛战旗,95,53100007,95,90,6,713150,106,0,99,14263000
5007096,53100007,公牛战旗,96,53100007,96,90,6,726300,106,0,99,14526000
5007097,53100007,公牛战旗,97,53100007,97,90,6,739600,106,0,99,14792000
5007098,53100007,公牛战旗,98,53100007,98,90,6,752950,106,0,99,15059000
5007099,53100007,公牛战旗,99,53100007,99,90,6,766400,106,0,99,15328000
5007100,53100007,公牛战旗,100,53100007,100,90,6,780000,106,0,99,15600000
6007001,53200007,猛犸战旗,1,53200007,1,1,6,3000,106,0,99,60000
6007002,53200007,猛犸战旗,2,53200007,2,1,6,4100,106,0,99,82000
6007003,53200007,猛犸战旗,3,53200007,3,1,6,5800,106,0,99,116000
6007004,53200007,猛犸战旗,4,53200007,4,1,6,8000,106,0,99,160000
6007005,53200007,猛犸战旗,5,53200007,5,1,6,10700,106,0,99,214000
6007006,53200007,猛犸战旗,6,53200007,6,1,6,13800,106,0,99,276000
6007007,53200007,猛犸战旗,7,53200007,7,1,6,17300,106,0,99,346000
6007008,53200007,猛犸战旗,8,53200007,8,1,6,21200,106,0,99,424000
6007009,53200007,猛犸战旗,9,53200007,9,1,6,25500,106,0,99,510000
6007010,53200007,猛犸战旗,10,53200007,10,10,6,30200,106,100,99,604000
6007011,53200007,猛犸战旗,11,53200007,11,10,6,35200,106,100,99,704000
6007012,53200007,猛犸战旗,12,53200007,12,10,6,40600,106,100,99,812000
6007013,53200007,猛犸战旗,13,53200007,13,10,6,46300,106,100,99,926000
6007014,53200007,猛犸战旗,14,53200007,14,10,6,52400,106,100,99,1048000
6007015,53200007,猛犸战旗,15,53200007,15,10,6,58800,106,100,99,1176000
6007016,53200007,猛犸战旗,16,53200007,16,10,6,65500,106,100,99,1310000
6007017,53200007,猛犸战旗,17,53200007,17,10,6,72600,106,100,99,1452000
6007018,53200007,猛犸战旗,18,53200007,18,10,6,79900,106,100,99,1598000
6007019,53200007,猛犸战旗,19,53200007,19,10,6,87600,106,100,99,1752000
6007020,53200007,猛犸战旗,20,53200007,20,20,6,95600,106,200,99,1912000
6007021,53200007,猛犸战旗,21,53200007,21,20,6,103900,106,200,99,2078000
6007022,53200007,猛犸战旗,22,53200007,22,20,6,112500,106,200,99,2250000
6007023,53200007,猛犸战旗,23,53200007,23,20,6,121400,106,200,99,2428000
6007024,53200007,猛犸战旗,24,53200007,24,20,6,130600,106,200,99,2612000
6007025,53200007,猛犸战旗,25,53200007,25,20,6,140100,106,200,99,2802000
6007026,53200007,猛犸战旗,26,53200007,26,20,6,149900,106,200,99,2998000
6007027,53200007,猛犸战旗,27,53200007,27,20,6,160000,106,200,99,3200000
6007028,53200007,猛犸战旗,28,53200007,28,20,6,170300,106,200,99,3406000
6007029,53200007,猛犸战旗,29,53200007,29,20,6,181000,106,200,99,3620000
6007030,53200007,猛犸战旗,30,53200007,30,30,6,191900,106,300,99,3838000
6007031,53200007,猛犸战旗,31,53200007,31,30,6,203100,106,300,99,4062000
6007032,53200007,猛犸战旗,32,53200007,32,30,6,214500,106,300,99,4290000
6007033,53200007,猛犸战旗,33,53200007,33,30,6,226300,106,300,99,4526000
6007034,53200007,猛犸战旗,34,53200007,34,30,6,238300,106,300,99,4766000
6007035,53200007,猛犸战旗,35,53200007,35,30,6,250500,106,300,99,5010000
6007036,53200007,猛犸战旗,36,53200007,36,30,6,263100,106,300,99,5262000
6007037,53200007,猛犸战旗,37,53200007,37,30,6,275900,106,300,99,5518000
6007038,53200007,猛犸战旗,38,53200007,38,30,6,288900,106,300,99,5778000
6007039,53200007,猛犸战旗,39,53200007,39,30,6,302200,106,300,99,6044000
6007040,53200007,猛犸战旗,40,53200007,40,40,6,315800,106,400,99,6316000
6007041,53200007,猛犸战旗,41,53200007,41,40,6,329700,106,400,99,6594000
6007042,53200007,猛犸战旗,42,53200007,42,40,6,343800,106,400,99,6876000
6007043,53200007,猛犸战旗,43,53200007,43,40,6,358100,106,400,99,7162000
6007044,53200007,猛犸战旗,44,53200007,44,40,6,372700,106,400,99,7454000
6007045,53200007,猛犸战旗,45,53200007,45,40,6,387600,106,400,99,7752000
6007046,53200007,猛犸战旗,46,53200007,46,40,6,402700,106,400,99,8054000
6007047,53200007,猛犸战旗,47,53200007,47,40,6,418000,106,400,99,8360000
6007048,53200007,猛犸战旗,48,53200007,48,40,6,433600,106,400,99,8672000
6007049,53200007,猛犸战旗,49,53200007,49,40,6,449400,106,400,99,8988000
6007050,53200007,猛犸战旗,50,53200007,50,50,6,465500,106,600,99,9310000
6007051,53200007,猛犸战旗,51,53200007,51,50,6,481800,106,600,99,9636000
6007052,53200007,猛犸战旗,52,53200007,52,50,6,498400,106,600,99,9968000
6007053,53200007,猛犸战旗,53,53200007,53,50,6,515200,106,600,99,10304000
6007054,53200007,猛犸战旗,54,53200007,54,50,6,532300,106,600,99,10646000
6007055,53200007,猛犸战旗,55,53200007,55,50,6,549600,106,600,99,10992000
6007056,53200007,猛犸战旗,56,53200007,56,50,6,567100,106,600,99,11342000
6007057,53200007,猛犸战旗,57,53200007,57,50,6,584900,106,600,99,11698000
6007058,53200007,猛犸战旗,58,53200007,58,50,6,602900,106,600,99,12058000
6007059,53200007,猛犸战旗,59,53200007,59,50,6,621100,106,600,99,12422000
6007060,53200007,猛犸战旗,60,53200007,60,60,6,639600,106,800,99,12792000
6007061,53200007,猛犸战旗,61,53200007,61,60,6,658300,106,800,99,13166000
6007062,53200007,猛犸战旗,62,53200007,62,60,6,677200,106,800,99,13544000
6007063,53200007,猛犸战旗,63,53200007,63,60,6,696300,106,800,99,13926000
6007064,53200007,猛犸战旗,64,53200007,64,60,6,715700,106,800,99,14314000
6007065,53200007,猛犸战旗,65,53200007,65,60,6,735300,106,800,99,14706000
6007066,53200007,猛犸战旗,66,53200007,66,60,6,755200,106,800,99,15104000
6007067,53200007,猛犸战旗,67,53200007,67,60,6,775300,106,800,99,15506000
6007068,53200007,猛犸战旗,68,53200007,68,60,6,795600,106,800,99,15912000
