id,lotteryid,description,chance,type,groupid,groupwt,itemid,itemdes,itemwt,min,max
975,9999,高级能量召唤抽卡,0,1,101,0,11200901,影术士,0,1,1
976,9999,高级能量召唤抽卡,0,1,101,0,11300101,火焰领主,0,1,1
977,9999,高级能量召唤抽卡,0,1,101,0,11300201,黑羽游侠,0,1,1
978,9999,高级能量召唤抽卡,0,1,101,0,11300301,魅魔女王,0,1,1
979,9999,高级能量召唤抽卡,0,1,101,0,11300501,刀魂,0,1,1
980,9999,高级能量召唤抽卡,0,1,101,0,11300701,灵界大帝,10,1,1
981,9999,高级能量召唤抽卡,0,1,101,0,11300901,夺灵者,0,1,1
982,9999,高级能量召唤抽卡,0,1,101,0,11301101,烈火精灵,10,1,1
983,9999,高级能量召唤抽卡,0,1,101,0,11400201,雷霆之王,10,1,1
984,9999,高级能量召唤抽卡,0,1,101,0,11400401,巫毒之手,10,1,1
985,9999,高级能量召唤抽卡,0,1,101,0,11400501,兽群领主,0,1,1
986,9999,高级能量召唤抽卡,0,1,101,0,11400601,混沌法师,0,1,1
987,9999,高级能量召唤抽卡,0,1,101,0,11401001,元素魔女,0,1,1
988,9999,高级能量召唤抽卡,0,1,102,500,11100301,天怒战姬,1,1,1
989,9999,高级能量召唤抽卡,0,1,102,0,11100401,雷天使,0,1,1
990,9999,高级能量召唤抽卡,0,1,102,0,11100901,黑暗主教,1,1,1
991,9999,高级能量召唤抽卡,0,1,102,0,11200201,众神之剑,0,1,1
992,9999,高级能量召唤抽卡,0,1,102,0,11201101,疗天使,0,1,1
993,9999,高级能量召唤抽卡,0,1,102,0,11301001,堕落天使,1,1,1
994,9999,高级能量召唤抽卡,0,1,102,0,11400301,圣光祭司,0,1,1
995,9999,高级能量召唤抽卡,0,1,102,0,11400701,猎魔人,0,1,1
996,9999,高级能量召唤抽卡,0,1,102,0,11401101,水天使,0,1,1
997,90001,赏金任务翻牌-1阶1种,10000,1,101,9950,21000011,军团之剑碎片,1,1,2
998,90001,赏金任务翻牌-1阶1种,0,1,102,900,20000011,军团之剑,1,1,1
999,90002,赏金任务翻牌-1阶2种,10000,1,101,9950,21000012,军团之握碎片,1,1,2
1000,90002,赏金任务翻牌-1阶2种,0,1,102,900,20000012,军团之握,1,1,1
1001,90003,赏金任务翻牌-1阶3种,10000,1,101,9950,21000013,军团之拳碎片,1,1,2
1002,90003,赏金任务翻牌-1阶3种,0,1,102,900,20000013,军团之拳,1,1,1
1003,90004,赏金任务翻牌-1阶4种,10000,1,101,9950,21000014,军团战甲碎片,1,1,2
1004,90004,赏金任务翻牌-1阶4种,0,1,102,900,20000014,军团战甲,1,1,1
1005,90005,赏金任务翻牌-1阶5种,10000,1,101,9950,21000015,军团护腿碎片,1,1,2
1006,90005,赏金任务翻牌-1阶5种,0,1,102,900,20000015,军团护腿,1,1,1
1007,90006,赏金任务翻牌-1阶6种,10000,1,101,9950,21000016,军团战靴碎片,1,1,2
1008,90006,赏金任务翻牌-1阶6种,0,1,102,900,20000016,军团战靴,1,1,1
1009,90007,赏金任务翻牌-2阶1种,10000,1,101,9970,21000101,龙牙长剑碎片,1,1,1
1010,90007,赏金任务翻牌-2阶1种,0,1,102,450,20000101,龙牙长剑,1,1,1
1011,90008,赏金任务翻牌-2阶2种,10000,1,101,9970,21000102,龙牙之戒碎片,1,1,1
1012,90008,赏金任务翻牌-2阶2种,0,1,102,450,20000102,龙牙之戒,1,1,1
1013,90009,赏金任务翻牌-2阶3种,10000,1,101,9970,21000103,龙牙拳套碎片,1,1,1
1014,90009,赏金任务翻牌-2阶3种,0,1,102,450,20000103,龙牙拳套,1,1,1
1015,90010,赏金任务翻牌-2阶4种,10000,1,101,9970,21000104,龙牙战甲碎片,1,1,1
1016,90010,赏金任务翻牌-2阶4种,0,1,102,450,20000104,龙牙战甲,1,1,1
1017,90011,赏金任务翻牌-2阶5种,10000,1,101,9970,21000105,龙牙护腿碎片,1,1,1
1018,90011,赏金任务翻牌-2阶5种,0,1,102,450,20000105,龙牙护腿,1,1,1
1019,90012,赏金任务翻牌-2阶6种,10000,1,101,9970,21000106,龙牙战靴碎片,1,1,1
1020,90012,赏金任务翻牌-2阶6种,0,1,102,450,20000106,龙牙战靴,1,1,1
1021,90013,赏金任务翻牌-3阶1种,10000,1,101,9980,21001001,深渊重剑碎片,1,1,1
1022,90013,赏金任务翻牌-3阶1种,0,1,102,225,20001001,深渊重剑,1,1,1
1023,90014,赏金任务翻牌-3阶2种,10000,1,101,9980,21001002,深渊魔眼碎片,1,1,1
1024,90014,赏金任务翻牌-3阶2种,0,1,102,225,20001002,深渊魔眼,1,1,1
1025,90015,赏金任务翻牌-3阶3种,10000,1,101,9980,21001003,深渊之拳碎片,1,1,1
1026,90015,赏金任务翻牌-3阶3种,0,1,102,225,20001003,深渊之拳,1,1,1
1027,90016,赏金任务翻牌-3阶4种,10000,1,101,9980,21001004,深渊铠甲碎片,1,1,1
1028,90016,赏金任务翻牌-3阶4种,0,1,102,225,20001004,深渊铠甲,1,1,1
1029,90017,赏金任务翻牌-3阶5种,10000,1,101,9980,21001005,深渊护腿碎片,1,1,1
1030,90017,赏金任务翻牌-3阶5种,0,1,102,225,20001005,深渊护腿,1,1,1
1031,90018,赏金任务翻牌-3阶6种,10000,1,101,9980,21001006,深渊战靴碎片,1,1,1
1032,90018,赏金任务翻牌-3阶6种,0,1,102,225,20001006,深渊战靴,1,1,1
1033,90019,赏金任务翻牌-4阶1种,10000,1,101,9990,21010001,水晶战刃碎片,1,1,1
1034,90019,赏金任务翻牌-4阶1种,0,1,102,150,20010001,水晶战刃,1,1,1
1035,90020,赏金任务翻牌-4阶2种,10000,1,101,9990,21010002,水晶之心碎片,1,1,1
1036,90020,赏金任务翻牌-4阶2种,0,1,102,150,20010002,水晶之心,1,1,1
1037,90021,赏金任务翻牌-4阶3种,10000,1,101,9990,21010003,水晶护臂碎片,1,1,1
1038,90021,赏金任务翻牌-4阶3种,0,1,102,150,20010003,水晶护臂,1,1,1
1039,90022,赏金任务翻牌-4阶4种,10000,1,101,9990,21010004,水晶板甲碎片,1,1,1
1040,90022,赏金任务翻牌-4阶4种,0,1,102,150,20010004,水晶板甲,1,1,1
1041,90023,赏金任务翻牌-4阶5种,10000,1,101,9990,21010005,水晶护腿碎片,1,1,1
1042,90023,赏金任务翻牌-4阶5种,0,1,102,150,20010005,水晶护腿,1,1,1
1043,90024,赏金任务翻牌-4阶6种,10000,1,101,9990,21010006,水晶战靴碎片,1,1,1
1044,90024,赏金任务翻牌-4阶6种,0,1,102,150,20010006,水晶战靴,1,1,1
1045,90025,赏金任务翻牌-5阶1种,10000,1,101,9999,21100001,圣者巨刃碎片,1,1,1
1046,90025,赏金任务翻牌-5阶1种,0,1,102,150,20100001,圣者巨刃,1,1,1
1047,90026,赏金任务翻牌-5阶2种,10000,1,101,9999,21100002,圣者之泪碎片,1,1,1
1048,90026,赏金任务翻牌-5阶2种,0,1,102,150,20100002,圣者之泪,1,1,1
1049,90027,赏金任务翻牌-5阶3种,10000,1,101,9999,21100003,圣者护臂碎片,1,1,1
1050,90027,赏金任务翻牌-5阶3种,0,1,102,150,20100003,圣者护臂,1,1,1
1051,90028,赏金任务翻牌-5阶4种,10000,1,101,9999,21100004,圣者重铠碎片,1,1,1
1052,90028,赏金任务翻牌-5阶4种,0,1,102,150,20100004,圣者重铠,1,1,1
1053,90029,赏金任务翻牌-5阶5种,10000,1,101,9999,21100005,圣者护腿碎片,1,1,1
1054,90029,赏金任务翻牌-5阶5种,0,1,102,150,20100005,圣者护腿,1,1,1
1055,90030,赏金任务翻牌-5阶6种,10000,1,101,9999,21100006,圣者战靴碎片,1,1,1
1056,90030,赏金任务翻牌-5阶6种,0,1,102,150,20100006,圣者战靴,1,1,1
1057,91011,赏金任务翻牌失败-组1包1,10000,1,101,1500,91000001,金币,1,12000,14666
1058,91011,赏金任务翻牌失败-组1包1,0,1,102,2000,91000031,纹章晶石,1,300,366
1059,91011,赏金任务翻牌失败-组1包1,0,1,103,1000,91000032,英雄勋章,1,30,36
1060,91011,赏金任务翻牌失败-组1包1,0,1,104,500,91000033,贤者水晶,1,30,36
1061,91011,赏金任务翻牌失败-组1包1,0,1,105,0,80000011,圣水,1,1,1
1062,91011,赏金任务翻牌失败-组1包1,0,1,106,0,60000200,圣物宝箱,1,1,1
1063,91012,赏金任务翻牌失败-组1包2,10000,1,101,1500,91000001,金币,1,18000,22000
1064,91012,赏金任务翻牌失败-组1包2,0,1,102,2000,91000031,纹章晶石,1,450,550
1065,91012,赏金任务翻牌失败-组1包2,0,1,103,1000,91000032,英雄勋章,1,45,55
1066,91012,赏金任务翻牌失败-组1包2,0,1,104,500,91000033,贤者水晶,1,45,55
1067,91012,赏金任务翻牌失败-组1包2,0,1,105,0,80000011,圣水,1,1,1
1068,91012,赏金任务翻牌失败-组1包2,0,1,106,0,60000200,圣物宝箱,1,1,1
1069,91013,赏金任务翻牌失败-组1包3,10000,1,101,1500,91000001,金币,1,24000,29333
1070,91013,赏金任务翻牌失败-组1包3,0,1,102,2000,91000031,纹章晶石,1,600,733
1071,91013,赏金任务翻牌失败-组1包3,0,1,103,1000,91000032,英雄勋章,1,60,73
1072,91013,赏金任务翻牌失败-组1包3,0,1,104,500,91000033,贤者水晶,1,60,73
1073,91013,赏金任务翻牌失败-组1包3,0,1,105,0,80000011,圣水,1,1,1
1074,91013,赏金任务翻牌失败-组1包3,0,1,106,0,60000200,圣物宝箱,1,1,1
1075,91014,赏金任务翻牌失败-组1包4,10000,1,101,1500,91000001,金币,1,48000,58666
1076,91014,赏金任务翻牌失败-组1包4,0,1,102,2000,91000031,纹章晶石,1,1200,1466
1077,91014,赏金任务翻牌失败-组1包4,0,1,103,1000,91000032,英雄勋章,1,120,146
1078,91014,赏金任务翻牌失败-组1包4,0,1,104,500,91000033,贤者水晶,1,120,146
1079,91014,赏金任务翻牌失败-组1包4,0,1,105,0,80000011,圣水,1,1,1
1080,91014,赏金任务翻牌失败-组1包4,0,1,106,0,60000200,圣物宝箱,1,1,1
1081,91021,赏金任务翻牌失败-组2包1,10000,1,101,1500,91000001,金币,1,18000,22000
1082,91021,赏金任务翻牌失败-组2包1,0,1,102,2000,91000031,纹章晶石,1,450,550
1083,91021,赏金任务翻牌失败-组2包1,0,1,103,1000,91000032,英雄勋章,1,45,55
1084,91021,赏金任务翻牌失败-组2包1,0,1,104,500,91000033,贤者水晶,1,45,55
1085,91021,赏金任务翻牌失败-组2包1,0,1,105,0,80000011,圣水,1,1,1
1086,91021,赏金任务翻牌失败-组2包1,0,1,106,0,60000200,圣物宝箱,1,1,1
1087,91022,赏金任务翻牌失败-组2包2,10000,1,101,1500,91000001,金币,1,24000,29333
1088,91022,赏金任务翻牌失败-组2包2,0,1,102,2000,91000031,纹章晶石,1,600,733
1089,91022,赏金任务翻牌失败-组2包2,0,1,103,1000,91000032,英雄勋章,1,60,73
1090,91022,赏金任务翻牌失败-组2包2,0,1,104,500,91000033,贤者水晶,1,60,73
1091,91022,赏金任务翻牌失败-组2包2,0,1,105,0,80000011,圣水,1,1,1
1092,91022,赏金任务翻牌失败-组2包2,0,1,106,0,60000200,圣物宝箱,1,1,1
1093,91023,赏金任务翻牌失败-组2包3,10000,1,101,1500,91000001,金币,1,36000,44000
1094,91023,赏金任务翻牌失败-组2包3,0,1,102,2000,91000031,纹章晶石,1,900,1100
1095,91023,赏金任务翻牌失败-组2包3,0,1,103,1000,91000032,英雄勋章,1,90,110
1096,91023,赏金任务翻牌失败-组2包3,0,1,104,500,91000033,贤者水晶,1,90,110
1097,91023,赏金任务翻牌失败-组2包3,0,1,105,0,80000011,圣水,1,1,1
1098,91023,赏金任务翻牌失败-组2包3,0,1,106,0,60000200,圣物宝箱,1,1,1
1099,91024,赏金任务翻牌失败-组2包4,10000,1,101,1500,91000001,金币,1,84000,102666
1100,91024,赏金任务翻牌失败-组2包4,0,1,102,2000,91000031,纹章晶石,1,2100,2566
1101,91024,赏金任务翻牌失败-组2包4,0,1,103,1000,91000032,英雄勋章,1,210,256
1102,91024,赏金任务翻牌失败-组2包4,0,1,104,500,91000033,贤者水晶,1,210,256
1103,91024,赏金任务翻牌失败-组2包4,0,1,105,1000,80000011,圣水,1,1,1
1104,91024,赏金任务翻牌失败-组2包4,0,1,106,0,60000200,圣物宝箱,1,1,1
1105,91031,赏金任务翻牌失败-组3包1,10000,1,101,1500,91000001,金币,1,60000,73333
1106,91031,赏金任务翻牌失败-组3包1,0,1,102,2000,91000031,纹章晶石,1,1500,1833
1107,91031,赏金任务翻牌失败-组3包1,0,1,103,1000,91000032,英雄勋章,1,150,183
1108,91031,赏金任务翻牌失败-组3包1,0,1,104,500,91000033,贤者水晶,1,150,183
1109,91031,赏金任务翻牌失败-组3包1,0,1,105,1000,80000011,圣水,1,1,1
1110,91031,赏金任务翻牌失败-组3包1,0,1,106,0,60000200,圣物宝箱,1,1,1
1111,91032,赏金任务翻牌失败-组3包2,10000,1,101,1500,91000001,金币,1,72000,88000
1112,91032,赏金任务翻牌失败-组3包2,0,1,102,2000,91000031,纹章晶石,1,1800,2200
1113,91032,赏金任务翻牌失败-组3包2,0,1,103,1000,91000032,英雄勋章,1,180,220
1114,91032,赏金任务翻牌失败-组3包2,0,1,104,500,91000033,贤者水晶,1,180,220
1115,91032,赏金任务翻牌失败-组3包2,0,1,105,1000,80000011,圣水,1,1,1
1116,91032,赏金任务翻牌失败-组3包2,0,1,106,0,60000200,圣物宝箱,1,1,1
1117,91033,赏金任务翻牌失败-组3包3,10000,1,101,1500,91000001,金币,1,96000,117333
1118,91033,赏金任务翻牌失败-组3包3,0,1,102,2000,91000031,纹章晶石,1,2400,2933
1119,91033,赏金任务翻牌失败-组3包3,0,1,103,1000,91000032,英雄勋章,1,240,293
1120,91033,赏金任务翻牌失败-组3包3,0,1,104,500,91000033,贤者水晶,1,240,293
1121,91033,赏金任务翻牌失败-组3包3,0,1,105,1000,80000011,圣水,1,1,1
1122,91033,赏金任务翻牌失败-组3包3,0,1,106,0,60000200,圣物宝箱,1,1,1
1123,91034,赏金任务翻牌失败-组3包4,10000,1,101,1500,91000001,金币,1,192000,234666
1124,91034,赏金任务翻牌失败-组3包4,0,1,102,2000,91000031,纹章晶石,1,4800,5866
1125,91034,赏金任务翻牌失败-组3包4,0,1,103,1000,91000032,英雄勋章,1,480,586
1126,91034,赏金任务翻牌失败-组3包4,0,1,104,500,91000033,贤者水晶,1,480,586
1127,91034,赏金任务翻牌失败-组3包4,0,1,105,1000,80000011,圣水,1,2,3
1128,91034,赏金任务翻牌失败-组3包4,0,1,106,0,60000200,圣物宝箱,1,1,1
1129,91041,赏金任务翻牌失败-组4包1,10000,1,101,1500,91000001,金币,1,180000,220000
1130,91041,赏金任务翻牌失败-组4包1,0,1,102,2000,91000031,纹章晶石,1,4500,5500
1131,91041,赏金任务翻牌失败-组4包1,0,1,103,1000,91000032,英雄勋章,1,450,550
1132,91041,赏金任务翻牌失败-组4包1,0,1,104,500,91000033,贤者水晶,1,450,550
1133,91041,赏金任务翻牌失败-组4包1,0,1,105,1000,80000011,圣水,1,2,3
1134,91041,赏金任务翻牌失败-组4包1,0,1,106,0,60000200,圣物宝箱,1,1,1
1135,91042,赏金任务翻牌失败-组4包2,10000,1,101,1500,91000001,金币,1,204000,249333
1136,91042,赏金任务翻牌失败-组4包2,0,1,102,2000,91000031,纹章晶石,1,5100,6233
1137,91042,赏金任务翻牌失败-组4包2,0,1,103,1000,91000032,英雄勋章,1,510,623
1138,91042,赏金任务翻牌失败-组4包2,0,1,104,500,91000033,贤者水晶,1,510,623
1139,91042,赏金任务翻牌失败-组4包2,0,1,105,1000,80000011,圣水,1,3,3
1140,91042,赏金任务翻牌失败-组4包2,0,1,106,0,60000200,圣物宝箱,1,1,1
1141,91043,赏金任务翻牌失败-组4包3,10000,1,101,1500,91000001,金币,1,336000,410666
1142,91043,赏金任务翻牌失败-组4包3,0,1,102,2000,91000031,纹章晶石,1,8400,10266
1143,91043,赏金任务翻牌失败-组4包3,0,1,103,1000,91000032,英雄勋章,1,840,1026
1144,91043,赏金任务翻牌失败-组4包3,0,1,104,300,91000033,贤者水晶,1,840,1026
1145,91043,赏金任务翻牌失败-组4包3,0,1,105,500,80000011,圣水,1,5,6
1146,91043,赏金任务翻牌失败-组4包3,0,1,106,4000,60000200,圣物宝箱,1,1,1
1147,91044,赏金任务翻牌失败-组4包4,10000,1,101,1500,91000001,金币,1,660000,806666
1148,91044,赏金任务翻牌失败-组4包4,0,1,102,2000,91000031,纹章晶石,1,16500,20166
1149,91044,赏金任务翻牌失败-组4包4,0,1,103,1000,91000032,英雄勋章,1,1650,2016
1150,91044,赏金任务翻牌失败-组4包4,0,1,104,300,91000033,贤者水晶,1,1650,2016
1151,91044,赏金任务翻牌失败-组4包4,0,1,105,500,80000011,圣水,1,9,12
1152,91044,赏金任务翻牌失败-组4包4,0,1,106,4000,60000200,圣物宝箱,1,2,3
1153,91051,赏金任务翻牌失败-组5包1,10000,1,101,1500,91000001,金币,1,480000,586666
1154,91051,赏金任务翻牌失败-组5包1,0,1,102,2000,91000031,纹章晶石,1,12000,14666
1155,91051,赏金任务翻牌失败-组5包1,0,1,103,1000,91000032,英雄勋章,1,1200,1466
1156,91051,赏金任务翻牌失败-组5包1,0,1,104,300,91000033,贤者水晶,1,1200,1466
1157,91051,赏金任务翻牌失败-组5包1,0,1,105,500,80000011,圣水,1,7,8
1158,91051,赏金任务翻牌失败-组5包1,0,1,106,4000,60000200,圣物宝箱,1,1,2
1159,91052,赏金任务翻牌失败-组5包2,10000,1,101,1500,91000001,金币,1,1200000,1466666
1160,91052,赏金任务翻牌失败-组5包2,0,1,102,2000,91000031,纹章晶石,1,30000,36666
1161,91052,赏金任务翻牌失败-组5包2,0,1,103,1000,91000032,英雄勋章,1,3000,3666
1162,91052,赏金任务翻牌失败-组5包2,0,1,104,300,91000033,贤者水晶,1,3000,3666
1163,91052,赏金任务翻牌失败-组5包2,0,1,105,500,80000011,圣水,1,18,22
1164,91052,赏金任务翻牌失败-组5包2,0,1,106,4000,60000200,圣物宝箱,1,4,5
1165,91053,赏金任务翻牌失败-组5包3,10000,1,101,1500,91000001,金币,1,1800000,2200000
1166,91053,赏金任务翻牌失败-组5包3,0,1,102,2000,91000031,纹章晶石,1,45000,55000
1167,91053,赏金任务翻牌失败-组5包3,0,1,103,1000,91000032,英雄勋章,1,4500,5500
1168,91053,赏金任务翻牌失败-组5包3,0,1,104,300,91000033,贤者水晶,1,4500,5500
1169,91053,赏金任务翻牌失败-组5包3,0,1,105,500,80000011,圣水,1,27,33
1170,91053,赏金任务翻牌失败-组5包3,0,1,106,4000,60000200,圣物宝箱,1,6,8
1171,91054,赏金任务翻牌失败-组5包4,10000,1,101,1500,91000001,金币,1,3600000,4400000
1172,91054,赏金任务翻牌失败-组5包4,0,1,102,2000,91000031,纹章晶石,1,90000,110000
1173,91054,赏金任务翻牌失败-组5包4,0,1,103,1000,91000032,英雄勋章,1,9000,11000
1174,91054,赏金任务翻牌失败-组5包4,0,1,104,300,91000033,贤者水晶,1,9000,11000
1175,91054,赏金任务翻牌失败-组5包4,0,1,105,500,80000011,圣水,1,54,66
1176,91054,赏金任务翻牌失败-组5包4,0,1,106,4000,60000200,圣物宝箱,1,13,16
1177,100001,军旗普通掉落包,10000,2,101,10000,53100001,力量军旗,90,1,1
1178,100001,军旗普通掉落包,0,2,101,10000,53100002,魔力军旗,90,1,1
1179,100001,军旗普通掉落包,0,2,101,10000,53100003,闪耀军旗,90,1,1
1180,100001,军旗普通掉落包,0,2,101,10000,53100004,坚固军旗,90,1,1
1181,100001,军旗普通掉落包,0,2,101,10000,53100005,抵挡军旗,90,1,1
1182,100001,军旗普通掉落包,0,2,101,10000,53100006,保护军旗,90,1,1
1183,100001,军旗普通掉落包,0,2,101,10000,53100007,兵力军旗,90,1,1
1184,100001,军旗普通掉落包,0,2,101,10000,53200001,神力军旗,10,1,1
1185,100001,军旗普通掉落包,0,2,101,10000,53200002,魔能军旗,10,1,1
1186,100001,军旗普通掉落包,0,2,101,10000,53200003,光辉军旗,10,1,1
1187,100001,军旗普通掉落包,0,2,101,10000,53200004,磬石军旗,10,1,1
1188,100001,军旗普通掉落包,0,2,101,10000,53200005,抗性军旗,10,1,1
1189,100001,军旗普通掉落包,0,2,101,10000,53200006,怜悯军旗,10,1,1
1190,100001,军旗普通掉落包,0,2,101,10000,53200007,统帅军旗,10,1,1
1191,100001,军旗普通掉落包,0,2,102,10000,53100001,力量军旗,90,1,1
1192,100001,军旗普通掉落包,0,2,102,10000,53100002,魔力军旗,90,1,1
1193,100001,军旗普通掉落包,0,2,102,10000,53100003,闪耀军旗,90,1,1
1194,100001,军旗普通掉落包,0,2,102,10000,53100004,坚固军旗,90,1,1
1195,100001,军旗普通掉落包,0,2,102,10000,53100005,抵挡军旗,90,1,1
1196,100001,军旗普通掉落包,0,2,102,10000,53100006,保护军旗,90,1,1
1197,100001,军旗普通掉落包,0,2,102,10000,53100007,兵力军旗,90,1,1
1198,100001,军旗普通掉落包,0,2,102,10000,53200001,神力军旗,10,1,1
1199,100001,军旗普通掉落包,0,2,102,10000,53200002,魔能军旗,10,1,1
1200,100001,军旗普通掉落包,0,2,102,10000,53200003,光辉军旗,10,1,1
1201,100001,军旗普通掉落包,0,2,102,10000,53200004,磬石军旗,10,1,1
1202,100001,军旗普通掉落包,0,2,102,10000,53200005,抗性军旗,10,1,1
1203,100001,军旗普通掉落包,0,2,102,10000,53200006,怜悯军旗,10,1,1
1204,100001,军旗普通掉落包,0,2,102,10000,53200007,统帅军旗,10,1,1
1205,100001,军旗普通掉落包,0,2,103,10000,53100001,力量军旗,90,1,1
1206,100001,军旗普通掉落包,0,2,103,10000,53100002,魔力军旗,90,1,1
1207,100001,军旗普通掉落包,0,2,103,10000,53100003,闪耀军旗,90,1,1
1208,100001,军旗普通掉落包,0,2,103,10000,53100004,坚固军旗,90,1,1
1209,100001,军旗普通掉落包,0,2,103,10000,53100005,抵挡军旗,90,1,1
1210,100001,军旗普通掉落包,0,2,103,10000,53100006,保护军旗,90,1,1
1211,100001,军旗普通掉落包,0,2,103,10000,53100007,兵力军旗,90,1,1
1212,100001,军旗普通掉落包,0,2,103,10000,53200001,神力军旗,10,1,1
1213,100001,军旗普通掉落包,0,2,103,10000,53200002,魔能军旗,10,1,1
1214,100001,军旗普通掉落包,0,2,103,10000,53200003,光辉军旗,10,1,1
1215,100001,军旗普通掉落包,0,2,103,10000,53200004,磬石军旗,10,1,1
1216,100001,军旗普通掉落包,0,2,103,10000,53200005,抗性军旗,10,1,1
1217,100001,军旗普通掉落包,0,2,103,10000,53200006,怜悯军旗,10,1,1
1218,100001,军旗普通掉落包,0,2,103,10000,53200007,统帅军旗,10,1,1
1219,100001,军旗普通掉落包,0,2,104,10000,53100001,力量军旗,90,1,1
1220,100001,军旗普通掉落包,0,2,104,10000,53100002,魔力军旗,90,1,1
1221,100001,军旗普通掉落包,0,2,104,10000,53100003,闪耀军旗,90,1,1
1222,100001,军旗普通掉落包,0,2,104,10000,53100004,坚固军旗,90,1,1
1223,100001,军旗普通掉落包,0,2,104,10000,53100005,抵挡军旗,90,1,1
1224,100001,军旗普通掉落包,0,2,104,10000,53100006,保护军旗,90,1,1
1225,100001,军旗普通掉落包,0,2,104,10000,53100007,兵力军旗,90,1,1
1226,100001,军旗普通掉落包,0,2,104,10000,53200001,神力军旗,10,1,1
1227,100001,军旗普通掉落包,0,2,104,10000,53200002,魔能军旗,10,1,1
1228,100001,军旗普通掉落包,0,2,104,10000,53200003,光辉军旗,10,1,1
1229,100001,军旗普通掉落包,0,2,104,10000,53200004,磬石军旗,10,1,1
1230,100001,军旗普通掉落包,0,2,104,10000,53200005,抗性军旗,10,1,1
1231,100001,军旗普通掉落包,0,2,104,10000,53200006,怜悯军旗,10,1,1
1232,100001,军旗普通掉落包,0,2,104,10000,53200007,统帅军旗,10,1,1
1233,100001,军旗普通掉落包,0,2,105,10000,53100001,力量军旗,90,1,1
1234,100001,军旗普通掉落包,0,2,105,10000,53100002,魔力军旗,90,1,1
1235,100001,军旗普通掉落包,0,2,105,10000,53100003,闪耀军旗,90,1,1
1236,100001,军旗普通掉落包,0,2,105,10000,53100004,坚固军旗,90,1,1
1237,100001,军旗普通掉落包,0,2,105,10000,53100005,抵挡军旗,90,1,1
1238,100001,军旗普通掉落包,0,2,105,10000,53100006,保护军旗,90,1,1
1239,100001,军旗普通掉落包,0,2,105,10000,53100007,兵力军旗,90,1,1
1240,100001,军旗普通掉落包,0,2,105,10000,53200001,神力军旗,10,1,1
1241,100001,军旗普通掉落包,0,2,105,10000,53200002,魔能军旗,10,1,1
1242,100001,军旗普通掉落包,0,2,105,10000,53200003,光辉军旗,10,1,1
1243,100001,军旗普通掉落包,0,2,105,10000,53200004,磬石军旗,10,1,1
1244,100001,军旗普通掉落包,0,2,105,10000,53200005,抗性军旗,10,1,1
1245,100001,军旗普通掉落包,0,2,105,10000,53200006,怜悯军旗,10,1,1
1246,100001,军旗普通掉落包,0,2,105,10000,53200007,统帅军旗,10,1,1
1247,100002,军旗付费掉落包,10000,2,101,10000,53100001,力量军旗,55,1,1
1248,100002,军旗付费掉落包,0,2,101,10000,53100002,魔力军旗,55,1,1
1249,100002,军旗付费掉落包,0,2,101,10000,53100003,闪耀军旗,55,1,1
1250,100002,军旗付费掉落包,0,2,101,10000,53100004,坚固军旗,55,1,1
1251,100002,军旗付费掉落包,0,2,101,10000,53100005,抵挡军旗,55,1,1
1252,100002,军旗付费掉落包,0,2,101,10000,53100006,保护军旗,55,1,1
1253,100002,军旗付费掉落包,0,2,101,10000,53100007,兵力军旗,55,1,1
1254,100002,军旗付费掉落包,0,2,101,10000,53200001,神力军旗,45,1,1
1255,100002,军旗付费掉落包,0,2,101,10000,53200002,魔能军旗,45,1,1
1256,100002,军旗付费掉落包,0,2,101,10000,53200003,光辉军旗,45,1,1
1257,100002,军旗付费掉落包,0,2,101,10000,53200004,磬石军旗,45,1,1
1258,100002,军旗付费掉落包,0,2,101,10000,53200005,抗性军旗,45,1,1
1259,100002,军旗付费掉落包,0,2,101,10000,53200006,怜悯军旗,45,1,1
1260,100002,军旗付费掉落包,0,2,101,10000,53200007,统帅军旗,45,1,1
1261,100002,军旗付费掉落包,0,2,102,10000,53100001,力量军旗,55,1,1
1262,100002,军旗付费掉落包,0,2,102,10000,53100002,魔力军旗,55,1,1
1263,100002,军旗付费掉落包,0,2,102,10000,53100003,闪耀军旗,55,1,1
1264,100002,军旗付费掉落包,0,2,102,10000,53100004,坚固军旗,55,1,1
1265,100002,军旗付费掉落包,0,2,102,10000,53100005,抵挡军旗,55,1,1
1266,100002,军旗付费掉落包,0,2,102,10000,53100006,保护军旗,55,1,1
1267,100002,军旗付费掉落包,0,2,102,10000,53100007,兵力军旗,55,1,1
1268,100002,军旗付费掉落包,0,2,102,10000,53200001,神力军旗,45,1,1
1269,100002,军旗付费掉落包,0,2,102,10000,53200002,魔能军旗,45,1,1
1270,100002,军旗付费掉落包,0,2,102,10000,53200003,光辉军旗,45,1,1
1271,100002,军旗付费掉落包,0,2,102,10000,53200004,磬石军旗,45,1,1
1272,100002,军旗付费掉落包,0,2,102,10000,53200005,抗性军旗,45,1,1
1273,100002,军旗付费掉落包,0,2,102,10000,53200006,怜悯军旗,45,1,1
1274,100002,军旗付费掉落包,0,2,102,10000,53200007,统帅军旗,45,1,1
1275,100002,军旗付费掉落包,0,2,103,10000,53100001,力量军旗,55,1,1
1276,100002,军旗付费掉落包,0,2,103,10000,53100002,魔力军旗,55,1,1
1277,100002,军旗付费掉落包,0,2,103,10000,53100003,闪耀军旗,55,1,1
