itemid,itemname,mode,type,order,icon,txt,aindex,bindex,condition,show,levelid
10108005,5级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108005,5级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108005,5级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108006,6级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108006,6级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108006,6级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108007,7级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108007,7级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108007,7级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108008,8级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108008,8级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108008,8级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108009,9级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108009,9级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108009,9级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10108010,10级黄水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10108010,10级黄水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10108010,10级黄水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109001,1级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109001,1级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109001,1级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109002,2级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109002,2级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109002,2级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109003,3级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109003,3级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109003,3级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109004,4级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109004,4级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109004,4级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109005,5级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109005,5级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109005,5级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109006,6级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109006,6级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109006,6级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109007,7级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109007,7级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109007,7级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109008,8级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109008,8级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109008,8级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109009,9级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109009,9级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109009,9级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10109010,10级红水晶,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10109010,10级红水晶,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10109010,10级红水晶,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110001,1级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110001,1级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110001,1级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110002,2级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110002,2级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110002,2级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110003,3级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110003,3级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110003,3级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110004,4级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110004,4级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110004,4级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110005,5级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110005,5级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110005,5级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110006,6级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110006,6级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110006,6级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110007,7级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110007,7级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110007,7级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110008,8级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110008,8级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110008,8级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110009,9级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110009,9级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110009,9级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10110010,10级鹰眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10110010,10级鹰眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10110010,10级鹰眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111001,1级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111001,1级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111001,1级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111002,2级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111002,2级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111002,2级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111003,3级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111003,3级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111003,3级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111004,4级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111004,4级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111004,4级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111005,5级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111005,5级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111005,5级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111006,6级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111006,6级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111006,6级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111007,7级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111007,7级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111007,7级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111008,8级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111008,8级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111008,8级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111009,9级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111009,9级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111009,9级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10111010,10级猫眼石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10111010,10级猫眼石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10111010,10级猫眼石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112001,1级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112001,1级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112001,1级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112002,2级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112002,2级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112002,2级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112003,3级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112003,3级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112003,3级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112004,4级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112004,4级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112004,4级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112005,5级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112005,5级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112005,5级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112006,6级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112006,6级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112006,6级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112007,7级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112007,7级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112007,7级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112008,8级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112008,8级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112008,8级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112009,9级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112009,9级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112009,9级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10112010,10级黑曜石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10112010,10级黑曜石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10112010,10级黑曜石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113001,1级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113001,1级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113001,1级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113002,2级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113002,2级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113002,2级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113003,3级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113003,3级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113003,3级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113004,4级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113004,4级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113004,4级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113005,5级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113005,5级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113005,5级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113006,6级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113006,6级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113006,6级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113007,7级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113007,7级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113007,7级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113008,8级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113008,8级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113008,8级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113009,9级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113009,9级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113009,9级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10113010,10级虚空石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10113010,10级虚空石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10113010,10级虚空石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
