id,sort,chapter,type,dec,titlet,begin,txt,thingid,explore,item1,num1,item2,num2,item3,num3,item4,num4
559,5,57,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5710,0,0,0,0,0,0,0,0,0
560,1,57,2,遗迹,遗迹,0,0,5702,20,91000001,100,0,0,0,0,0,0
561,2,57,2,谈判,谈判,0,0,5704,20,91000001,100,0,0,0,0,0,0
562,3,57,2,野兽,野兽,0,0,5706,20,91000001,100,0,0,0,0,0,0
563,4,57,2,遗迹,遗迹,0,0,5707,20,91000001,100,0,0,0,0,0,0
564,5,57,2,谈判,谈判,0,0,5709,20,91000001,100,0,0,0,0,0,0
565,1,58,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5801,0,0,0,0,0,0,0,0,0
566,2,58,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5803,0,0,0,0,0,0,0,0,0
567,3,58,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5805,0,0,0,0,0,0,0,0,0
568,4,58,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5808,0,0,0,0,0,0,0,0,0
569,5,58,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5810,0,0,0,0,0,0,0,0,0
570,1,58,2,遗迹,遗迹,0,0,5802,20,91000001,100,0,0,0,0,0,0
571,2,58,2,谈判,谈判,0,0,5804,20,91000001,100,0,0,0,0,0,0
572,3,58,2,野兽,野兽,0,0,5806,20,91000001,100,0,0,0,0,0,0
573,4,58,2,遗迹,遗迹,0,0,5807,20,91000001,100,0,0,0,0,0,0
574,5,58,2,谈判,谈判,0,0,5809,20,91000001,100,0,0,0,0,0,0
575,1,59,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,5901,0,0,0,0,0,0,0,0,0
576,2,59,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,5903,0,0,0,0,0,0,0,0,0
577,3,59,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,5905,0,0,0,0,0,0,0,0,0
578,4,59,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,5908,0,0,0,0,0,0,0,0,0
579,5,59,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,5910,0,0,0,0,0,0,0,0,0
580,1,59,2,遗迹,遗迹,0,0,5902,20,91000001,100,0,0,0,0,0,0
581,2,59,2,谈判,谈判,0,0,5904,20,91000001,100,0,0,0,0,0,0
582,3,59,2,野兽,野兽,0,0,5906,20,91000001,100,0,0,0,0,0,0
583,4,59,2,遗迹,遗迹,0,0,5907,20,91000001,100,0,0,0,0,0,0
584,5,59,2,谈判,谈判,0,0,5909,20,91000001,100,0,0,0,0,0,0
585,1,60,1,"        通过这座雪山，就能到达矮人的王国。",山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,6001,0,0,0,0,0,0,0,0,0
586,2,60,1,"        通过这座雪山，就能到达矮人的王国。",雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,6003,0,0,0,0,0,0,0,0,0
587,3,60,1,"        通过这座雪山，就能到达矮人的王国。",混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,6005,0,0,0,0,0,0,0,0,0
588,4,60,1,"        通过这座雪山，就能到达矮人的王国。",冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,6008,0,0,0,0,0,0,0,0,0
589,5,60,1,"        通过这座雪山，就能到达矮人的王国。",北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,6010,0,0,0,0,0,0,0,0,0
590,1,60,2,遗迹,遗迹,0,0,6002,20,91000001,100,0,0,0,0,0,0
591,2,60,2,谈判,谈判,0,0,6004,20,91000001,100,0,0,0,0,0,0
592,3,60,2,野兽,野兽,0,0,6006,20,91000001,100,0,0,0,0,0,0
593,4,60,2,遗迹,遗迹,0,0,6007,20,91000001,100,0,0,0,0,0,0
594,5,60,2,谈判,谈判,0,0,6009,20,91000001,100,0,0,0,0,0,0
