monsterid,name,level,camp,type,heroattackcycle,soldier,soldierattackcycle,cablerange,ragevalue,heromodel,soldiermodel,herobuff,awakenlevel,killanger,heromodelsize,soldiermodelsize,soldiersnumber,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10
9073104,爆裂队长,54,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,2258400,7,16419,8,2377,9,23990,10,5324,29,30118,30,717,0,0
9073105,仙林女神,54,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,2258400,7,16419,8,2377,9,23990,10,5324,29,30118,30,717,0,0
9073201,灵界大帝,55,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,3251775,7,16796,8,4817,9,24329,10,10799,29,30214,30,1453,0,0
9073202,仲裁官,55,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,3251775,7,16796,8,4817,9,24329,10,10799,29,30214,30,1453,0,0
9073203,烈火精灵,55,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9073204,混沌法师,55,1,1,4006,52010103,4006,15000,800,4006,52010103,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9073205,风暴之眼,55,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9073301,斯卡尔,56,1,2,5007,52010102,5007,25000,800,5007,52010102,0,0,200,200,60,0,11,20000,12,90,6,9213800,7,18770,8,4188,9,26731,10,9415,29,32977,30,1262,0,0
9073302,猩红之王,56,1,1,4007,52010101,4007,15000,800,4007,52010101,0,0,200,130,60,70,11,20000,12,90,6,2387250,7,18200,8,2512,9,26528,10,5649,29,32570,30,757,0,0
9073303,恶魔猎人,56,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,2764140,7,18314,8,4188,9,26406,10,9415,29,32326,30,1262,0,0
9073304,北岭之弓,56,1,1,3012,52010102,3012,15000,800,3012,52010102,0,0,200,130,60,70,11,20000,12,90,6,2387250,7,18200,8,2512,9,26528,10,5649,29,32570,30,757,0,0
9073305,黑羽之箭,56,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,2387250,7,18200,8,2512,9,26528,10,5649,29,32570,30,757,0,0
9073306,爆裂队长,56,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,2387250,7,18200,8,2512,9,26528,10,5649,29,32570,30,757,0,0
9073401,雷霆之王,57,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,2437600,7,18881,8,2565,9,27497,10,5776,29,33493,30,773,0,0
9073402,恶魔猎人,57,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,2822460,7,18996,8,4276,9,27373,10,9627,29,33246,30,1289,0,0
9073403,元素之女,57,1,1,4010,52010103,4010,15000,800,4010,52010103,0,0,200,130,60,70,11,20000,12,90,6,2437600,7,18881,8,2565,9,27497,10,5776,29,33493,30,773,0,0
9073404,收割者,57,2,1,1006,52010103,1006,15000,800,1006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3463950,7,18881,8,5131,9,27291,10,11553,29,33081,30,1546,0,0
9073405,唤魂妖姬,57,6,1,1008,52010103,1008,15000,600,1008,52010103,0,0,200,130,60,70,11,20000,12,90,6,2437600,7,18881,8,2565,9,27497,10,5776,29,33493,30,773,0,0
9073501,荒漠可汗,58,5,1,2005,52010101,2005,15000,800,2005,52010101,0,0,200,130,60,70,11,20000,12,90,6,3916920,7,25342,8,5934,9,36559,10,13393,29,44963,30,1789,0,0
9073502,雷霆之王,58,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9073503,魅魔女王,58,6,1,3003,52010103,3003,15000,800,3003,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9073504,原力法师,58,1,1,2009,52010103,2009,15000,800,2009,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9073505,风暴之眼,58,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9073601,斯卡尔,59,1,2,5007,52010102,5007,25000,800,5007,52010102,0,0,200,200,60,0,11,20000,12,90,6,14621400,7,28820,8,6646,9,41075,10,14986,29,51920,30,2003,0,0
9073602,猩红之王,59,1,1,4007,52010101,4007,15000,800,4007,52010101,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9073603,复仇天使,59,1,1,1003,52010103,1003,15000,800,1003,52010103,0,0,200,130,60,70,11,20000,12,90,6,5383350,7,27897,8,7975,9,40416,10,17983,29,50601,30,2404,0,0
9073604,破誓者,59,1,1,1004,52010103,1004,15000,800,1004,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9073605,冰晶之心,59,1,1,4011,52010103,4011,15000,800,4011,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9073606,教廷圣女,59,1,1,2011,52010103,2011,15000,800,2011,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9014101,步兵,40,1,1,110110,52010101,1101,15000,0,1101,52010101,0,0,200,100,60,70,11,20000,12,90,6,534950,7,4718,8,972,9,4848,10,2841,29,3555,30,98,0,0
9014201,弩手,41,1,1,110210,52010102,1102,15000,0,1102,52010102,0,0,200,100,60,70,11,20000,12,90,6,288300,7,4913,8,397,9,5086,10,1157,29,3803,30,42,0,0
9014301,阿克曼尼,42,1,2,5001,52010102,5001,25000,800,5001,52010102,0,0,200,200,60,0,11,20000,12,90,6,2270600,7,5306,8,1032,9,5566,10,2984,29,4335,30,116,0,0
9014302,灵界大帝,42,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,836025,7,5165,8,1238,9,5465,10,3580,29,4133,30,140,0,0
9014303,刀魂,42,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,681180,7,5193,8,1032,9,5485,10,2984,29,4173,30,116,0,0
9014304,夺灵者,42,1,1,3009,52010103,3009,15000,800,3009,52010103,0,0,200,130,60,70,11,20000,12,90,6,836025,7,5165,8,1238,9,5465,10,3580,29,4133,30,140,0,0
9014305,元素之女,42,1,1,4010,52010103,4010,15000,800,4010,52010103,0,0,200,130,60,70,11,20000,12,90,6,588300,7,5165,8,619,9,5515,10,1790,29,4234,30,70,0,0
9014306,仙林女神,42,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,588300,7,5165,8,619,9,5515,10,1790,29,4234,30,70,0,0
9014401,法师,43,1,1,110310,52010103,1103,15000,0,1103,52010103,0,0,200,100,60,70,11,20000,12,90,6,309700,7,5455,8,427,9,5857,10,1228,29,4517,30,50,0,0
9014501,十字军,44,1,1,110410,52010104,1104,15000,0,1104,52010104,0,0,200,100,60,70,11,20000,12,90,6,600650,7,5560,8,1092,9,6047,10,3128,29,4636,30,134,0,0
9014601,阿克曼尼,45,1,2,5001,52010102,5001,25000,800,5001,52010102,0,0,200,200,60,0,11,20000,12,90,6,2471200,7,5960,8,1123,9,6488,10,3203,29,5176,30,144,0,0
9014602,灵界大帝,45,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,909900,7,5811,8,1347,9,6382,10,3843,29,4963,30,172,0,0
9014603,刀魂,45,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,741360,7,5841,8,1123,9,6403,10,3203,29,5006,30,144,0,0
9014604,荒漠可汗,45,5,1,2005,52010101,2005,15000,800,2005,52010101,0,0,200,130,60,70,11,20000,12,90,6,741360,7,5841,8,1123,9,6403,10,3203,29,5006,30,144,0,0
9014605,夺灵者,45,1,1,3009,52010103,3009,15000,800,3009,52010103,0,0,200,130,60,70,11,20000,12,90,6,909900,7,5811,8,1347,9,6382,10,3843,29,4963,30,172,0,0
9014606,魅魔女王,45,6,1,3003,52010103,3003,15000,800,3003,52010103,0,0,200,130,60,70,11,20000,12,90,6,640300,7,5811,8,673,9,6435,10,1921,29,5069,30,86,0,0
9024101,骷髅战士,44,2,1,210110,52020101,2101,15000,0,2101,52020101,0,0,200,100,60,70,11,20000,12,90,6,600650,7,5560,8,1092,9,6047,10,3128,29,4636,30,134,0,0
9024201,骸骨弓手,45,2,1,210210,52020102,2102,15000,0,2102,52020102,0,0,200,100,60,70,11,20000,12,90,6,325750,7,5841,8,449,9,6403,10,1281,29,5006,30,57,0,0
9024301,格里芬,46,1,2,5002,52010102,5002,25000,800,5002,52010102,0,0,200,200,60,0,11,20000,12,90,6,2527400,7,6136,8,1148,9,6736,10,3264,29,5395,30,151,0,0
9024302,恶魔猎人,46,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,758220,7,6015,8,1148,9,6650,10,3264,29,5222,30,151,0,0
9024303,刀魂,46,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,758220,7,6015,8,1148,9,6650,10,3264,29,5222,30,151,0,0
9024304,火焰领主,46,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,758220,7,6015,8,1148,9,6650,10,3264,29,5222,30,151,0,0
9024305,烈火精灵,46,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,654800,7,5985,8,689,9,6682,10,1958,29,5287,30,90,0,0
9024306,元素之女,46,1,1,4010,52010103,4010,15000,800,4010,52010103,0,0,200,130,60,70,11,20000,12,90,6,654800,7,5985,8,689,9,6682,10,1958,29,5287,30,90,0,0
9024401,幽魂,47,2,1,210300,52020103,2103,15000,0,2103,52020103,0,0,200,100,60,70,11,20000,12,90,6,455225,7,8434,8,627,9,8949,10,1832,29,7430,30,64,0,0
9024501,吸血鬼,48,2,1,210410,52020104,2104,15000,0,2104,52020104,0,0,200,100,60,70,11,20000,12,90,6,1181800,7,11128,8,2148,9,11899,10,6227,29,9417,30,237,0,0
9024601,格里芬,49,1,2,5002,52010102,5002,25000,800,5002,52010102,0,0,200,200,60,0,11,20000,12,90,6,4925600,7,12189,8,2238,9,13149,10,6443,29,10883,30,264,0,0
9024602,刀魂,49,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,1477680,7,11947,8,2238,9,12976,10,6443,29,10537,30,264,0,0
9024603,碎颅者,49,1,1,4004,52010101,4004,15000,800,4004,52010101,0,0,200,130,60,70,11,20000,12,90,6,1813500,7,11886,8,2686,9,12932,10,7732,29,10450,30,317,0,0
9024604,熔岩斗士,49,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,1477680,7,11947,8,2238,9,12976,10,6443,29,10537,30,264,0,0
9024605,北岭之弓,49,1,1,3012,52010102,3012,15000,800,3012,52010102,0,0,200,130,60,70,11,20000,12,90,6,1276150,7,11886,8,1343,9,13041,10,3866,29,10667,30,158,0,0
9024606,黑羽之箭,49,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,1276150,7,11886,8,1343,9,13041,10,3866,29,10667,30,158,0,0
9034101,堡垒战士,53,3,1,310110,52030102,3101,15000,0,3101,52030102,0,0,200,100,60,70,11,20000,12,90,6,1698700,7,13025,8,3088,9,18887,10,6919,29,22335,30,931,0,0
9034201,火枪手,54,3,1,310210,52030101,3102,15000,0,3102,52030101,0,0,200,100,60,70,11,20000,12,90,6,1149025,7,16529,8,1584,9,23872,10,3549,29,29882,30,478,0,0
9034301,曼提柯尔,55,1,2,5003,52010102,5003,25000,800,5003,52010102,0,0,200,200,60,0,11,20000,12,90,6,8832000,7,17351,8,4014,9,24725,10,8999,29,31006,30,1211,0,0
9034302,星界猎人,55,1,1,4001,52010101,4001,15000,800,4001,52010101,0,0,200,130,60,70,11,20000,12,90,6,2649600,7,16907,8,4014,9,24408,10,8999,29,30372,30,1211,0,0
9034303,女伯爵,55,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9034304,烈火精灵,55,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9034305,凤凰之心,55,1,1,3004,52010103,3004,15000,800,3004,52010103,0,0,200,130,60,70,11,20000,12,90,6,2288300,7,16796,8,2408,9,24527,10,5399,29,30610,30,726,0,0
9034306,收割者,55,2,1,1006,52010103,1006,15000,800,1006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3251775,7,16796,8,4817,9,24329,10,10799,29,30214,30,1453,0,0
9034401,战熊,56,3,1,310310,52030103,3103,15000,0,3103,52030103,0,0,200,100,60,70,11,20000,12,90,6,2303450,7,18087,8,4188,9,26243,10,9415,29,32001,30,1262,0,0
9034501,地神像,57,3,1,310410,52030104,3104,15000,0,3104,52030104,0,0,200,100,60,70,11,20000,12,90,6,1240175,7,18996,8,1710,9,27373,10,3851,29,33246,30,515,0,0
9034601,曼提柯尔,58,1,2,5003,52010102,5003,25000,800,5003,52010102,0,0,200,200,60,0,11,20000,12,90,6,13056400,7,25992,8,5934,9,37023,10,13393,29,45891,30,1789,0,0
9034602,荒漠可汗,58,5,1,2005,52010101,2005,15000,800,2005,52010101,0,0,200,130,60,70,11,20000,12,90,6,3916920,7,25342,8,5934,9,36559,10,13393,29,44963,30,1789,0,0
9034603,灵界大帝,58,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,4807125,7,25179,8,7121,9,36443,10,16071,29,44731,30,2147,0,0
9034604,魅魔女王,58,6,1,3003,52010103,3003,15000,800,3003,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9034605,烈火精灵,58,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9034606,部族贤者,58,5,1,3006,52010103,3006,15000,800,3006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9044101,近卫军,56,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,2713920,7,18200,8,5025,9,26325,10,11298,29,32164,30,1515,0,0
9044201,神射手,57,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,1828200,7,19111,8,2565,9,27456,10,5776,29,33411,30,773,0,0
9044301,客迈拉,58,1,2,5004,52010102,5004,25000,800,5004,52010102,0,0,200,200,60,0,11,20000,12,90,6,13056400,7,25992,8,5934,9,37023,10,13393,29,45891,30,1789,0,0
9044302,灵界大帝,58,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,4807125,7,25179,8,7121,9,36443,10,16071,29,44731,30,2147,0,0
9044303,仲裁官,58,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,4807125,7,25179,8,7121,9,36443,10,16071,29,44731,30,2147,0,0
9044304,烈火精灵,58,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9044305,混沌法师,58,1,1,4006,52010103,4006,15000,800,4006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9044306,风暴之眼,58,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3382800,7,25179,8,3560,9,36733,10,8035,29,45311,30,1073,0,0
9044401,大法师,59,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2841225,7,28266,8,3987,9,40680,10,8991,29,51129,30,1202,0,0
9044501,圣堂武士,60,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,4333320,7,28147,8,8024,9,40770,10,18101,29,50882,30,2418,0,0
9044601,客迈拉,61,1,2,5004,52010102,5004,25000,800,5004,52010102,0,0,200,200,60,0,11,20000,12,90,6,14801400,7,29325,8,6727,9,41787,10,15182,29,52494,30,2027,0,0
9044602,仲裁官,61,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,5449575,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
9044603,女伯爵,61,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
9044604,风暴之眼,61,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
9044605,灾祸使者,61,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
9044606,部族贤者,61,5,1,3006,52010103,3006,15000,800,3006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
9054101,骷髅勇士,57,2,1,210111,52020201,2101,15000,0,2101,52020201,0,0,200,100,60,70,11,20000,12,90,6,2771160,7,18881,8,5131,9,27291,10,11553,29,33081,30,1546,0,0
9054201,骸骨猎手,58,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,2537100,7,25504,8,3560,9,36675,10,8035,29,45195,30,1073,0,0
9054301,阿特拉斯,59,1,2,5005,52010102,5005,25000,800,5005,52010102,0,0,200,200,60,0,11,20000,12,90,6,14621400,7,28820,8,6646,9,41075,10,14986,29,51920,30,2003,0,0
9054302,灵翼刺客,59,4,1,1010,52010101,1010,15000,800,1010,52010101,0,0,200,130,60,70,11,20000,12,90,6,4386420,7,28082,8,6646,9,40548,10,14986,29,50865,30,2003,0,0
9054303,星界猎人,59,1,1,4001,52010101,4001,15000,800,4001,52010101,0,0,200,130,60,70,11,20000,12,90,6,4386420,7,28082,8,6646,9,40548,10,14986,29,50865,30,2003,0,0
9054304,仙林女神,59,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9054305,部族贤者,59,5,1,3006,52010103,3006,15000,800,3006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9054306,女伯爵,59,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9054401,恶灵,60,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,2858775,7,28518,8,4012,9,41035,10,9050,29,51412,30,1209,0,0
9054501,吸血男爵,61,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
9054601,阿特拉斯,62,1,2,5005,52010102,5005,25000,800,5005,52010102,0,0,200,200,60,0,11,20000,12,90,6,18918200,7,36617,8,8599,9,52246,10,19362,29,68459,30,2592,0,0
9054602,星界猎人,62,1,1,4001,52010101,4001,15000,800,4001,52010101,0,0,200,130,60,70,11,20000,12,90,6,5675460,7,35635,8,8599,9,51545,10,19362,29,67057,30,2592,0,0
9054603,雷霆之王,62,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
9054604,海洋之狼,62,1,1,1001,52010101,1001,15000,800,1001,52010101,0,0,200,130,60,70,11,20000,12,90,6,5675460,7,35635,8,8599,9,51545,10,19362,29,67057,30,2592,0,0
9054605,风暴之眼,62,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
9054606,魅魔女王,62,6,1,3003,52010103,3003,15000,800,3003,52010103,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
9064101,堡垒卫士,58,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,3845700,7,25179,8,7121,9,36443,10,16071,29,44731,30,2147,0,0
9064201,狙击手,59,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,2841225,7,28266,8,3987,9,40680,10,8991,29,51129,30,1202,0,0
9064301,海德拉,60,1,2,5006,52010102,5006,25000,800,5006,52010102,0,0,200,200,60,0,11,20000,12,90,6,14711800,7,29074,8,6687,9,41432,10,15084,29,52206,30,2015,0,0
9064302,灵界大帝,60,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,5416650,7,28147,8,8024,9,40770,10,18101,29,50882,30,2418,0,0
9064303,女伯爵,60,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9064304,原力法师,60,1,1,2009,52010103,2009,15000,800,2009,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9064305,通灵师,60,6,1,2003,52010103,2003,15000,800,2003,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9064306,仙林女神,60,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9064401,精锐战熊,61,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
9064501,地神兵,62,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
9064601,海德拉,63,1,2,5006,52010102,5006,25000,800,5006,52010102,0,0,200,200,60,0,11,20000,12,90,6,31646000,7,41043,8,14384,9,58506,10,16621,29,74683,30,4906,0,0
9064602,雷霆之王,63,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
9064603,恶魔猎人,63,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,9493800,7,40026,8,14384,9,57779,10,16621,29,73230,30,4906,0,0
9064604,原力法师,63,1,1,2009,52010103,2009,15000,800,2009,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
9064605,唤魂妖姬,63,6,1,1008,52010103,1008,15000,600,1008,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
9064606,通灵师,63,6,1,2003,52010103,2003,15000,800,2003,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
9074101,灵翼刺客,59,4,1,1010,52010101,1010,15000,800,1010,52010101,0,0,200,130,60,70,11,20000,12,90,6,4386420,7,28082,8,6646,9,40548,10,14986,29,50865,30,2003,0,0
9074102,星界猎人,59,1,1,4001,52010101,4001,15000,800,4001,52010101,0,0,200,130,60,70,11,20000,12,90,6,4386420,7,28082,8,6646,9,40548,10,14986,29,50865,30,2003,0,0
9074103,海洋之狼,59,1,1,1001,52010101,1001,15000,800,1001,52010101,0,0,200,130,60,70,11,20000,12,90,6,4386420,7,28082,8,6646,9,40548,10,14986,29,50865,30,2003,0,0
9074104,爆裂队长,59,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9074105,仙林女神,59,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3788300,7,27897,8,3987,9,40746,10,8991,29,51261,30,1202,0,0
9074201,灵界大帝,60,6,1,3007,52010101,3007,15000,400,3007,52010101,0,0,200,130,60,70,11,20000,12,90,6,5416650,7,28147,8,8024,9,40770,10,18101,29,50882,30,2418,0,0
9074202,仲裁官,60,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,5416650,7,28147,8,8024,9,40770,10,18101,29,50882,30,2418,0,0
9074203,烈火精灵,60,1,1,3011,52010103,3011,15000,800,3011,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9074204,混沌法师,60,1,1,4006,52010103,4006,15000,800,4006,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9074205,风暴之眼,60,1,1,2008,52010103,2008,15000,800,2008,52010103,0,0,200,130,60,70,11,20000,12,90,6,3811700,7,28147,8,4012,9,41101,10,9050,29,51544,30,1209,0,0
9074301,斯卡尔,61,1,2,5007,52010102,5007,25000,800,5007,52010102,0,0,200,200,60,0,11,20000,12,90,6,14801400,7,29325,8,6727,9,41787,10,15182,29,52494,30,2027,0,0
9074302,猩红之王,61,1,1,4007,52010101,4007,15000,800,4007,52010101,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
9074303,恶魔猎人,61,1,1,2007,52010101,2007,15000,800,2007,52010101,0,0,200,130,60,70,11,20000,12,90,6,4440420,7,28581,8,6727,9,41255,10,15182,29,51431,30,2027,0,0
9074304,北岭之弓,61,1,1,3012,52010102,3012,15000,800,3012,52010102,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
