storyid,heroid,heroname,say,next,skip,position,camp,storytype,passid,passpos,endani,jump,soundtime,sound,Line_speed,back_picture,pre_sound_sound,pre_sound_time,gameid,isdoani
0,1000,####,暗灵的追兵已被消灭，我们赶快离开这里。,1291,0,1,1,10,0,0,0,0,120,VO_Story/C1_end_1_1,1,0,0,0,0,0
0,1000,####,前面就是北岭，也许矮人王可以帮助我们……,-1,0,1,1,10,0,0,0,0,120,VO_Story/C1_end_1_2,1,0,0,0,0,0
0,1000,####,啊嚏！这儿好冷……,1401,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1010,斥候,领主大人，必须翻过这座雪山，我们才能到达矮人王国[1]瓦特阿尔[0]。,1402,0,2,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,希望这的敌人已经冻僵了。大家坚持住，我们马上就能喝到矮人酿的黑麦啤酒了！,-1,0,1,1,10,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,这座[1]地下城[0]里都是些低级生物，很适合作为我们的根据地。,10010102,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,还是小心为妙，据说地底的夺心魔经常会放出诱饵引诱冒险者深入它们的巢穴。,10010103,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1007,穴居怪,又有入侵者！快拉响警报！,10010104,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,我看他们可长得不像夺心魔，准备作战！,10010105,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,遵命，我的主人。,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,这些小怪物们哭喊着逃走了，我们应该很快就能征服这座[1]地下城[0]。,10010112,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,我不得不提醒您，您已经不是[1]地下城[0]里唯一的冒险者了。,10010113,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,敌国的冒险团已经出发了吗？可不能能让他们捡了便宜。,10010114,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,[1]地下城[0]交错纵横的通道里危机四伏，我们不能一直暴露在外面。,10010115,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,明白了，这片区域还挺开阔，我们先清空这里。,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,是一座先行者的遗迹！还好，封印没有被破坏。,10010202,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,先行者？,10010203,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,尊敬的主人，请原谅我的冒昧，作为一位深渊领主，您还太年轻了。,10010204,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,说重点吧。,10010205,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,早在神魔大战前，地狱的先行者就来到过人间，他们建造了这些隐秘的据点，用来和地狱联络。,10010206,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,也就是说，我们能从这里搜刮一些有用的东西？,10010207,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,睿智的想法。,10010208,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,快解开封印，把有用的东西统统带走。,10010209,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,如您所愿。,-1,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,肮脏愚蠢的矮人，为什么要让他们加入？,10010302,0,2,1,10,0,0,0,0,120,0,1,20025,0,0,0,0
0,1000,####,别这么狭隘。在我的计划里，矮人的力量也是必不可少的。,10010303,0,1,1,10,0,0,0,0,120,0,1,20025,0,0,0,0
0,4002,莫瑞亚,我们世代生存的地堡被穴居怪给抢去了，我一定要报仇！,10010304,0,2,1,10,0,0,0,0,120,0,1,20025,0,0,0,0
0,1000,####,很好，那么先帮我把洞穴怪挖的暗堡给踩平。,10010305,0,1,1,10,0,0,0,0,120,0,1,20025,0,0,0,0
0,4002,莫瑞亚,我这就去！,10010311,0,2,1,10,0,0,0,0,120,0,1,20025,0,0,0,0
0,1007,穴居怪,是矮人！怎么会出现在这里！？哇哇哇，快跑啊！,10010312,0,2,2,10,0,0,0,0,120,0,1,20014,0,0,0,0
0,4002,莫瑞亚,好好品尝我复仇的怒火吧！裂地重击！（轰！）,10010313,0,1,1,10,0,0,0,0,120,0,1,20014,0,0,0,0
0,2008,奥萝尔,惊人的力量……看来矮人也并非一无是处嘛。,10010314,0,2,1,10,0,0,0,0,120,0,1,20014,0,0,0,0
0,1000,####,干得漂亮。这座洞穴连通了多条通道，我们可以在石笋高地建立一座堡垒。,-1,0,1,1,10,0,0,0,0,120,0,1,20014,0,0,0,0
0,2008,奥萝尔,您的计划上有这一环节吗？,10010402,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,确实超出了一些预期，不过还在可控范围之内。,10010403,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,应急方案是？,10010404,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,打就对了！,-1,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,主人，抓到了他们的军团长，可以交给我吗？,10010412,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1001,军团长,可恶的恶魔，我的国王不会饶过你们！,10010413,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,这次不行，放他走。,10010414,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,为什么？,10010415,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,回去给你们的国王带个话，我——####，第1001层深渊领主，在此恭候。,10010416,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1001,军团长,等着瞧吧，国王的军队会填平这座洞穴！,10010417,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,哎~辛苦了半天，好不容易才有点乐子~,10010418,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,真拿你没办法，来我的书房，我可以教你一些有趣的魔法。,10010419,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,呵呵呵，那我可不客气了。,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,您无穷无尽的力量令我陶醉，主人~,10010502,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,嗯哼……有其他冒险者闯入我们的洞穴了，来者不善。,10010503,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,来得正好，我正兴致高涨呢。,10010504,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,主动出击，不要让他们接近堡垒，我可不想弄脏这间新屋子。,10010505,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,4002,莫瑞亚,我要把他们统统踩到土里去！,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,好无聊的对手，什么时候才能吸收到一点强大的灵魂呢？,10010512,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,我们建立据点的消息已经传开了，很快其他冒险者都会来到这里。,10010513,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,他们一定还以为这只是一次单纯的恶魔入侵事件~,10010514,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,魔法阵布置得怎么样了？,10010515,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,很快便可以使用~别这么严肃，我们还有不少时间可以放松……,10010516,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,人类比你想象的要顽强和狡诈，这个世界上最复杂的地方不是[1]地下城[0]，而是人心。,10010517,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,您真是一位特别的深渊领主，总觉得您说话的方式很像那些人类……,10010518,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,不准窥探我的意识，这是最后一次警告！,10010519,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,哼~算了，我去检查魔法阵。打理战利品的事就交给你了。,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,可恶的恶魔，这座[1]地下城[0]属于帝国，我以真神泰拉的名义命令你们滚出这里！,10020102,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,狂妄无知的家伙，神魔大战时，你们坐享其成，现在还有脸提泰拉的名字。,10020103,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,哼，一个法师学徒，哈哈哈……你有什么资格和我说话？,10020104,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,我以第570层深渊领主的身份保证，马上你就会知道什么叫跌入深渊的绝望！,-1,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,我认得这把剑，你是……,10020112,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,……我是深渊第1001层得领主，####，在下地狱前好好记住这个名字吧。,10020113,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,复仇？看来我似乎是有些轻敌了。,10020114,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,全军撤退！,10020115,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,你们以前认识？,10020116,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,不要多问，赶快叫所有人撤回堡垒中，准备好法阵!,10020117,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,遵命！,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,你的样子看起来似乎很严肃，需要我帮你放松一下吗？,10020202,0,2,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,1000,####,现在不是时候，去检查一下法阵，计划必须保证万无一失。,10020203,0,1,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,2008,奥萝尔,好的，好的。真会使唤恶魔。虽然和你定了契约，但我好歹也是深渊领主啊。,10020204,0,2,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,1000,####,抱歉……,10020205,0,1,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,2008,奥萝尔,你在道歉……一位深渊领主居然在向另一位深渊领主道歉……,10020206,0,2,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,1000,####,这很奇怪吗？,10020207,0,1,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,2008,奥萝尔,好吧，我不管你以前经历过什么，但作为一名深渊领主，你这样做太没礼貌了。,10020208,0,2,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,1000,####,那我该怎么做？,10020209,0,1,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,2008,奥萝尔,当然是咆哮着命令我啊。,10020210,0,2,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,1000,####,那……快给我去检查魔法阵！,10020211,0,1,1,10,0,0,0,0,120,0,1,20026,0,0,0,0
0,2008,奥萝尔,你会习惯的，我的主人。,-1,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,主人，一切准备就绪，请开始吧。,10020302,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,无上的深渊古神，伟大的不可名状者，您虔诚的仆人在此献上英灵，将其为我所用！,10020303,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,啦，啦耶！克总，发塔!,10020304,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,2008,奥萝尔,身为一位深渊领主，您不但了解人类，还和古神有联系？,10020305,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,只是交际圈比较广而已……别吵，就快成功了……啦，啦耶！克总，发塔!,10020306,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,3007,莱茵王,####，你这家伙，居然还敢唤醒我？,10020307,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,1000,####,你不是一直想找狮鹫王报仇吗？现在机会就在眼前，让你的暗灵大军一直睡着也太浪费了。,10020308,0,1,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,3007,莱茵王,狮鹫王？那个谋害我的混蛋也在这里？好吧，你的帐我以后再算！,-1,0,2,1,10,0,0,0,0,120,0,1,20012,0,0,0,0
0,3007,莱茵王,没想到我们两个居然有并肩战斗的一天，####，你为什么会和恶魔待在一起。,10020502,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,1000,####,现在的我是一名深渊领主，莱茵。,10020503,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,看来我不在的日子里，发生了很多事。,10020504,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,1000,####,的确。,10020505,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,没想到我会被你复活，虽然不想被你操纵，但如果是为了向狮鹫王复仇，可以接受。,10020506,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,2008,奥萝尔,你们在聊什么？,10020507,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,不关你的事，无知的小法师。,10020508,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,2008,奥萝尔,谁问你了，讲话漏风的家伙。,10020509,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,你竟敢侮辱本王！,10020510,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,1000,####,没时间斗嘴，这座先行者的遗迹随时可能关闭，我们还需要更多资源。,10020511,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,你想让本王做这种苦力活吗？,10020512,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,1000,####,瓦拉因！瓦塔姆！莱茵和你的仆从，服从你们的召唤者！将这里的资源给我搬回城堡。,10020513,0,1,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,3007,莱茵王,可恶，身体不受指挥了！,10020514,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,2008,奥萝尔,哈哈哈哈哈，这群傻乎乎的骨头还真好用。,-1,0,2,1,10,0,0,0,0,120,0,1,20021,0,0,0,0
0,1000,####,所有恩怨将在今天了结！,10021002,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,3007,莱茵王,还有我的那份！,10021003,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,你们这些邪恶的魔鬼，休想战胜我的神圣军队。,10021004,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,3007,莱茵王,为了一己私欲谋害自己的君主，你的虚伪令我作呕！,10021005,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,那又怎样，现在我是国王！你们滚回地狱去吧！,-1,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,不要杀我，都…都是我的错，请饶恕我！,10021012,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,你不配下地狱，你的灵魂应该被流放到无尽的深渊中！就像我一样。,10021013,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2006,狮鹫王,你这个邪恶的魔鬼，我当年就应该亲手了结你。,10021014,0,2,2,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,还好我在生命的最后一刻和恶魔缔结了契约，今天才有机会复仇。,10021015,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,您以前是……人类？,10021016,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,是仇恨的力量让我成为了深渊领主，现在我终于要解脱了。,10021017,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,不，[1]地下城[0]的冒险还没有结束，我想您还有许多事情需要处理。,10021018,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,2008,奥萝尔,比如将更多肮脏的灵魂送入深渊。,10021019,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,1000,####,听起来是个不错的差事。,10021020,0,1,1,9,0,0,0,0,120,0,1,0,0,0,0,0
0,3007,莱茵王,莱恩就交给我吧，我的暗灵大军应该非常欢迎他加入。,-1,0,2,1,9,0,0,0,0,120,0,1,0,0,0,0,0
