lazyid,id ,name,lv,needitem,neednum,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6
1021008,52030107,熔岩蜥蜴,8,52030107,120,7,3850,6,36660,8,3780,10,7630,30,3590,99,2236700
1021009,52030107,熔岩蜥蜴,9,52030107,150,7,5250,6,50020,8,5150,10,10400,30,4900,99,3050400
1021010,52030107,熔岩蜥蜴,10,52030107,180,7,6940,6,66110,8,6810,10,13750,30,6480,99,4032700
1021011,52030107,熔岩蜥蜴,11,52030107,220,7,8940,6,85160,8,8770,10,17710,30,8350,99,5194700
1021012,52030107,熔岩蜥蜴,12,52030107,260,7,11270,6,107340,8,11060,10,22330,30,10520,99,6548300
1021013,52030107,熔岩蜥蜴,13,52030107,310,7,13950,6,132860,8,13680,10,27630,30,13020,99,8103700
1021014,52030107,熔岩蜥蜴,14,52030107,350,7,17000,6,161900,8,16680,10,33670,30,15870,99,9876500
1021015,52030107,熔岩蜥蜴,15,52030107,400,7,20440,6,194640,8,20050,10,40490,30,19070,99,11873300
1021016,52030107,熔岩蜥蜴,16,52030107,460,7,24280,6,231260,8,23820,10,48100,30,22660,99,14106200
1021017,52030107,熔岩蜥蜴,17,52030107,520,7,28550,6,271940,8,28010,10,56560,30,26650,99,16587800
1021018,52030107,熔岩蜥蜴,18,52030107,580,7,33270,6,316850,8,32640,10,65900,30,31050,99,19328000
1021019,52030107,熔岩蜥蜴,19,52030107,640,7,38450,6,366140,8,37710,10,76160,30,35880,99,22334800
1021020,52030107,熔岩蜥蜴,20,0,0,7,44100,6,420000,8,43260,10,87360,30,41160,99,25620000
2021001,52030207,熔岩巨龙,1,52030207,3,7,170,6,1710,8,160,10,310,30,160,99,98700
2021002,52030207,熔岩巨龙,2,52030207,6,7,320,6,3240,8,300,10,600,30,310,99,187800
2021003,52030207,熔岩巨龙,3,52030207,12,7,660,6,6820,8,620,10,1260,30,640,99,391400
2021004,52030207,熔岩巨龙,4,52030207,24,7,1270,6,13100,8,1200,10,2420,30,1230,99,753000
2021005,52030207,熔岩巨龙,5,52030207,40,7,2200,6,22660,8,2070,10,4180,30,2140,99,1303200
2021006,52030207,熔岩巨龙,6,52030207,64,7,3500,6,36040,8,3290,10,6650,30,3400,99,2072300
2021007,52030207,熔岩巨龙,7,52030207,90,7,5220,6,53750,8,4910,10,9920,30,5060,99,3090000
2021008,52030207,熔岩巨龙,8,52030207,120,7,7410,6,76260,8,6970,10,14080,30,7190,99,4386200
2021009,52030207,熔岩巨龙,9,52030207,150,7,10100,6,104040,8,9500,10,19210,30,9800,99,5981300
2021010,52030207,熔岩巨龙,10,52030207,180,7,13360,6,137520,8,12560,10,25390,30,12960,99,7907900
2021011,52030207,熔岩巨龙,11,52030207,220,7,17200,6,177120,8,16180,10,32700,30,16690,99,10184400
2021012,52030207,熔岩巨龙,12,52030207,260,7,21680,6,223270,8,20390,10,41220,30,21040,99,12837400
2021013,52030207,熔岩巨龙,13,52030207,310,7,26840,6,276350,8,25240,10,51020,30,26040,99,15890000
2021014,52030207,熔岩巨龙,14,52030207,350,7,32700,6,336750,8,30760,10,62170,30,31730,99,19362500
2021015,52030207,熔岩巨龙,15,52030207,400,7,39320,6,404850,8,36980,10,74740,30,38150,99,23279000
2021016,52030207,熔岩巨龙,16,52030207,460,7,46720,6,481030,8,43940,10,88810,30,45330,99,27660100
2021017,52030207,熔岩巨龙,17,52030207,520,7,54930,6,565640,8,51670,10,104430,30,53300,99,32524300
2021018,52030207,熔岩巨龙,18,52030207,580,7,64000,6,659040,8,60200,10,121670,30,62100,99,37894300
2021019,52030207,熔岩巨龙,19,52030207,640,7,73960,6,761580,8,69570,10,140600,30,71760,99,43790600
2021020,52030207,熔岩巨龙,20,0,0,7,84840,6,873600,8,79800,10,161280,30,82320,99,50232000
1022001,52040101,林妖,1,52040101,3,9,170,6,810,8,90,10,160,30,80,99,49700
1022002,52040101,林妖,2,52040101,6,9,320,6,1540,8,160,10,300,30,150,99,92800
1022003,52040101,林妖,3,52040101,12,9,680,6,3250,8,340,10,630,30,310,99,195500
1022004,52040101,林妖,4,52040101,24,9,1310,6,6230,8,650,10,1210,30,600,99,375600
1022005,52040101,林妖,5,52040101,40,9,2270,6,10780,8,1130,10,2090,30,1030,99,649600
1022006,52040101,林妖,6,52040101,64,9,3600,6,17150,8,1800,10,3330,30,1650,99,1034500
1022007,52040101,林妖,7,52040101,90,9,5370,6,25580,8,2690,10,4960,30,2450,99,1542100
1022008,52040101,林妖,8,52040101,120,9,7630,6,36300,8,3810,10,7040,30,3480,99,2188500
1022009,52040101,林妖,9,52040101,150,9,10400,6,49520,8,5200,10,9600,30,4750,99,2985400
1022010,52040101,林妖,10,52040101,180,9,13750,6,65450,8,6880,10,12690,30,6280,99,3947000
1022011,52040101,林妖,11,52040101,220,9,17710,6,84300,8,8860,10,16350,30,8090,99,5084000
1022012,52040101,林妖,12,52040101,260,9,22330,6,106270,8,11160,10,20610,30,10200,99,6408400
1022013,52040101,林妖,13,52040101,310,9,27630,6,131530,8,13820,10,25510,30,12620,99,7931600
1022014,52040101,林妖,14,52040101,350,9,33670,6,160280,8,16840,10,31080,30,15380,99,9665100
1022015,52040101,林妖,15,52040101,400,9,40490,6,192690,8,20240,10,37370,30,18490,99,11619800
1022016,52040101,林妖,16,52040101,460,9,48100,6,228950,8,24050,10,44400,30,21970,99,13806000
1022017,52040101,林妖,17,52040101,520,9,56560,6,269220,8,28280,10,52210,30,25830,99,16233900
1022018,52040101,林妖,18,52040101,580,9,65900,6,313680,8,32950,10,60830,30,30100,99,18915100
1022019,52040101,林妖,19,52040101,640,9,76160,6,362480,8,38080,10,70300,30,34780,99,21858600
1022020,52040101,林妖,20,0,0,9,87360,6,415800,8,43680,10,80640,30,39900,99,25074000
2022001,52040201,林仙,1,52040201,3,9,330,6,1570,8,170,10,330,30,160,99,97400
2022002,52040201,林仙,2,52040201,6,9,620,6,2990,8,320,10,620,30,310,99,184800
2022003,52040201,林仙,3,52040201,12,9,1310,6,6300,8,660,10,1310,30,660,99,389000
2022004,52040201,林仙,4,52040201,24,9,2520,6,12090,8,1270,10,2520,30,1260,99,746800
2022005,52040201,林仙,5,52040201,40,9,4360,6,20920,8,2200,10,4360,30,2180,99,1292400
2022006,52040201,林仙,6,52040201,64,9,6930,6,33270,8,3500,10,6930,30,3470,99,2055400
2022007,52040201,林仙,7,52040201,90,9,10340,6,49610,8,5220,10,10340,30,5170,99,3065200
2022008,52040201,林仙,8,52040201,120,9,14670,6,70390,8,7410,10,14670,30,7330,99,4348800
2022009,52040201,林仙,9,52040201,150,9,20010,6,96030,8,10100,10,20010,30,10000,99,5931600
2022010,52040201,林仙,10,52040201,180,9,26450,6,126940,8,13360,10,26450,30,13220,99,7841800
2022011,52040201,林仙,11,52040201,220,9,34060,6,163500,8,17200,10,34060,30,17030,99,10099000
2022012,52040201,林仙,12,52040201,260,9,42940,6,206090,8,21680,10,42940,30,21470,99,12730800
2022013,52040201,林仙,13,52040201,310,9,53140,6,255090,8,26840,10,53140,30,26570,99,15756800
2022014,52040201,林仙,14,52040201,350,9,64760,6,310840,8,32700,10,64760,30,32380,99,19200800
2022015,52040201,林仙,15,52040201,400,9,77860,6,373710,8,39320,10,77860,30,38930,99,23085200
2022016,52040201,林仙,16,52040201,460,9,92510,6,444030,8,46720,10,92510,30,46250,99,27428600
2022017,52040201,林仙,17,52040201,520,9,108780,6,522130,8,54930,10,108780,30,54390,99,32252600
2022018,52040201,林仙,18,52040201,580,9,126740,6,608350,8,64000,10,126740,30,63370,99,37578000
2022019,52040201,林仙,19,52040201,640,9,146460,6,703000,8,73960,10,146460,30,73230,99,43425000
2022020,52040201,林仙,20,0,0,9,168000,6,806400,8,84840,10,168000,30,84000,99,49812000
1023001,52040102,花妖,1,52040102,3,9,160,6,820,8,80,10,170,30,90,99,49900
1023002,52040102,花妖,2,52040102,6,9,310,6,1560,8,150,10,320,30,160,99,93700
1023003,52040102,花妖,3,52040102,12,9,650,6,3280,8,310,10,680,30,340,99,197100
1023004,52040102,花妖,4,52040102,24,9,1250,6,6300,8,600,10,1310,30,650,99,379000
1023005,52040102,花妖,5,52040102,40,9,2160,6,10890,8,1050,10,2270,30,1130,99,657300
1023006,52040102,花妖,6,52040102,64,9,3430,6,17330,8,1660,10,3600,30,1800,99,1044100
1023007,52040102,花妖,7,52040102,90,9,5120,6,25840,8,2480,10,5370,30,2690,99,1558300
1023008,52040102,花妖,8,52040102,120,9,7260,6,36660,8,3520,10,7630,30,3810,99,2210700
1023009,52040102,花妖,9,52040102,150,9,9900,6,50020,8,4800,10,10400,30,5200,99,3015400
1023010,52040102,花妖,10,52040102,180,9,13090,6,66110,8,6350,10,13750,30,6880,99,3987200
1023011,52040102,花妖,11,52040102,220,9,16860,6,85160,8,8170,10,17710,30,8860,99,5134700
1023012,52040102,花妖,12,52040102,260,9,21250,6,107340,8,10300,10,22330,30,11160,99,6471800
1023013,52040102,花妖,13,52040102,310,9,26310,6,132860,8,12750,10,27630,30,13820,99,8011200
1023014,52040102,花妖,14,52040102,350,9,32060,6,161900,8,15540,10,33670,30,16840,99,9762500
1023015,52040102,花妖,15,52040102,400,9,38540,6,194640,8,18690,10,40490,30,20240,99,11737300
1023016,52040102,花妖,16,52040102,460,9,45790,6,231260,8,22200,10,48100,30,24050,99,13944700
1023017,52040102,花妖,17,52040102,520,9,53840,6,271940,8,26110,10,56560,30,28280,99,16397800
1023018,52040102,花妖,18,52040102,580,9,62740,6,316850,8,30420,10,65900,30,32950,99,19106000
1023019,52040102,花妖,19,52040102,640,9,72500,6,366140,8,35150,10,76160,30,38080,99,22078800
1023020,52040102,花妖,20,0,0,9,83160,6,420000,8,40320,10,87360,30,43680,99,25326000
2023001,52040202,花仙,1,52040202,3,9,340,6,1640,8,170,10,320,30,170,99,99800
2023002,52040202,花仙,2,52040202,6,9,640,6,3120,8,330,10,610,30,330,99,190900
2023003,52040202,花仙,3,52040202,12,9,1350,6,6560,8,690,10,1290,30,690,99,401200
2023004,52040202,花仙,4,52040202,24,9,2590,6,12600,8,1320,10,2470,30,1320,99,769000
2023005,52040202,花仙,5,52040202,40,9,4490,6,21790,8,2290,10,4270,30,2290,99,1331800
2023006,52040202,花仙,6,52040202,64,9,7140,6,34650,8,3640,10,6790,30,3640,99,2117500
2023007,52040202,花仙,7,52040202,90,9,10650,6,51680,8,5430,10,10130,30,5430,99,3158600
2023008,52040202,花仙,8,52040202,120,9,15110,6,73330,8,7700,10,14370,30,7700,99,4480600
2023009,52040202,花仙,9,52040202,150,9,20610,6,100040,8,10500,10,19610,30,10500,99,6111800
2023010,52040202,花仙,10,52040202,180,9,27240,6,132230,8,13880,10,25920,30,13880,99,8078600
2023011,52040202,花仙,11,52040202,220,9,35080,6,170310,8,17880,10,33380,30,17880,99,10405200
2023012,52040202,花仙,12,52040202,260,9,44220,6,214680,8,22540,10,42080,30,22540,99,13116600
2023013,52040202,花仙,13,52040202,310,9,54740,6,265720,8,27900,10,52080,30,27900,99,16235400
2023014,52040202,花仙,14,52040202,350,9,66700,6,323800,8,34000,10,63460,30,34000,99,19784000
2023015,52040202,花仙,15,52040202,400,9,80190,6,389280,8,40870,10,76300,30,40870,99,23784100
2023016,52040202,花仙,16,52040202,460,9,95280,6,462530,8,48570,10,90660,30,48570,99,28261600
2023017,52040202,花仙,17,52040202,520,9,112040,6,543890,8,57110,10,106600,30,57110,99,33231800
2023018,52040202,花仙,18,52040202,580,9,130540,6,633690,8,66540,10,124200,30,66540,99,38718800
2023019,52040202,花仙,19,52040202,640,9,150850,6,732290,8,76890,10,143530,30,76890,99,44742800
2023020,52040202,花仙,20,0,0,9,173040,6,840000,8,88200,10,164640,30,88200,99,51324000
1024001,52040103,精灵猎人,1,52040103,3,7,90,6,800,8,80,10,160,30,80,99,49000
1024002,52040103,精灵猎人,2,52040103,6,7,160,6,1530,8,160,10,300,30,150,99,92600
1024003,52040103,精灵猎人,3,52040103,12,7,340,6,3210,8,340,10,620,30,320,99,195200
1024004,52040103,精灵猎人,4,52040103,24,7,660,6,6170,8,650,10,1200,30,620,99,376400
1024005,52040103,精灵猎人,5,52040103,40,7,1140,6,10680,8,1120,10,2070,30,1070,99,650100
1024006,52040103,精灵猎人,6,52040103,64,7,1820,6,16980,8,1780,10,3290,30,1700,99,1034100
1024007,52040103,精灵猎人,7,52040103,90,7,2710,6,25320,8,2660,10,4910,30,2530,99,1541900
1024008,52040103,精灵猎人,8,52040103,120,7,3850,6,35930,8,3780,10,6970,30,3590,99,2189100
1024009,52040103,精灵猎人,9,52040103,150,7,5250,6,49020,8,5150,10,9500,30,4900,99,2985400
1024010,52040103,精灵猎人,10,52040103,180,7,6940,6,64790,8,6810,10,12560,30,6480,99,3946800
1024011,52040103,精灵猎人,11,52040103,220,7,8940,6,83450,8,8770,10,16180,30,8350,99,5084000
1024012,52040103,精灵猎人,12,52040103,260,7,11270,6,105190,8,11060,10,20390,30,10520,99,6408300
1024013,52040103,精灵猎人,13,52040103,310,7,13950,6,130200,8,13680,10,25240,30,13020,99,7931000
1024014,52040103,精灵猎人,14,52040103,350,7,17000,6,158660,8,16680,10,30760,30,15870,99,9666200
1024015,52040103,精灵猎人,15,52040103,400,7,20440,6,190750,8,20050,10,36980,30,19070,99,11620000
1024016,52040103,精灵猎人,16,52040103,460,7,24280,6,226640,8,23820,10,43940,30,22660,99,13805800
1024017,52040103,精灵猎人,17,52040103,520,7,28550,6,266500,8,28010,10,51670,30,26650,99,16234500
1024018,52040103,精灵猎人,18,52040103,580,7,33270,6,310510,8,32640,10,60200,30,31050,99,18916200
1024019,52040103,精灵猎人,19,52040103,640,7,38450,6,358820,8,37710,10,69570,30,35880,99,21858900
1024020,52040103,精灵猎人,20,0,0,7,44100,6,411600,8,43260,10,79800,30,41160,99,25074000
2024001,52040203,精灵游侠,1,52040203,3,7,160,6,1720,8,160,10,340,30,160,99,99400
2024002,52040203,精灵游侠,2,52040203,6,7,310,6,3280,8,300,10,660,30,310,99,190600
2024003,52040203,精灵游侠,3,52040203,12,7,650,6,6890,8,630,10,1380,30,650,99,399800
2024004,52040203,精灵游侠,4,52040203,24,7,1250,6,13230,8,1210,10,2650,30,1250,99,768100
2024005,52040203,精灵游侠,5,52040203,40,7,2160,6,22880,8,2090,10,4580,30,2160,99,1327600
2024006,52040203,精灵游侠,6,52040203,64,7,3430,6,36390,8,3330,10,7280,30,3430,99,2110800
2024007,52040203,精灵游侠,7,52040203,90,7,5120,6,54260,8,4960,10,10850,30,5120,99,3147700
2024008,52040203,精灵游侠,8,52040203,120,7,7260,6,76990,8,7040,10,15400,30,7260,99,4465800
2024009,52040203,精灵游侠,9,52040203,150,7,9900,6,105040,8,9600,10,21010,30,9900,99,6091300
2024010,52040203,精灵游侠,10,52040203,180,7,13090,6,138840,8,12690,10,27770,30,13090,99,8052300
2024011,52040203,精灵游侠,11,52040203,220,7,16860,6,178830,8,16350,10,35770,30,16860,99,10372100
2024012,52040203,精灵游侠,12,52040203,260,7,21250,6,225410,8,20610,10,45080,30,21250,99,13073200
2024013,52040203,精灵游侠,13,52040203,310,7,26310,6,279000,8,25510,10,55800,30,26310,99,16183000
2024014,52040203,精灵游侠,14,52040203,350,7,32060,6,339990,8,31080,10,68000,30,32060,99,19719800
2024015,52040203,精灵游侠,15,52040203,400,7,38540,6,408750,8,37370,10,81750,30,38540,99,23707500
2024016,52040203,精灵游侠,16,52040203,460,7,45790,6,485660,8,44400,10,97130,30,45790,99,28167700
2024017,52040203,精灵游侠,17,52040203,520,7,53840,6,571080,8,52210,10,114220,30,53840,99,33121600
2024018,52040203,精灵游侠,18,52040203,580,7,62740,6,665380,8,60830,10,133080,30,62740,99,38592600
2024019,52040203,精灵游侠,19,52040203,640,7,72500,6,768900,8,70300,10,153780,30,72500,99,44597000
2024020,52040203,精灵游侠,20,0,0,7,83160,6,882000,8,80640,10,176400,30,83160,99,51156000
1025001,52040104,德鲁伊,1,52040104,3,9,160,6,800,8,80,10,170,30,80,99,48500
1025002,52040104,德鲁伊,2,52040104,6,9,300,6,1510,8,160,10,320,30,150,99,92200
1025003,52040104,德鲁伊,3,52040104,12,9,620,6,3180,8,330,10,670,30,320,99,193100
1025004,52040104,德鲁伊,4,52040104,24,9,1200,6,6110,8,640,10,1280,30,620,99,372200
1025005,52040104,德鲁伊,5,52040104,40,9,2070,6,10570,8,1110,10,2220,30,1070,99,643900
1025006,52040104,德鲁伊,6,52040104,64,9,3290,6,16810,8,1770,10,3530,30,1700,99,1024200
1025007,52040104,德鲁伊,7,52040104,90,9,4910,6,25060,8,2640,10,5270,30,2530,99,1527200
1025008,52040104,德鲁伊,8,52040104,120,9,6970,6,35560,8,3740,10,7480,30,3590,99,2166700
1025009,52040104,德鲁伊,9,52040104,150,9,9500,6,48520,8,5100,10,10200,30,4900,99,2955400
1025010,52040104,德鲁伊,10,52040104,180,9,12560,6,64130,8,6740,10,13490,30,6480,99,3907100
1025011,52040104,德鲁伊,11,52040104,220,9,16180,6,82600,8,8690,10,17370,30,8350,99,5033500
1025012,52040104,德鲁伊,12,52040104,260,9,20390,6,104120,8,10950,10,21900,30,10520,99,6343900
1025013,52040104,德鲁伊,13,52040104,310,9,25240,6,128870,8,13550,10,27100,30,13020,99,7851400
1025014,52040104,德鲁伊,14,52040104,350,9,30760,6,157040,8,16510,10,33030,30,15870,99,9568300
1025015,52040104,德鲁伊,15,52040104,400,9,36980,6,188800,8,19850,10,39710,30,19070,99,11502500
1025016,52040104,德鲁伊,16,52040104,460,9,43940,6,224330,8,23590,10,47180,30,22660,99,13667600
1025017,52040104,德鲁伊,17,52040104,520,9,51670,6,263780,8,27740,10,55480,30,26650,99,16072100
1025018,52040104,德鲁伊,18,52040104,580,9,60200,6,307340,8,32320,10,64640,30,31050,99,18725800
1025019,52040104,德鲁伊,19,52040104,640,9,69570,6,355160,8,37350,10,74690,30,35880,99,21639200
1025020,52040104,德鲁伊,20,0,0,9,79800,6,407400,8,42840,10,85680,30,41160,99,24822000
2025001,52040204,大德鲁伊,1,52040204,3,9,330,6,1660,8,160,10,330,30,170,99,99200
2025002,52040204,大德鲁伊,2,52040204,6,9,620,6,3150,8,310,10,620,30,320,99,188000
2025003,52040204,大德鲁伊,3,52040204,12,9,1310,6,6630,8,640,10,1310,30,660,99,393600
2025004,52040204,大德鲁伊,4,52040204,24,9,2520,6,12720,8,1230,10,2520,30,1270,99,756400
2025005,52040204,大德鲁伊,5,52040204,40,9,4360,6,22000,8,2140,10,4360,30,2200,99,1310000
2025006,52040204,大德鲁伊,6,52040204,64,9,6930,6,35000,8,3400,10,6930,30,3500,99,2083000
2025007,52040204,大德鲁伊,7,52040204,90,9,10340,6,52200,8,5060,10,10340,30,5220,99,3106000
2025008,52040204,大德鲁伊,8,52040204,120,9,14670,6,74060,8,7190,10,14670,30,7410,99,4408200
2025009,52040204,大德鲁伊,9,52040204,150,9,20010,6,101040,8,9800,10,20010,30,10100,99,6011800
2025010,52040204,大德鲁伊,10,52040204,180,9,26450,6,133550,8,12960,10,26450,30,13360,99,7948000
2025011,52040204,大德鲁伊,11,52040204,220,9,34060,6,172010,8,16690,10,34060,30,17200,99,10235200
2025012,52040204,大德鲁伊,12,52040204,260,9,42940,6,216830,8,21040,10,42940,30,21680,99,12902600
2025013,52040204,大德鲁伊,13,52040204,310,9,53140,6,268370,8,26040,10,53140,30,26840,99,15969400
2025014,52040204,大德鲁伊,14,52040204,350,9,64760,6,327030,8,31730,10,64760,30,32700,99,19459600
2025015,52040204,大德鲁伊,15,52040204,400,9,77860,6,393170,8,38150,10,77860,30,39320,99,23396400
2025016,52040204,大德鲁伊,16,52040204,460,9,92510,6,467150,8,45330,10,92510,30,46720,99,27799000
2025017,52040204,大德鲁伊,17,52040204,520,9,108780,6,549320,8,53300,10,108780,30,54930,99,32687400
2025018,52040204,大德鲁伊,18,52040204,580,9,126740,6,640030,8,62100,10,126740,30,64000,99,38084600
2025019,52040204,大德鲁伊,19,52040204,640,9,146460,6,739610,8,71760,10,146460,30,73960,99,44010200
2025020,52040204,大德鲁伊,20,0,0,9,168000,6,848400,8,82320,10,168000,30,84840,99,50484000
1026001,52040105,树精,1,52040105,3,7,90,6,820,8,80,10,170,30,80,99,49900
1026002,52040105,树精,2,52040105,6,7,160,6,1560,8,150,10,320,30,150,99,93200
1026003,52040105,树精,3,52040105,12,7,340,6,3280,8,320,10,680,30,310,99,196600
1026004,52040105,树精,4,52040105,24,7,660,6,6300,8,610,10,1300,30,600,99,378000
1026005,52040105,树精,5,52040105,40,7,1140,6,10890,8,1060,10,2240,30,1050,99,654800
1026006,52040105,树精,6,52040105,64,7,1820,6,17330,8,1680,10,3570,30,1660,99,1041100
1026007,52040105,树精,7,52040105,90,7,2710,6,25840,8,2510,10,5320,30,2480,99,1552800
1026008,52040105,树精,8,52040105,120,7,3850,6,36660,8,3560,10,7550,30,3520,99,2203700
1026009,52040105,树精,9,52040105,150,7,5250,6,50020,8,4850,10,10300,30,4800,99,3005400
1026010,52040105,树精,10,52040105,180,7,6940,6,66110,8,6410,10,13620,30,6350,99,3973200
1026011,52040105,树精,11,52040105,220,7,8940,6,85160,8,8260,10,17540,30,8170,99,5117200
1026012,52040105,树精,12,52040105,260,7,11270,6,107340,8,10410,10,22110,30,10300,99,6450300
1026013,52040105,树精,13,52040105,310,7,13950,6,132860,8,12890,10,27370,30,12750,99,7984700
1026014,52040105,树精,14,52040105,350,7,17000,6,161900,8,15700,10,33350,30,15540,99,9729500
1026015,52040105,树精,15,52040105,400,7,20440,6,194640,8,18880,10,40100,30,18690,99,11698800
1026016,52040105,树精,16,52040105,460,7,24280,6,231260,8,22430,10,47640,30,22200,99,13898200
1026017,52040105,树精,17,52040105,520,7,28550,6,271940,8,26380,10,56020,30,26110,99,16343800
1026018,52040105,树精,18,52040105,580,7,33270,6,316850,8,30730,10,65270,30,30420,99,19042500
1026019,52040105,树精,19,52040105,640,7,38450,6,366140,8,35520,10,75430,30,35150,99,22006300
1026020,52040105,树精,20,0,0,7,44100,6,420000,8,40740,10,86520,30,40320,99,25242000
2026001,52040205,远古树精,1,52040205,3,7,160,6,1610,8,170,10,310,30,160,99,96700
2026002,52040205,远古树精,2,52040205,6,7,300,6,3060,8,320,10,600,30,310,99,184200
2026003,52040205,远古树精,3,52040205,12,7,620,6,6430,8,680,10,1260,30,660,99,387600
2026004,52040205,远古树精,4,52040205,24,7,1200,6,12340,8,1300,10,2420,30,1260,99,743800
2026005,52040205,远古树精,5,52040205,40,7,2070,6,21350,8,2240,10,4180,30,2180,99,1285000
2026006,52040205,远古树精,6,52040205,64,7,3290,6,33960,8,3570,10,6650,30,3470,99,2044700
2026007,52040205,远古树精,7,52040205,90,7,4910,6,50650,8,5320,10,9920,30,5170,99,3049000
2026008,52040205,远古树精,8,52040205,120,7,6970,6,71860,8,7550,10,14080,30,7330,99,4326200
2026009,52040205,远古树精,9,52040205,150,7,9500,6,98040,8,10300,10,19210,30,10000,99,5901300
2026010,52040205,远古树精,10,52040205,180,7,12560,6,129580,8,13620,10,25390,30,13220,99,7801100
2026011,52040205,远古树精,11,52040205,220,7,16180,6,166910,8,17540,10,32700,30,17030,99,10048200
2026012,52040205,远古树精,12,52040205,260,7,20390,6,210390,8,22110,10,41220,30,21470,99,12665800
2026013,52040205,远古树精,13,52040205,310,7,25240,6,260400,8,27370,10,51020,30,26570,99,15677000
2026014,52040205,远古树精,14,52040205,350,7,30760,6,317320,8,33350,10,62170,30,32380,99,19103900
2026015,52040205,远古树精,15,52040205,400,7,36980,6,381500,8,40100,10,74740,30,38930,99,22968000
2026016,52040205,远古树精,16,52040205,460,7,43940,6,453280,8,47640,10,88810,30,46250,99,27289100
2026017,52040205,远古树精,17,52040205,520,7,51670,6,533010,8,56020,10,104430,30,54390,99,32089700
2026018,52040205,远古树精,18,52040205,580,7,60200,6,621020,8,65270,10,121670,30,63370,99,37387900
2026019,52040205,远古树精,19,52040205,640,7,69570,6,717640,8,75430,10,140600,30,73230,99,43205800
2026020,52040205,远古树精,20,0,0,7,79800,6,823200,8,86520,10,161280,30,84000,99,49560000
1027001,52040106,独角兽,1,52040106,3,7,80,6,840,8,80,10,170,30,90,99,50300
1027002,52040106,独角兽,2,52040106,6,7,150,6,1590,8,150,10,320,30,160,99,93800
1027003,52040106,独角兽,3,52040106,12,7,320,6,3350,8,310,10,680,30,340,99,198000
1027004,52040106,独角兽,4,52040106,24,7,620,6,6420,8,600,10,1310,30,660,99,381900
1027005,52040106,独角兽,5,52040106,40,7,1070,6,11110,8,1050,10,2270,30,1140,99,661700
1027006,52040106,独角兽,6,52040106,64,7,1700,6,17670,8,1660,10,3600,30,1820,99,1051400
1027007,52040106,独角兽,7,52040106,90,7,2530,6,26360,8,2480,10,5370,30,2710,99,1567700
1027008,52040106,独角兽,8,52040106,120,7,3590,6,37400,8,3520,10,7630,30,3850,99,2225500
1027009,52040106,独角兽,9,52040106,150,7,4900,6,51020,8,4800,10,10400,30,5250,99,3035400
1027010,52040106,独角兽,10,52040106,180,7,6480,6,67440,8,6350,10,13750,30,6940,99,4013300
1027011,52040106,独角兽,11,52040106,220,7,8350,6,86860,8,8170,10,17710,30,8940,99,5168700
1027012,52040106,独角兽,12,52040106,260,7,10520,6,109490,8,10300,10,22330,30,11270,99,6515300
1027013,52040106,独角兽,13,52040106,310,7,13020,6,135520,8,12750,10,27630,30,13950,99,8063900
1027014,52040106,独角兽,14,52040106,350,7,15870,6,165140,8,15540,10,33670,30,17000,99,9827300
1027015,52040106,独角兽,15,52040106,400,7,19070,6,198530,8,18690,10,40490,30,20440,99,11815100
1027016,52040106,独角兽,16,52040106,460,7,22660,6,235890,8,22200,10,48100,30,24280,99,14036800
1027017,52040106,独角兽,17,52040106,520,7,26650,6,277380,8,26110,10,56560,30,28550,99,16506600
1027018,52040106,独角兽,18,52040106,580,7,31050,6,323180,8,30420,10,65900,30,33270,99,19232600
1027019,52040106,独角兽,19,52040106,640,7,35880,6,373470,8,35150,10,76160,30,38450,99,22225400
1027020,52040106,独角兽,20,0,0,7,41160,6,428400,8,40320,10,87360,30,44100,99,25494000
2027001,52040206,圣独角兽,1,52040206,3,7,160,6,1610,8,160,10,330,30,160,99,96700
2027002,52040206,圣独角兽,2,52040206,6,7,310,6,3060,8,300,10,630,30,300,99,183700
2027003,52040206,圣独角兽,3,52040206,12,7,650,6,6430,8,620,10,1330,30,630,99,385100
2027004,52040206,圣独角兽,4,52040206,24,7,1250,6,12340,8,1200,10,2540,30,1210,99,739800
2027005,52040206,圣独角兽,5,52040206,40,7,2160,6,21350,8,2070,10,4400,30,2090,99,1279000
2027006,52040206,圣独角兽,6,52040206,64,7,3430,6,33960,8,3290,10,7000,30,3330,99,2034200
2027007,52040206,圣独角兽,7,52040206,90,7,5120,6,50650,8,4910,10,10440,30,4960,99,3034000
2027008,52040206,圣独角兽,8,52040206,120,7,7260,6,71860,8,6970,10,14810,30,7040,99,4304700
2027009,52040206,圣独角兽,9,52040206,150,7,9900,6,98040,8,9500,10,20210,30,9600,99,5871300
2027010,52040206,圣独角兽,10,52040206,180,7,13090,6,129580,8,12560,10,26710,30,12690,99,7761100
2027011,52040206,圣独角兽,11,52040206,220,7,16860,6,166910,8,16180,10,34400,30,16350,99,9997200
2027012,52040206,圣独角兽,12,52040206,260,7,21250,6,210390,8,20390,10,43370,30,20610,99,12601300
2027013,52040206,圣独角兽,13,52040206,310,7,26310,6,260400,8,25240,10,53670,30,25510,99,15597500
2027014,52040206,圣独角兽,14,52040206,350,7,32060,6,317320,8,30760,10,65410,30,31080,99,19006900
