id,lv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11
5007,83,6,1797300,7,119810,8,33818,9,239660,10,67636,29,119810,30,33818,11,20000,12,90,43,0,99,82036400,820364
5007,84,6,1872900,7,124850,8,35238,9,249720,10,70476,29,124850,30,35238,11,20000,12,90,43,0,99,85485400,854854
5007,85,6,1951500,7,130110,8,36717,9,260180,10,73434,29,130110,30,36717,11,20000,12,90,43,0,99,89076100,890761
5007,86,6,2033500,7,135560,8,38259,9,271120,10,76518,29,135560,30,38259,11,20000,12,90,43,0,99,92815700,928157
5007,87,6,2118700,7,141240,8,39865,9,282510,10,79730,29,141240,30,39865,11,20000,12,90,43,0,99,96707000,967070
5007,88,6,2207800,7,147180,8,41539,9,294370,10,83078,29,147180,30,41539,11,20000,12,90,43,0,99,100772200,1007722
5007,89,6,2300200,7,153340,8,43283,9,306740,10,86566,29,153340,30,43283,11,20000,12,90,43,0,99,104993900,1049939
5007,90,6,2396900,7,159800,8,45100,9,319580,10,90200,29,159800,30,45100,11,20000,12,90,43,0,99,109407000,1094070
5007,91,6,2497700,7,166510,8,46994,9,333010,10,93988,29,166510,30,46994,11,20000,12,90,43,0,99,114004700,1140047
5007,92,6,2602500,7,173500,8,48967,9,347000,10,97934,29,173500,30,48967,11,20000,12,90,43,0,99,118790100,1187901
5007,93,6,2711700,7,180790,8,51023,9,361570,10,102046,29,180790,30,51023,11,20000,12,90,43,0,99,123777400,1237774
5007,94,6,2825500,7,188380,8,53165,9,376750,10,106330,29,188380,30,53165,11,20000,12,90,43,0,99,128973000,1289730
5007,95,6,2944200,7,196280,8,55397,9,392560,10,110794,29,196280,30,55397,11,20000,12,90,43,0,99,134387100,1343871
5007,96,6,3067800,7,204520,8,57723,9,409050,10,115446,29,204520,30,57723,11,20000,12,90,43,0,99,140029400,1400294
5007,97,6,3196700,7,213100,8,60147,9,426230,10,120294,29,213100,30,60147,11,20000,12,90,43,0,99,145909600,1459096
5007,98,6,3330900,7,222060,8,62673,9,444110,10,125346,29,222060,30,62673,11,20000,12,90,43,0,99,152037400,1520374
5007,99,6,3470900,7,231370,8,65305,9,462770,10,130610,29,231370,30,65305,11,20000,12,90,43,0,99,158422000,1584220
5007,100,6,3616600,7,241100,8,68047,9,482210,10,136094,29,241100,30,68047,11,20000,12,90,43,0,99,165076600,1650766
